topic	weight	words
73	0,0143	propheten klaar verlossen sijn voorwaar vader waren wart vreden knecht volk zalig nieuw licht waard gheboren gekomen alle syon onsen 
74	0,04757	groen herder vee harder min coridon herderin schaepjes onder herders lust waer lief wout gras veld weide mede tyter ach 
75	0,06546	vreugde zingen blij vrolijk zang springen maken spelen deugd verheugd spel horen verblijd laet brengen verheugen lang dit tijd lof 
76	0,00654	toch vvat vvant vvilt waard wereld vvaer vvy kom scene zidel ken vvie gelijk iesvs vvanneer myn isser altyt gemoet 
77	0,02573	ach wreed ziel min droef klacht straf hart phillis lief pijn sal sterven trouw vaak zin waard bewegen wreedheid steeds 
78	0,02389	min liefde minnen vrij neen nooit smart hert hart zin alleen nimmer haat beminnen fillis gloed wreed trots steeds weer 
79	0,0325	jij kom eens heb mede ben meisje weer nog loop lang eerst vrij mooi mal hey meysje zoo twee zoen 
80	0,00425	deur kleur houje philis leen woortje iager oordje jager vreugde nat zee koelen son hoog weer vrieseman spoelen linde open 
81	0,01777	wereld vergaan ijdelheid haast schijn ijdel bedriegen mens werelt lusten vals venijn bedrog vreugde dienen versmaden adieu waer volgen weelde 
82	0,14278	tijd lust eens lang haast ziel vinden hoog rust heen blijven vol worden weer licht wanneer schijnen mens zoeken leed 
83	0,01478	och doodt dit me'e heel goed gunst steeds worden noden vast soud mensch naem deucht werelt snood ne'er gods node 
84	0,04061	nacht dag slapen slaap rust morgen licht wacht rusten lust waken waar avond zorg ogen lusten lijf deur vroeg bed 
85	0,00334	minne wijl zen houden tgun minnespel gemoed gek zieltje zoete gunnen maagd ieugd minn garen wen wij tirzis off roepje 
86	0,02337	stad moeten graef grond waren jck steden honderd binnen krijgen sterk klein god schepen geweld menig kloek schieten horen haast 
87	0,00792	landt woord godts mede haer godt strijd ieder volk kerck node volck toorn boos stadt ghelijck sathan heet tegen weeg 
88	0,06052	god zich ziel gods worden nog hert jesus naar eens kom alles magge myn eeuwig kracht jezus niets dog waar 
89	0,01214	godt ziel godts haren troost haer zelf blij vinden vreugde hadd klaar rust worden wees weelde pur n't vol bloot 
90	0,00545	ghoed enten elk waard lust god mens goods kwaad deugd gheen dees waan begeren maackt lieven zeer waarheid zyn iaar 
91	0,00216	weder mede schuddegat drie leeu oude loeder toer sparen brengen waard zout gloria koud maand konkelpotje veer halen duren snuiven 
92	0,0398	zien roepen denken toen scheen vol kennen zat heen spreken viel dromen lach laten weder schoot neer beginnen vond slapen 
93	0,00132	uwz oef wier fier gieten free her trog jae goeheyt goertier weer suite oneynbrie bern son waard weg ljeaf fenne 
94	0,00834	hij ghij wij ende sij hart wereld heere iesus och zijd minnen zidel tijd alzo wijl zonde maagd altyt willen 
95	0,00145	mene bal frangsje kaats binnen tat luytgen tsa bene flore ballen boeren daerom beminnen meenders iansje seigneur fransje ainden verzot 
96	0,00119	alleluja qui cum nobis non iesu rex gloria nos iesv quàm gloriae quam quem hic quid dulcis dei natus zit 
97	0,005	zoo hert zich godts zelfs kwaad mens waer nooit deuchdt goed wezen woord me'e zeer waerheydt pad hou licht schijn 
98	0,00795	hun god myn syn zek goed elk dies staat vol heere steeds weg eeuwig nooit hen gunst goddeloos onrecht ieder 
99	0,00458	deught mede aardig schier waaltje besje goudt ellick heel straks hun voet geven hen tart beginnen onder lammeken wis baard 
100	0,03806	hert myn liefde gheen hun naer eens oft heel woord aen vinden vier alleen maken ziel geven syn uyt min 
101	0,01962	ziel boven hoog hemel nooit wereld oog aards aard hemels waar heerlijk heil eeuwig alles boire goed alleen ooit zek 
102	0,16475	wilt laet wees tijd god vreugde sal altijd scheiden geven goed blijven mede vrees vrede weer hart dragen siet lang 
103	0,07005	bloed doden dood hoofd wonden lijden slaan schuld kruis wreed handen lam smart pijn vol boos zwaar heeft leden sterven 
104	0,02862	godes sint haer hemels deugd goods ziel hart woord aen bidden maeght noden hof maeckt engel worden waard lof soon 
105	0,01756	lief ben lust heb och eens deur hart spreken ander min maken allerliefst dief vinden mond vast denken vrij kussen 
106	0,09579	godt gheen godts recht heeren gods waar weeg sijn hert werk hart wet vast goed blijven godes waard ding wilt 
107	0,11199	enten elk zondaar gheen gods ghelijck vol vrij wees god zieden int tijd klaar heere godt fijn verheven blijven recht 
108	0,01512	stad weeg poort muur smal eng ierusalem stadt klein wees gods vier binnen leed hand jerusalem verstaan roepen och eeuwig 
109	0,01003	godt ten hert mens godts woord wij diep haer node ach heen trouw kracht off reden heil mond ramp laet 
110	0,02387	jij vrij nauw och sou heb ben waar meyt neen zieden nou weet meysje vrijen kom trouwen iou trijn deur 
111	0,0021	licht brand stichten vlieden saligh achting hop't t'alle versmaadheid belij vergeet mindt soeckt blijft zek vinden norbertum was//dwoort gras//vergaet wert 
112	0,02573	gods god wort moeten worden enten kwaad ten oprecht wees gheen sijn weder tis werk altijd niemand voort gheschiet fijn 
113	0,02549	lof looft prijs loven hoog zingen boven dank zang tong naâm godt stof dies bewijs werk hof hemel verbreiden prijzen 
114	0,00233	ian kermis pieragie jan zein arent worden meysje lopen lang kooptmen deur meysjes pieter neeltje oud roepen keesje mit nemen 
115	0,04203	min minnen eens waerom gheen heb neen zin seght pijn waer ben laet toch siet lang sal reden weet aen 
116	0,03499	hemels eeuwig godts hemel mensch zalig hoog godt godes waer scene boven worden vol ziel koningh hert waard gelijck rijck 
117	0,02782	kind stal mens klein geboren kinnetje godt kindt bethlehem moeder gheboren vinden arm leed herodes siet beest teer doek brengen 
118	0,00967	vader roepen moeder spreken lijden sijn zieden pilatus hoog cruys kruis hart lief vriend soon iesus dood joden beginnen bitter 
119	0,00376	gheest god kleden behoefte termijn voortaen zielen fijn vruchten end elck lijdzaam vroed christi ontvangen ten ghesont vol tong omtrent 
120	0,1262	vijand macht hand tegen hulp sterk kracht geweld god slaan strijd handen vrij vrees bloed zwaard hoofd ten onder maken 
121	0,00565	boer hun boeren goed zult g'heel med werk edel gaar koopman sou prijs woord schöne oorlof worden kunnen altijd elck 
122	0,02281	christus gods geloof christi christen leer wart godes waarheid naâm schrift reen christo paulus geloven christum bekend gemeen woorden doop 
123	0,03739	spijs brood eten wijn drank drinken honger vlees voeden tafel broden bloed lichaam eed dorst hemels dis zelf broodt dit 
124	0,00343	alleen min zingen waar glas anders leggen waarom weeg roep segh beuzeling weg nagts smaken thans j'eenpaerich gek elkander vrolikheyt 
125	0,04857	goed rijk god arm schat armen gelt rijkdom zorg schatten klein mens goud geld geven sijn hoog overvloed armoede kleden 
126	0,03392	spreken jesus christus iesus vinden vragen geloof petrus doden man waar waren twee jesum zien zegge woorden horen voort heen 
127	0,10656	hemel hoog zee water licht aard over boven onder dalen son vol grond bergen lucht vier dier mens regen geven 
128	0,01692	zoo god gods iesus zeer goed eeuwig worden heemels staat onz wees zelfs waar deugd weereld gemoed zoon weerelds deez 
129	0,03628	eeuwig kwaad tijd dag oordeel sal och vier zondaar worden branden ten loon wilt zonde heere roepen genade handen raad 
130	0,00558	zeer godt christus gods worden zoo bekeren oock dese petrus eerst thomas apostel paulus hierom ginck lichaam syn alzo andreas 
131	0,00708	hun godt geven waar vreugde kwaad gods vrome wees eeuwig licht nooit oock deese sijn naar vroom staat deugd dit 
132	0,00935	godts zelf nooit zyn zich wort zoon naar mens kruis hemels ziel elk jesus rijk zie hel afgrond wonder kerk 
133	0,01387	godt abraham spreken sijn vader man dochter heere broeder kinderen huis soon moeder iacob isaac wijf tobias heeft broeders sara 
134	0,01006	hun godt fijn glijck oock heere goedheid ghelijck naâm vanden worden daerom woord siel mijnen godts vijand dies maken vrij 
135	0,00773	voort schip mede weer klaar lustig schepen boord zee god toe komt man zondaar halen horen mannen ree schipper boven 
136	0,00289	mey mei baard droefheid hond hondt lie welcke welke zondaar meyboom heu groenen vogel compt brenght paar akkoord voort desen 
137	0,00444	worden zek sijn wiens mits daarom dit uyt heden thans leiden siet ieder dees zieden abra aarde dies staag staat 
138	0,03861	bruydt twee bruydegom vreugde bruyt wens trouw paar geluk echt vrede bruyloft feest zegen bruyd mede liefde bruygom deugd trouwen 
139	0,054	weer zien spreken voort sijn doe wier nemen haer eerst worden heeft dees roepen haast raken neer man dies laten 
140	0,01331	end godt zien hen myn maken n't deur kracht dies wees prijzen gans tijd volk vol krachtig goedheid zijd klein 
141	0,00152	dij onser dorren rosa eyn laborette dye oer ich soete mede isabel fris domino waal aurora verteren weit hopen drek 
142	0,02678	haer wit twee roos root rood mond net blank leden witte schoonheid gelijk wangen scholen rond ogen hals bruin vol 
143	0,00454	evoe loov zwijk langs zwak diaan zoon zoo michi tibi dianier schelle amstels zon troon schoot starren brein tempel goôn 
144	0,1832	pijn zucht droef verdriet och hert lang smart druk hart eens vreugde waar lijden klagen zwaar tranen ziel vol droefheid 
145	0,0014	das ich und ein mier menen nicht jeck wol bie vinden miede welcoom toe ond iae durch dem vnd mann 
146	0,00587	lieffd reen lieff enten lieffde deur waard int gheen doort lieffden vol persoon minnen nimphe princesse trouw dies rein zulk 
147	0,07275	liefde lieven hert hart liefd min beminnen lief kracht ziel vol dit minnen zin waard zelf blijven binnen dragen rein 
148	0,00916	schaepkens waarheid babels vlees herder babel wart schapen christus laet leer klein ras wilt beest varen syon zijd ontvangen weide 
149	0,0017	jan pater agnes peter klop leonoor convent kloppen mit naâm schoonheid cerbijn molenaer tobbe jeroen vrê staet sjoor janneken fredrik 
150	0,03682	nog spreken zeer kind dog heb ben vader jong worden toe brengen magge heel vrouw goed mede zoo nemen gelijk 
151	0,02731	groen bloeien mey groeien siet vruchten hof bloem bloemkens onder kruid roos aensiet lustig zieden planten schepper vol spruit scholen 
152	0,00189	mede suizen gild kwee sinds vree cornua cornibus omnibus brunette dit heersen horen langeur mon ter koppen gaaf spreken kop 
153	0,01009	nieuw iaer int nieuwen jaer schoen deur iare nieuwe jaar waar voer liefde oude groet tijd klaar toch zwaar veenes 
154	0,00622	mijnen zijd hun helaas sarila eens lof neen vlieden siel naer mijne zoo ben och heel k'en sou aard traan 
155	0,04462	zieden eens weer siet kom lang toe heen mede scene horen sou neer komt waar zit set ander laet keer 
156	0,00195	viva datsen knecht tijdt haag leye tussen eeuwig marten lustig caecilia sancta besnijden gaet chia wilt leydzendam verhalen zaak schinckt 
157	0,02057	gods blijven kwaad menschen end woord vlees godt werk broeders wereld weeg boos volgen wart waarheid altijd onder wijsheid heere 
158	0,0148	vrucht vruchten zaad boom groeien zaaien planten vruchtbaar spruit goed dragen brant wortel maaien akker kruid bloeien wasdom rijp oogst 
159	0,04027	vreugde lof wees klaar reen boven hemels zondaar fijn bruydegom scholen troon eeuwig sijn wilt haer godt hoog bereid heere 
160	0,11129	vreugde lust rust hert ziel god deugd gemoed hart goed vol alleen wens waar vermaak beminnen smart vinden aard hoog 
161	0,08468	gheen soud waer zieden ghelijck waar wees lang ten hoog weet zin zelf laten gheven weten sijn zondaar vinden och 
162	0,05271	lijden strijd kruis strijden vlees druk verblijden zwaar ten wereld moeten dragen eeuwig lijd worden christus bereid leed volgen verdriet 
163	0,01568	n't die't op't door't voor't syn als't sou hy't ghelijck sal't ghy't by't kauw gunst om't daer't meen alhier of't 
164	0,01585	end dijn god volk hoog enten dijnen vast mijne sijn dies indië sal hert macht hun hebst sterk kracht aen 
165	0,01025	zoo goods deur waard kerk zeer godes goed christus geloof nieuw wezen aen god welk hen wet iae mede toe 
166	0,00246	vrienden evoẽ evoë emanuel oenone vissen ander sey groen rekenen damon wed fier harder fama stam even mis lijf voeden 
167	0,01899	prins held land weer vorst bloed oranje helden koning kant edel aen vrede roepen vol ieder heel oorlog landt spijt 
168	0,04904	zoo zeer zich staat zonder naar zal waar wezen zien ziet zult elk nooit zinnen hart alles hun leggen gelijk 
169	0,09643	zelf eigen recht reden kwaad schijn hoog licht wijs ieder zulk waar elk spreken zek wijsheid ogen leren daad ander 
170	0,00186	weinig tis schaepkens susanna dees gevallen voerman pralen zielen pronk volght harder rossen hotsen mer eia duist robbert gentilman kalis 
171	0,0025	vive dobbe vol geus ach dop roem dob waer trots arion n't lof smoken rey pijpje jeucht roken gans munt 
172	0,00337	vis schip net spreken paulus zee ionas vissen petrus vangen werpen waren boord nacht wacht vedel botten netten lijst lering 
173	0,00197	ich mein das vnnd mir mich nitt ein zei dir sein dich hertz lieb jch mitt dein hab woll hatt 
174	0,01257	vrede twist mede wee peis zoeken maken haat nijd daerje eendracht scheiden stede reis mist volk tweedracht vreedzaam twisten zwaard 
175	0,19332	waar zelf goed alleen toe maken weet werk worden ander waard zaak recht mens geven niemand anders best tijd houden 
176	0,01671	godt volk israel david coninck moyses gods daniel moses egypten heere tegen noe saul pharao zee maken vier laten verslaan 
177	0,00199	bom don bommelalire verlangen och wanneer meriton zidel weer stront aanschijn over din dochters flon lom langs dansen verwinnen verslaan 
178	0,03389	kwaad tong boos mond vals spreken haat vol smaad venijn recht waarheid woorden schande bedrog wraak goed tegen naast boosheid 
179	0,1124	spreken waren zondaar brengen heeren ende waard laten ginck ten haer zaak waar heeft twee toe willen alzo lang mede 
180	0,023	nog dog weg zeer staat leggen waar magge tij worden ben weer lang weet naar zal vrij zult land nood 
181	0,00403	coninck ioseph haman man raad coningh doden droom herodes conincx daniel mardachai israels esther verkopen pharao egypten israel liet broeders 
182	0,01756	ben heb vader mijnen spreken ontvangen mijne soon wereld wees ende ten vro wilt zelf goed zonde vaders zenden tegen 
183	0,00411	end dijn deinen huur myn god fijn vrij dyne zek dyn heb mit gaar męr dyner dyns gheboden heefst binnen 
184	0,00947	neen heen wijs houw denken leder lijf raken zit gat kortjakje kakken vrij nar oor jas dunken eed beginnen aârs 
185	0,00223	pover hebje lucht chevael borsjens fille flonk hand veld kooi portugael vyva bon fijn bezet elsselijn povre strijk ontstellen vastenavont 
186	0,04621	licht gezicht son zon stralen dag glans nacht duister oog schijnen verdwijnen klaar ogen dalen boven schijn hemels verlicht sonne 
187	0,10854	lief trouw heb min ach ben hert liefde beminnen eens wilt neen scholen minnen ander blijven zin sal adieu waar 
188	0,0022	duyfje oogen uvv roseliine tronen selv schoone harten koninghinne toonen roseliin kronen n't honen heldinne leeft rycx blijven soette bestieren 
189	0,08738	heere wilt ben ziel zonde mijnen god bidden godt genade heb maken troost helpen laet noot kwaad zwaar alleen altijd 
190	0,00367	heb rachel knecht rebecca reis aldus oude hillebrant dienen laban bezien bidden maeght zondaar wijf mede gasten noden gang heere 
191	0,05302	brand vier hart vlam hert heet branden smart ach borst vuur ziel ontsteken kracht blaken dorst gezicht pijn gloed min 
192	0,09448	godt heere vader god lof hart bidden prijs genade naâm altijd loven maken heilig recht kracht ziel laet geven bekwaam 
193	0,01747	vader moeder lief dochter och jong alzo kind dag over waar ruyter laten nemen stout rijden groen willen goed meisje 
194	0,06066	min ziel hart vreugde schoonheid zin trouw waard lust hert vrouw gezicht venus brand smart minnen ogen deugd licht ach 
195	0,06105	lief hart liefde troost hert enten pijn vreugde zwaar venus princesse waar minnen wees dienaar/diener ben druk haer lijden reen 
196	0,03576	wijn drinken vrolijk glas wyn bacchus laet eens bier lustig nat vol maken vat schenken bachus edel brengen dorst schenk 
197	0,02494	kusje mond kussen kus lipje lusjes zieltje lust zacht ach kust lippen kom hertje nectar weer lipjes wond eens rood 
198	0,00685	klok twee vijf drie vier uur eerst deur kloppen binnen waeltje denken slaan weer weet besje tien ras avond seef 
199	0,00757	enten godt papen prins paus spaengiaerts geus prince volk coninck end landen geusen waard lant spaengien vals edel papisten menig 
