	category	id	location	incnormid	herdrukid	year
0	amusement	115588	None	7020.0	920847.0	1708.0
1	amusement	115588	None	7020.0		1694.0
2	love and sex	37007	Brussels, Belgium	11846.0	915670.0	1684.0
3	love and sex	37007	Brussels, Belgium	11846.0		1677.0
4	love and sex	27214	Dordrecht, The Netherlands	27800.0		1598.0
5	None	191688	Antwerp, Belgium	34576.0		1722.0
6	seasons and annual events	111936	Amsterdam, The Netherlands	20878.0		1650.0
7	None	182192	Amsterdam, The Netherlands	54942.0	917566.0	1746.0
8	None	182192	Amsterdam, The Netherlands	54942.0		1737.0
9	love and sex	130720	Amsterdam, The Netherlands	22834.0	912657.0	1750.0
10	love and sex	130720	Amsterdam, The Netherlands	22834.0	920189.0	1745.0
11	love and sex	130720	Amsterdam, The Netherlands	22834.0	927025.0	1712.0
12	love and sex	130720	Amsterdam, The Netherlands	22834.0		1711.0
13	None	159796	None	22847.0		1700.0
14	None	178758	Amsterdam, The Netherlands	63929.0	923987.0	1736.0
15	None	178758	Amsterdam, The Netherlands	63929.0		1714.0
16	None	185825	Leuven, Belgium	80214.0		1605.0
17	religion	9914	Haarlem, The Netherlands	8992.0	905698.0	1598.0
18	religion	9914	Haarlem, The Netherlands	8992.0	905699.0	1598.0
19	religion	9914	Haarlem, The Netherlands	8992.0	913635.0	1601.0
20	religion	9914	Haarlem, The Netherlands	8992.0		1595.0
21	amusement	34268	Brussels, Belgium	48442.0	915778.0	1688.0
22	amusement	34268	Brussels, Belgium	48442.0	915832.0	1654.0
23	amusement	34268	Brussels, Belgium	48442.0	916156.0	1656.0
24	amusement	34268	Brussels, Belgium	48442.0		1650.0
25	None	1390	Amsterdam, The Netherlands	20646.0		1613.0
26	politics and history	28641	Mechelen, Belgium	19474.0		1560.0
27	love and sex	2841	Leiden, The Netherlands	3127.0		1590.0
28	cycle of life	21103	Zaandam, The Netherlands	20177.0	912178.0	1668.0
29	cycle of life	21103	Zaandam, The Netherlands	20177.0		1649.0
30	None	163378	Amsterdam, The Netherlands	11031.0		1678.0
31	love and sex	20209	Amsterdam, The Netherlands	7008.0		1647.0
32	amusement	19488	Amsterdam, The Netherlands	36864.0		1677.0
33	cycle of life	21117	Zaandam, The Netherlands	20263.0	912222.0	1668.0
34	cycle of life	21117	Zaandam, The Netherlands	20263.0		1649.0
35	love and sex	2855	Leiden, The Netherlands	38255.0		1590.0
36	None	164403	Amsterdam, The Netherlands	55358.0		1730.0
37	None	155806	Hoorn, The Netherlands	11128.0		1661.0
38	religion	9900	Haarlem, The Netherlands	54712.0	905672.0	1598.0
39	religion	9900	Haarlem, The Netherlands	54712.0	905673.0	1598.0
40	religion	9900	Haarlem, The Netherlands	54712.0		1595.0
41	religion	176007	Deventer, The Netherlands	63399.0		1640.0
42	None	1384	Amsterdam, The Netherlands	17702.0		1613.0
43	religion	33513	None	16431.0		1614.0
44	love and sex	100191	Dordrecht, The Netherlands	22935.0		1746.0
45	love and sex	176	Amsterdam, The Netherlands	34950.0		1589.0
46	love and sex	111922	Amsterdam, The Netherlands	57275.0		1650.0
47	None	182186	Amsterdam, The Netherlands	17654.0	917561.0	1746.0
48	None	182186	Amsterdam, The Netherlands	17654.0		1737.0
49	None	159782	Amsterdam, The Netherlands	33560.0		1669.0
50	religion	22378	Wesel, Germany	49073.0	906531.0	1567.0
51	religion	22378	Wesel, Germany	49073.0	906930.0	1567.0
52	religion	22378	Wesel, Germany	49073.0		1565.0
53	None	185831	Leuven, Belgium	5765.0		1605.0
54	None	191844	Leeuwarden, The Netherlands	41642.0		1650.0
55	amusement	37013	Brussels, Belgium	52023.0	915676.0	1684.0
56	amusement	37013	Brussels, Belgium	52023.0		1677.0
57	cycle of life	114682	Antwerp, Belgium	46964.0		1645.0
58	religion	27200	Dordrecht, The Netherlands	32305.0		1598.0
59	politics and history	118090	Amsterdam, The Netherlands	39039.0		1731.0
60	work	34532	Antwerp, Belgium	54722.0	915411.0	1722.0
61	work	34532	Antwerp, Belgium	54722.0		1720.0
62	religion	9096	Utrecht, The Netherlands	38291.0	913256.0	1681.0
63	religion	9096	Utrecht, The Netherlands	38291.0	923733.0	1695.0
64	religion	9096	Utrecht, The Netherlands	38291.0	924218.0	1727.0
65	religion	9096	Utrecht, The Netherlands	38291.0	929575.0	1679.0
66	religion	9096	Utrecht, The Netherlands	38291.0		1676.0
67	None	185819	Leuven, Belgium	66549.0		1605.0
68	None	178764	Amsterdam, The Netherlands	64800.0		1740.0
69	love and sex	12293	Dordrecht, The Netherlands	2086.0		1639.0
70	None	152827	Amsterdam, The Netherlands	40838.0	924054.0	1702.0
71	None	152827	Amsterdam, The Netherlands	40838.0		1673.0
72	None	20547	Enkhuizen, The Netherlands	3552.0	921709.0	1655.0
73	None	20547	Enkhuizen, The Netherlands	3552.0	929760.0	1700.0
74	None	20547	Enkhuizen, The Netherlands	3552.0		1649.0
75	religion	11942	Amsterdam, The Netherlands	7874.0	922389.0	1649.0
76	religion	11942	Amsterdam, The Netherlands	7874.0		1648.0
77	love and sex	27228	Dordrecht, The Netherlands	45997.0		1598.0
78	amusement	20221	Amsterdam, The Netherlands	52118.0		1647.0
79	religion	26888	Nederrijn, The Netherlands	18064.0		1568.0
80	None	189945	Amsterdam, The Netherlands	69440.0		1713.0
81	love and sex	29563	Dordrecht, The Netherlands	57305.0		1600.0
82	religion	32625	Brussels, Belgium	41870.0		1660.0
83	love and sex	13833	Haarlem, The Netherlands	27763.0		1646.0
84	religion	22436	Wesel, Germany	34365.0		1565.0
85	None	161553	Amsterdam, The Netherlands	44196.0		1638.0
86	None	13827	Haarlem, The Netherlands	57086.0		1646.0
87	love and sex	116917	Amsterdam, The Netherlands	22051.0		1717.0
88	love and sex	34240	Brussels, Belgium	42853.0	915750.0	1688.0
89	love and sex	34240	Brussels, Belgium	42853.0		1650.0
90	emotions	24053	Antwerp, Belgium	7834.0		1678.0
91	None	189789	Amsterdam, The Netherlands	69282.0		1633.0
92	religion	30026	Middelburg, The Netherlands	17389.0		1591.0
93	love and sex	2869	Leiden, The Netherlands	41965.0		1590.0
94	None	20553	Enkhuizen, The Netherlands	2128.0	921715.0	1655.0
95	None	20553	Enkhuizen, The Netherlands	2128.0	929769.0	1700.0
96	None	20553	Enkhuizen, The Netherlands	2128.0		1649.0
97	religion	11956	Amsterdam, The Netherlands	56730.0	922403.0	1649.0
98	religion	11956	Amsterdam, The Netherlands	56730.0		1648.0
99	religion	21895	Antwerp, Belgium	11166.0		1580.0
100	None	118084	Amsterdam, The Netherlands	23429.0		1731.0
101	religion	34526	Amsterdam, The Netherlands	47806.0		1658.0
102	love and sex	130708	Amsterdam, The Netherlands	45185.0	913499.0	1750.0
103	love and sex	130708	Amsterdam, The Netherlands	45185.0	920182.0	1745.0
104	love and sex	130708	Amsterdam, The Netherlands	45185.0	926992.0	1712.0
105	love and sex	130708	Amsterdam, The Netherlands	45185.0		1711.0
106	religion	9082	Utrecht, The Netherlands	42912.0	913197.0	1743.0
107	religion	9082	Utrecht, The Netherlands	42912.0	923631.0	1681.0
108	religion	9082	Utrecht, The Netherlands	42912.0	923717.0	1695.0
109	religion	9082	Utrecht, The Netherlands	42912.0	924202.0	1727.0
110	religion	9082	Utrecht, The Netherlands	42912.0	929559.0	1679.0
111	religion	9082	Utrecht, The Netherlands	42912.0		1676.0
112	love and sex	12287	Dordrecht, The Netherlands	13621.0		1639.0
113	None	106251	Delft, The Netherlands	34332.0		1656.0
114	None	1435	Amsterdam, The Netherlands	31969.0		1613.0
115	religion	13172	Antwerp, Belgium	40948.0		1663.0
116	religion	9069	Utrecht, The Netherlands	40065.0	911325.0	1681.0
117	religion	9069	Utrecht, The Netherlands	40065.0	923704.0	1695.0
118	religion	9069	Utrecht, The Netherlands	40065.0	924189.0	1727.0
119	religion	9069	Utrecht, The Netherlands	40065.0	929546.0	1679.0
120	religion	9069	Utrecht, The Netherlands	40065.0		1676.0
121	None	187029	Gouda, The Netherlands	67460.0		1708.0
122	None	11765	None	57354.0		1648.0
123	religion	3222	Haarlem, The Netherlands	19134.0		1645.0
124	seasons and annual events	19339	Antwerp, Belgium	38234.0	900617.0	1556.0
125	seasons and annual events	19339	Antwerp, Belgium	38234.0		1552.0
126	None	180746	Haarlem, The Netherlands	48048.0		1603.0
127	seasons and annual events	165912	Leiden, The Netherlands	27862.0		1620.0
128	love and sex	2882	Leiden, The Netherlands	41392.0		1590.0
129	love and sex	3544	Amsterdam, The Netherlands	42126.0		1613.0
130	None	189762	Dordrecht, The Netherlands	1989.0		1750.0
131	religion	26877	Haarlem, The Netherlands	9936.0		1599.0
132	None	104320	Delft, The Netherlands	33065.0		1656.0
133	religion	32802	Antwerp, Belgium	4139.0	916085.0	1671.0
134	religion	32802	Antwerp, Belgium	4139.0		1645.0
135	religion	118709	Groningen, The Netherlands	48704.0		1732.0
136	cycle of life	100146	Dordrecht, The Netherlands	46765.0		1746.0
137	None	185158	De Rijp, The Netherlands	36186.0	918869.0	1657.0
138	None	185158	De Rijp, The Netherlands	36186.0		1631.0
139	narratives	32816	Antwerp, Belgium	32787.0	916096.0	1671.0
140	narratives	32816	Antwerp, Belgium	32787.0		1645.0
141	None	100152	Delft, The Netherlands	52496.0		1656.0
142	None	2896	Hoorn, The Netherlands	19079.0	910323.0	1647.0
143	None	2896	Hoorn, The Netherlands	19079.0	920694.0	1685.0
144	None	2896	Hoorn, The Netherlands	19079.0	924297.0	1645.0
145	None	2896	Hoorn, The Netherlands	19079.0	926933.0	1660.0
146	None	2896	Hoorn, The Netherlands	19079.0		1624.0
147	narratives	115239	Amsterdam, The Netherlands	4233.0		1679.0
148	love and sex	3550	Amsterdam, The Netherlands	33400.0		1613.0
149	love and sex	10309	Amsterdam, The Netherlands	51782.0		1645.0
150	None	189776	Dordrecht, The Netherlands	69271.0		1750.0
151	religion	26863	London, England	47995.0	906112.0	1561.0
152	religion	26863	London, England	47995.0	921164.0	1561.0
153	religion	26863	London, England	47995.0		1561.0
154	religion	173802	Amsterdam, The Netherlands	62115.0		1680.0
155	None	186323	Haarlem, The Netherlands	46264.0		1672.0
156	religion	2128	Brussels, Belgium	17356.0	916753.0	1680.0
157	religion	2128	Brussels, Belgium	17356.0	925571.0	1686.0
158	religion	2128	Brussels, Belgium	17356.0		1674.0
159	None	11771	None	57576.0		1648.0
160	religion	3236	Haarlem, The Netherlands	10784.0		1645.0
161	amusement	4559	Amsterdam, The Netherlands	34110.0	912854.0	1703.0
162	amusement	4559	Amsterdam, The Netherlands	34110.0		1667.0
163	amusement	114899	Antwerp, Belgium	7846.0		1645.0
164	None	180752	Utrecht, The Netherlands	64895.0	925828.0	1720.0
165	None	180752	Utrecht, The Netherlands	64895.0		1688.0
166	love and sex	8363	Amsterdam, The Netherlands	51983.0	914382.0	1634.0
167	love and sex	8363	Amsterdam, The Netherlands	51983.0		1627.0
168	love and sex	12278	Dordrecht, The Netherlands	2476.0		1639.0
169	None	1421	Amsterdam, The Netherlands	35329.0		1613.0
170	religion	13166	Antwerp, Belgium	15569.0		1663.0
171	religion	14609	Antwerp, Belgium	27155.0	914960.0	1648.0
172	religion	14609	Antwerp, Belgium	27155.0	925034.0	1679.0
173	religion	14609	Antwerp, Belgium	27155.0	929993.0	1646.0
174	religion	14609	Antwerp, Belgium	27155.0		1638.0
175	religion	20584	Antwerp, Belgium	42949.0		1628.0
176	religion	11981	Amsterdam, The Netherlands	36877.0	922425.0	1649.0
177	religion	11981	Amsterdam, The Netherlands	36877.0		1648.0
178	religion	2100	Brussels, Belgium	15560.0	911247.0	1681.0
179	religion	2100	Brussels, Belgium	15560.0	916815.0	1680.0
180	religion	2100	Brussels, Belgium	15560.0	925632.0	1686.0
181	religion	2100	Brussels, Belgium	15560.0		1674.0
182	None	187015	Gouda, The Netherlands	67445.0		1708.0
183	None	11759	None	53489.0		1648.0
184	religion	19305	Antwerp, Belgium	27613.0	900072.0	1566.0
185	religion	19305	Antwerp, Belgium	27613.0	900583.0	1556.0
186	religion	19305	Antwerp, Belgium	27613.0	902228.0	1559.0
187	religion	19305	Antwerp, Belgium	27613.0	902476.0	1569.0
188	religion	19305	Antwerp, Belgium	27613.0	902916.0	1577.0
189	religion	19305	Antwerp, Belgium	27613.0	903747.0	1579.0
190	religion	19305	Antwerp, Belgium	27613.0	903748.0	1580.0
191	religion	19305	Antwerp, Belgium	27613.0	903749.0	1589.0
192	religion	19305	Antwerp, Belgium	27613.0	903750.0	1591.0
193	religion	19305	Antwerp, Belgium	27613.0	903751.0	1593.0
194	religion	19305	Antwerp, Belgium	27613.0	903752.0	1599.0
195	religion	19305	Antwerp, Belgium	27613.0	905145.0	1582.0
196	religion	19305	Antwerp, Belgium	27613.0	906674.0	1579.0
197	religion	19305	Antwerp, Belgium	27613.0	907302.0	1582.0
198	religion	19305	Antwerp, Belgium	27613.0	907786.0	1596.0
199	religion	19305	Antwerp, Belgium	27613.0	908107.0	1600.0
200	religion	19305	Antwerp, Belgium	27613.0	909399.0	1577.0
201	religion	19305	Antwerp, Belgium	27613.0		1552.0
202	love and sex	4571	Amsterdam, The Netherlands	50544.0	914046.0	1703.0
203	love and sex	4571	Amsterdam, The Netherlands	50544.0		1667.0
204	None	158477	Leeuwarden, The Netherlands	28130.0		1650.0
205	None	157744	Amsterdam, The Netherlands	22128.0	922056.0	1657.0
206	None	157744	Amsterdam, The Netherlands	22128.0	922240.0	1636.0
207	None	157744	Amsterdam, The Netherlands	22128.0		1624.0
208	religion	22393	Wesel, Germany	5825.0	906542.0	1567.0
209	religion	22393	Wesel, Germany	5825.0	906942.0	1567.0
210	religion	22393	Wesel, Germany	5825.0		1565.0
211	religion	35837	Antwerp, Belgium	80010.0		1659.0
212	None	1409	Amsterdam, The Netherlands	26549.0		1613.0
213	None	118053	Leiden, The Netherlands	12921.0		1720.0
214	religion	9055	Utrecht, The Netherlands	35600.0	913193.0	1681.0
215	religion	9055	Utrecht, The Netherlands	35600.0	923689.0	1695.0
216	religion	9055	Utrecht, The Netherlands	35600.0	924174.0	1727.0
217	religion	9055	Utrecht, The Netherlands	35600.0	929531.0	1679.0
218	religion	9055	Utrecht, The Netherlands	35600.0		1676.0
219	religion	14621	Antwerp, Belgium	16440.0	912056.0	1648.0
220	religion	14621	Antwerp, Belgium	16440.0	925046.0	1679.0
221	religion	14621	Antwerp, Belgium	16440.0	930004.0	1646.0
222	religion	14621	Antwerp, Belgium	16440.0		1638.0
223	narratives	63	Amsterdam, The Netherlands	47760.0		1643.0
224	religion	9733	Haarlem, The Netherlands	29370.0	911570.0	1640.0
225	religion	9733	Haarlem, The Netherlands	29370.0		1627.0
226	religion	14147	Leiden, The Netherlands	9521.0		1599.0
227	None	160856	None	20815.0		1700.0
228	religion	23933	Antwerp, Belgium	1369.0		1678.0
229	cycle of life	19463	Amsterdam, The Netherlands	1763.0		1642.0
230	None	4217	Amsterdam, The Netherlands	47598.0		1649.0
231	None	3578	Amsterdam, The Netherlands	17448.0		1613.0
232	formal genres	115211	Amsterdam, The Netherlands	562.0		1679.0
233	amusement	10321	Amsterdam, The Netherlands	7610.0	911905.0	1637.0
234	amusement	10321	Amsterdam, The Netherlands	7610.0		1645.0
235	None	4203	Amsterdam, The Netherlands	57615.0		1649.0
236	love and sex	27599	Leiden, The Netherlands	8902.0		1600.0
237	love and sex	10335	Amsterdam, The Netherlands	33491.0	912649.0	1637.0
238	love and sex	10335	Amsterdam, The Netherlands	33491.0		1645.0
239	love and sex	77	Amsterdam, The Netherlands	3748.0		1643.0
240	None	156328	Amsterdam, The Netherlands	4286.0		1637.0
241	None	161584	Amsterdam, The Netherlands	45348.0		1638.0
242	religion	14153	Leiden, The Netherlands	12497.0		1599.0
243	religion	9727	Haarlem, The Netherlands	27982.0	912104.0	1640.0
244	religion	9727	Haarlem, The Netherlands	27982.0		1627.0
245	None	158305	Amsterdam, The Netherlands	16459.0	922041.0	1657.0
246	None	158305	Amsterdam, The Netherlands	16459.0	922225.0	1636.0
247	None	158305	Amsterdam, The Netherlands	16459.0		1624.0
248	None	157750	Amsterdam, The Netherlands	42312.0		1633.0
249	religion	22387	Wesel, Germany	35390.0	906539.0	1567.0
250	religion	22387	Wesel, Germany	35390.0	906938.0	1567.0
251	religion	22387	Wesel, Germany	35390.0		1565.0
252	religion	119359	Amsterdam, The Netherlands	36810.0		1698.0
253	religion	117374	Delft, The Netherlands	52636.0		1720.0
254	religion	35823	Antwerp, Belgium	59259.0		1659.0
255	None	118047	Leiden, The Netherlands	24098.0		1720.0
256	love and sex	189	Amsterdam, The Netherlands	45064.0		1589.0
257	religion	9041	Utrecht, The Netherlands	22232.0	911841.0	1681.0
258	religion	9041	Utrecht, The Netherlands	22232.0	911842.0	1743.0
259	religion	9041	Utrecht, The Netherlands	22232.0	923672.0	1695.0
260	religion	9041	Utrecht, The Netherlands	22232.0	924157.0	1727.0
261	religion	9041	Utrecht, The Netherlands	22232.0	929514.0	1679.0
262	religion	9041	Utrecht, The Netherlands	22232.0		1676.0
263	love and sex	20590	Antwerp, Belgium	38250.0		1628.0
264	religion	11995	Amsterdam, The Netherlands	12255.0	922439.0	1649.0
265	religion	11995	Amsterdam, The Netherlands	12255.0		1648.0
266	None	191663	Amsterdam, The Netherlands	15365.0		1746.0
267	seasons and annual events	2114	Brussels, Belgium	17258.0	911383.0	1681.0
268	seasons and annual events	2114	Brussels, Belgium	17258.0	916829.0	1680.0
269	seasons and annual events	2114	Brussels, Belgium	17258.0	925646.0	1686.0
270	seasons and annual events	2114	Brussels, Belgium	17258.0		1674.0
271	None	187001	Gouda, The Netherlands	67428.0		1708.0
272	love and sex	4565	Amsterdam, The Netherlands	19181.0	911386.0	1703.0
273	love and sex	4565	Amsterdam, The Netherlands	19181.0		1667.0
274	religion	19311	Antwerp, Belgium	24486.0	900131.0	1566.0
275	religion	19311	Antwerp, Belgium	24486.0	900589.0	1556.0
276	religion	19311	Antwerp, Belgium	24486.0	902495.0	1569.0
277	religion	19311	Antwerp, Belgium	24486.0	902640.0	1577.0
278	religion	19311	Antwerp, Belgium	24486.0	903861.0	1579.0
279	religion	19311	Antwerp, Belgium	24486.0	903862.0	1580.0
280	religion	19311	Antwerp, Belgium	24486.0	903863.0	1589.0
281	religion	19311	Antwerp, Belgium	24486.0	903864.0	1591.0
282	religion	19311	Antwerp, Belgium	24486.0	903865.0	1593.0
283	religion	19311	Antwerp, Belgium	24486.0	903866.0	1599.0
284	religion	19311	Antwerp, Belgium	24486.0	905164.0	1582.0
285	religion	19311	Antwerp, Belgium	24486.0	906693.0	1579.0
286	religion	19311	Antwerp, Belgium	24486.0	907329.0	1582.0
287	religion	19311	Antwerp, Belgium	24486.0	907805.0	1596.0
288	religion	19311	Antwerp, Belgium	24486.0	908126.0	1600.0
289	religion	19311	Antwerp, Belgium	24486.0	909418.0	1577.0
290	religion	19311	Antwerp, Belgium	24486.0		1552.0
291	emotions	3785	Rotterdam, The Netherlands	42041.0		1582.0
292	religion	21301	Emden, Germany	4621.0	900695.0	1563.0
293	religion	21301	Emden, Germany	4621.0	900943.0	1580.0
294	religion	21301	Emden, Germany	4621.0	900944.0	1595.0
295	religion	21301	Emden, Germany	4621.0		1558.0
296	amusement	27770	Dordrecht, The Netherlands	25094.0	926369.0	1616.0
297	amusement	27770	Dordrecht, The Netherlands	25094.0		1578.0
298	cycle of life	19846	Amsterdam, The Netherlands	20038.0		1645.0
299	None	186690	Amsterdam, The Netherlands	67201.0		1674.0
300	None	185399	De Rijp, The Netherlands	12916.0	918942.0	1657.0
301	None	185399	De Rijp, The Netherlands	12916.0		1631.0
302	narratives	33705	Antwerp, Belgium	57992.0		1654.0
303	religion	8808	Utrecht, The Netherlands	18763.0	911961.0	1647.0
304	religion	8808	Utrecht, The Netherlands	18763.0		1625.0
305	amusement	35374	Brugge, Belgium	80453.0		1710.0
306	emotions	6825	Emmerik, Germany	10168.0	922514.0	1722.0
307	emotions	6825	Emmerik, Germany	10168.0		1637.0
308	formal genres	25601	Haarlem, The Netherlands	3836.0		1598.0
309	love and sex	35412	Brussels, Belgium	59074.0	915605.0	1684.0
310	love and sex	35412	Brussels, Belgium	59074.0		1677.0
311	love and sex	176577	Monnickendam, The Netherlands	63569.0		1697.0
312	None	184939	None	6909.0		1664.0
313	None	192183	Amsterdam, The Netherlands	70176.0	929362.0	1696.0
314	None	192183	Amsterdam, The Netherlands	70176.0		1686.0
315	amusement	28325	Amsterdam, The Netherlands	37148.0		1650.0
316	love and sex	27016	Nederrijn, The Netherlands	19722.0		1568.0
317	religion	20779	Antwerp, Belgium	35102.0	912868.0	1655.0
318	religion	20779	Antwerp, Belgium	35102.0	928355.0	1728.0
319	religion	20779	Antwerp, Belgium	35102.0		1664.0
320	religion	115952	Alkmaar, The Netherlands	30863.0	920368.0	1692.0
321	religion	115952	Alkmaar, The Netherlands	30863.0		1681.0
322	formal genres	21467	Emden, Germany	25572.0	900785.0	1563.0
323	formal genres	21467	Emden, Germany	25572.0	901127.0	1580.0
324	formal genres	21467	Emden, Germany	25572.0	901128.0	1595.0
325	formal genres	21467	Emden, Germany	25572.0		1558.0
326	amusement	10862	Amsterdam, The Netherlands	18991.0		1605.0
327	love and sex	27002	Nederrijn, The Netherlands	1430.0		1568.0
328	love and sex	114480	The Hague, The Netherlands	37553.0		1745.0
329	religion	115946	Alkmaar, The Netherlands	51392.0	920362.0	1692.0
330	religion	115946	Alkmaar, The Netherlands	51392.0		1681.0
331	narratives	21473	Emden, Germany	27491.0	900791.0	1563.0
332	narratives	21473	Emden, Germany	27491.0	901137.0	1580.0
333	narratives	21473	Emden, Germany	27491.0	901138.0	1595.0
334	narratives	21473	Emden, Germany	27491.0		1558.0
335	None	180593	Utrecht, The Netherlands	64837.0	925775.0	1720.0
336	None	180593	Utrecht, The Netherlands	64837.0		1681.0
337	formal genres	10876	Amsterdam, The Netherlands	15511.0		1605.0
338	formal genres	25615	Haarlem, The Netherlands	7977.0		1598.0
339	None	193289	Amsterdam, The Netherlands	17120.0		1700.0
340	love and sex	35406	Brugge, Belgium	80551.0		1710.0
341	love and sex	1838	Amsterdam, The Netherlands	35449.0		1615.0
342	amusement	34718	Antwerp, Belgium	59283.0	915945.0	1658.0
343	amusement	34718	Antwerp, Belgium	59283.0		1651.0
344	formal genres	117189	Amsterdam, The Netherlands	33196.0		1718.0
345	None	192197	Amsterdam, The Netherlands	70190.0	929383.0	1696.0
346	None	192197	Amsterdam, The Netherlands	70190.0		1686.0
347	religion	33711	Antwerp, Belgium	3269.0		1654.0
348	love and sex	130250	Amsterdam, The Netherlands	22612.0	912323.0	1720.0
349	love and sex	130250	Amsterdam, The Netherlands	22612.0	919943.0	1745.0
350	love and sex	130250	Amsterdam, The Netherlands	22612.0	920037.0	1711.0
351	love and sex	130250	Amsterdam, The Netherlands	22612.0		1710.0
352	seasons and annual events	6831	Emmerik, Germany	47494.0	922520.0	1722.0
353	seasons and annual events	6831	Emmerik, Germany	47494.0		1637.0
354	love and sex	29749	Dordrecht, The Netherlands	19175.0		1600.0
355	emotions	3791	Rotterdam, The Netherlands	11602.0		1582.0
356	religion	21315	Emden, Germany	8108.0	900709.0	1563.0
357	religion	21315	Emden, Germany	8108.0	900983.0	1580.0
358	religion	21315	Emden, Germany	8108.0	900984.0	1595.0
359	religion	21315	Emden, Germany	8108.0		1558.0
360	narratives	36669	Antwerp, Belgium	13270.0		1631.0
361	love and sex	38644	Antwerp, Belgium	44889.0		1663.0
362	love and sex	40927	Enkhuizen, The Netherlands	42007.0		1682.0
363	None	186684	Amsterdam, The Netherlands	67195.0		1674.0
364	cycle of life	19852	Amsterdam, The Netherlands	20036.0		1645.0
365	amusement	27764	Dordrecht, The Netherlands	44995.0	926351.0	1616.0
366	amusement	27764	Dordrecht, The Netherlands	44995.0	926445.0	1601.0
367	amusement	27764	Dordrecht, The Netherlands	44995.0	926602.0	1683.0
368	amusement	27764	Dordrecht, The Netherlands	44995.0		1578.0
369	religion	8834	Utrecht, The Netherlands	656.0	911234.0	1647.0
370	religion	8834	Utrecht, The Netherlands	656.0		1625.0
371	None	130278	Amsterdam, The Netherlands	45889.0	913771.0	1720.0
372	None	130278	Amsterdam, The Netherlands	45889.0	919960.0	1745.0
373	None	130278	Amsterdam, The Netherlands	45889.0	920055.0	1711.0
374	None	130278	Amsterdam, The Netherlands	45889.0	920138.0	1750.0
375	None	130278	Amsterdam, The Netherlands	45889.0	925741.0	1710.0
376	None	130278	Amsterdam, The Netherlands	45889.0		1710.0
377	religion	34056	Brussels, Belgium	10122.0		1660.0
378	religion	6819	Emmerik, Germany	29241.0	922507.0	1722.0
379	religion	6819	Emmerik, Germany	29241.0		1637.0
380	religion	26452	Haarlem, The Netherlands	55773.0		1599.0
381	narratives	36641	Antwerp, Belgium	37959.0		1631.0
382	amusement	20023	Amsterdam, The Netherlands	46472.0	913870.0	1654.0
383	amusement	20023	Amsterdam, The Netherlands	46472.0		1655.0
384	religion	36899	Brussels, Belgium	2768.0	915564.0	1684.0
385	religion	36899	Brussels, Belgium	2768.0		1677.0
386	religion	4968	Haarlem, The Netherlands	16205.0		1637.0
387	religion	20745	Antwerp, Belgium	46343.0	911568.0	1655.0
388	religion	20745	Antwerp, Belgium	46343.0	928329.0	1728.0
389	religion	20745	Antwerp, Belgium	46343.0		1664.0
390	religion	11598	Amsterdam, The Netherlands	53418.0	914763.0	1630.0
391	religion	11598	Amsterdam, The Netherlands	53418.0	915339.0	1648.0
392	religion	11598	Amsterdam, The Netherlands	53418.0		1640.0
393	religion	22152	Wesel, Germany	17060.0	906441.0	1567.0
394	religion	22152	Wesel, Germany	17060.0	907085.0	1567.0
395	religion	22152	Wesel, Germany	17060.0		1565.0
396	seasons and annual events	34730	Antwerp, Belgium	10226.0	925694.0	1701.0
397	seasons and annual events	34730	Antwerp, Belgium	10226.0		1684.0
398	None	118292	Leiden, The Netherlands	21563.0		1720.0
399	None	12085	Antwerp, Belgium	25113.0	912035.0	1614.0
400	None	12085	Antwerp, Belgium	25113.0	928118.0	1609.0
401	None	12085	Antwerp, Belgium	25113.0		1617.0
402	religion	22146	Wesel, Germany	39432.0	906435.0	1567.0
403	religion	22146	Wesel, Germany	39432.0	907079.0	1567.0
404	religion	22146	Wesel, Germany	39432.0		1565.0
405	None	184911	None	29834.0		1664.0
406	None	118286	Leiden, The Netherlands	20482.0		1720.0
407	politics and history	10692	Amsterdam, The Netherlands	14680.0		1591.0
408	seasons and annual events	20751	Antwerp, Belgium	40092.0	912551.0	1655.0
409	seasons and annual events	20751	Antwerp, Belgium	40092.0	915304.0	1728.0
410	seasons and annual events	20751	Antwerp, Belgium	40092.0		1664.0
411	None	163634	None	24355.0		1700.0
412	religion	26446	Haarlem, The Netherlands	2818.0		1599.0
413	narratives	36655	Antwerp, Belgium	10731.0		1631.0
414	religion	21329	None	13257.0	901652.0	1592.0
415	religion	21329	None	13257.0	914920.0	1632.0
416	religion	21329	None	13257.0		1591.0
417	None	163152	Amsterdam, The Netherlands	51012.0	918119.0	1717.0
418	None	163152	Amsterdam, The Netherlands	51012.0		1659.0
419	cycle of life	20037	Amsterdam, The Netherlands	50787.0	928220.0	1654.0
420	cycle of life	20037	Amsterdam, The Netherlands	50787.0		1655.0
421	religion	8820	Utrecht, The Netherlands	44882.0	930022.0	1647.0
422	religion	8820	Utrecht, The Netherlands	44882.0		1625.0
423	love and sex	119826	Amsterdam, The Netherlands	28667.0		1721.0
424	religion	14392	Antwerp, Belgium	41260.0	924816.0	1679.0
425	religion	14392	Antwerp, Belgium	41260.0	929889.0	1646.0
426	religion	14392	Antwerp, Belgium	41260.0		1638.0
427	seasons and annual events	34042	Antwerp, Belgium	37447.0		1654.0
428	None	192815	Steenwijk, The Netherlands	70698.0		1718.0
