	category	id	location	incnormid	herdrukid	year
6777	religion	9085	Utrecht, The Netherlands	19122.0	911343.0	1743.0
6778	religion	9085	Utrecht, The Netherlands	19122.0	923721.0	1695.0
6779	religion	9085	Utrecht, The Netherlands	19122.0	924206.0	1727.0
6780	religion	9085	Utrecht, The Netherlands	19122.0	929563.0	1679.0
6781	religion	9085	Utrecht, The Netherlands	19122.0		1676.0
6782	religion	20554	Enkhuizen, The Netherlands	8340.0	912190.0	1700.0
6783	religion	20554	Enkhuizen, The Netherlands	8340.0	921716.0	1655.0
6784	religion	20554	Enkhuizen, The Netherlands	8340.0		1649.0
6785	religion	11951	Amsterdam, The Netherlands	7850.0	922398.0	1649.0
6786	religion	11951	Amsterdam, The Netherlands	7850.0		1648.0
6787	religion	21892	Antwerp, Belgium	28473.0		1580.0
6788	None	11789	None	38584.0		1648.0
6789	religion	114861	Antwerp, Belgium	55468.0		1645.0
6790	None	163341	Amsterdam, The Netherlands	51851.0	918168.0	1717.0
6791	None	163341	Amsterdam, The Netherlands	51851.0		1659.0
6792	love and sex	2878	Leiden, The Netherlands	33198.0		1590.0
6793	religion	13836	Haarlem, The Netherlands	23162.0		1646.0
6794	emotions	22433	Wesel, Germany	39445.0	906608.0	1567.0
6795	emotions	22433	Wesel, Germany	39445.0	907015.0	1567.0
6796	emotions	22433	Wesel, Germany	39445.0		1565.0
6797	love and sex	34251	Brussels, Belgium	33350.0	915761.0	1688.0
6798	love and sex	34251	Brussels, Belgium	33350.0	915802.0	1654.0
6799	love and sex	34251	Brussels, Belgium	33350.0		1650.0
6800	formal genres	14181	Leiden, The Netherlands	33241.0		1599.0
6801	formal genres	34537	Antwerp, Belgium	51756.0	915416.0	1722.0
6802	formal genres	34537	Antwerp, Belgium	51756.0		1720.0
6803	religion	9093	Utrecht, The Netherlands	18046.0	911486.0	1681.0
6804	religion	9093	Utrecht, The Netherlands	18046.0	911487.0	1743.0
6805	religion	9093	Utrecht, The Netherlands	18046.0	923729.0	1695.0
6806	religion	9093	Utrecht, The Netherlands	18046.0	924214.0	1727.0
6807	religion	9093	Utrecht, The Netherlands	18046.0	929571.0	1679.0
6808	religion	9093	Utrecht, The Netherlands	18046.0		1676.0
6809	narratives	118095	Amsterdam, The Netherlands	23706.0		1731.0
6810	religion	114877	Antwerp, Belgium	15784.0		1645.0
6811	None	164348	Hoorn, The Netherlands	56425.0		1663.0
6812	religion	20542	Enkhuizen, The Netherlands	25240.0	912116.0	1700.0
6813	religion	20542	Enkhuizen, The Netherlands	25240.0	921704.0	1655.0
6814	religion	20542	Enkhuizen, The Netherlands	25240.0		1649.0
6815	religion	11947	Amsterdam, The Netherlands	56706.0	922394.0	1649.0
6816	religion	11947	Amsterdam, The Netherlands	56706.0		1648.0
6817	None	152836	Amsterdam, The Netherlands	43734.0	924057.0	1702.0
6818	None	152836	Amsterdam, The Netherlands	43734.0		1673.0
6819	religion	11953	Amsterdam, The Netherlands	2196.0	922400.0	1649.0
6820	religion	11953	Amsterdam, The Netherlands	2196.0		1648.0
6821	love and sex	34523	Amsterdam, The Netherlands	10960.0		1659.0
6822	religion	9087	Utrecht, The Netherlands	1848.0	910849.0	1743.0
6823	religion	9087	Utrecht, The Netherlands	1848.0	923633.0	1681.0
6824	religion	9087	Utrecht, The Netherlands	1848.0	923723.0	1695.0
6825	religion	9087	Utrecht, The Netherlands	1848.0	924208.0	1727.0
6826	religion	9087	Utrecht, The Netherlands	1848.0	929565.0	1679.0
6827	religion	9087	Utrecht, The Netherlands	1848.0		1676.0
6828	None	159963	None	32775.0		1700.0
6829	love and sex	12282	Dordrecht, The Netherlands	21576.0		1639.0
6830	narratives	13822	Haarlem, The Netherlands	32539.0		1646.0
6831	religion	22427	Wesel, Germany	43787.0	906569.0	1567.0
6832	religion	22427	Wesel, Germany	43787.0	906969.0	1567.0
6833	religion	22427	Wesel, Germany	43787.0		1565.0
6834	religion	9939	Haarlem, The Netherlands	6979.0	905746.0	1598.0
6835	religion	9939	Haarlem, The Netherlands	6979.0	905747.0	1598.0
6836	religion	9939	Haarlem, The Netherlands	6979.0	910577.0	1601.0
6837	religion	9939	Haarlem, The Netherlands	6979.0		1595.0
6838	religion	62003	None	23263.0		1701.0
6839	seasons and annual events	24056	Antwerp, Belgium	20651.0		1678.0
6840	formal genres	34245	Brussels, Belgium	54711.0	915755.0	1688.0
6841	formal genres	34245	Brussels, Belgium	54711.0	915817.0	1654.0
6842	formal genres	34245	Brussels, Belgium	54711.0		1650.0
6843	love and sex	116912	Amsterdam, The Netherlands	32579.0		1717.0
6844	emotions	14195	Leiden, The Netherlands	48048.0		1599.0
6845	religion	26899	London, England	18641.0	921152.0	1561.0
6846	religion	26899	London, England	18641.0		1561.0
6847	religion	30023	Middelburg, The Netherlands	49851.0		1591.0
6848	religion	26641	Haarlem, The Netherlands	5451.0		1599.0
6849	None	1395	Amsterdam, The Netherlands	19722.0		1613.0
6850	love and sex	99	Amsterdam, The Netherlands	6231.0		1589.0
6851	occasions	20218	Amsterdam, The Netherlands	19314.0		1647.0
6852	cycle of life	27577	Leiden, The Netherlands	7203.0		1600.0
6853	love and sex	3582	Amsterdam, The Netherlands	22925.0		1613.0
6854	formal genres	19499	Amsterdam, The Netherlands	13.0		1677.0
6855	groups	2844	Leiden, The Netherlands	55637.0		1590.0
6856	cycle of life	21106	Zaandam, The Netherlands	52067.0	914416.0	1668.0
6857	cycle of life	21106	Zaandam, The Netherlands	52067.0		1649.0
6858	love and sex	27211	Dordrecht, The Netherlands	54258.0		1598.0
6859	love and sex	37002	Brussels, Belgium	44201.0	915665.0	1684.0
6860	love and sex	37002	Brussels, Belgium	44201.0		1677.0
6861	None	182197	Amsterdam, The Netherlands	13532.0	917571.0	1746.0
6862	None	182197	Amsterdam, The Netherlands	13532.0		1737.0
6863	love and sex	167	Amsterdam, The Netherlands	36894.0		1589.0
6864	religion	22369	Wesel, Germany	36600.0	906522.0	1567.0
6865	religion	22369	Wesel, Germany	36600.0	907166.0	1567.0
6866	religion	22369	Wesel, Germany	36600.0		1565.0
6867	None	185820	Leuven, Belgium	27651.0		1605.0
6868	None	182183	Amsterdam, The Netherlands	65003.0	917558.0	1746.0
6869	None	182183	Amsterdam, The Netherlands	65003.0		1737.0
6870	seasons and annual events	130731	Amsterdam, The Netherlands	40513.0	912273.0	1750.0
6871	seasons and annual events	130731	Amsterdam, The Netherlands	40513.0	920194.0	1745.0
6872	seasons and annual events	130731	Amsterdam, The Netherlands	40513.0	927033.0	1712.0
6873	seasons and annual events	130731	Amsterdam, The Netherlands	40513.0		1711.0
6874	love and sex	173	Amsterdam, The Netherlands	35803.0		1589.0
6875	None	185834	Leuven, Belgium	39159.0		1605.0
6876	None	191841	Leeuwarden, The Netherlands	69905.0		1650.0
6877	religion	115599	Alkmaar, The Netherlands	16379.0	920276.0	1692.0
6878	religion	115599	Alkmaar, The Netherlands	16379.0		1681.0
6879	love and sex	27205	Dordrecht, The Netherlands	19238.0		1598.0
6880	amusement	37016	Brussels, Belgium	58780.0	915679.0	1684.0
6881	amusement	37016	Brussels, Belgium	58780.0		1677.0
6882	None	162711	Antwerp, Belgium	29062.0		1623.0
6883	cycle of life	2688	Amsterdam, The Netherlands	54326.0		1645.0
6884	cycle of life	21112	Zaandam, The Netherlands	22503.0	912238.0	1668.0
6885	cycle of life	21112	Zaandam, The Netherlands	22503.0		1649.0
6886	narratives	2850	Leiden, The Netherlands	47386.0		1590.0
6887	religion	9905	Haarlem, The Netherlands	20361.0	905682.0	1598.0
6888	religion	9905	Haarlem, The Netherlands	20361.0	905683.0	1598.0
6889	religion	9905	Haarlem, The Netherlands	20361.0		1595.0
6890	None	100194	Dordrecht, The Netherlands	39099.0		1746.0
6891	religion	33516	None	40007.0		1614.0
6892	None	1381	Amsterdam, The Netherlands	16026.0		1613.0
6893	seasons and annual events	166211	Leiden, The Netherlands	50636.0		1620.0
6894	religion	176002	Deventer, The Netherlands	63394.0		1640.0
6895	None	185161	De Rijp, The Netherlands	18944.0	918870.0	1657.0
6896	None	185161	De Rijp, The Netherlands	18944.0		1631.0
6897	seasons and annual events	118730	Amsterdam, The Netherlands	40448.0		1687.0
6898	seasons and annual events	66	Amsterdam, The Netherlands	49801.0		1643.0
6899	religion	9736	Haarlem, The Netherlands	26110.0	913823.0	1640.0
6900	religion	9736	Haarlem, The Netherlands	26110.0		1627.0
6901	religion	14142	Leiden, The Netherlands	5309.0		1599.0
6902	seasons and annual events	23936	Antwerp, Belgium	38734.0		1678.0
6903	cycle of life	4212	Amsterdam, The Netherlands	7352.0		1649.0
6904	love and sex	10324	Amsterdam, The Netherlands	48946.0		1645.0
6905	emotions	2105	Brussels, Belgium	38629.0	910540.0	1681.0
6906	emotions	2105	Brussels, Belgium	38629.0	916820.0	1680.0
6907	emotions	2105	Brussels, Belgium	38629.0	925637.0	1686.0
6908	emotions	2105	Brussels, Belgium	38629.0		1674.0
6909	religion	21847	Antwerp, Belgium	30668.0		1580.0
6910	None	191672	Antwerp, Belgium	9174.0		1722.0
6911	religion	20581	Antwerp, Belgium	42209.0		1628.0
6912	religion	11984	Amsterdam, The Netherlands	51835.0	922428.0	1649.0
6913	religion	11984	Amsterdam, The Netherlands	51835.0		1648.0
6914	religion	19300	Antwerp, Belgium	26784.0	900066.0	1566.0
6915	religion	19300	Antwerp, Belgium	26784.0	900578.0	1556.0
6916	religion	19300	Antwerp, Belgium	26784.0	901968.0	1559.0
6917	religion	19300	Antwerp, Belgium	26784.0	902467.0	1569.0
6918	religion	19300	Antwerp, Belgium	26784.0	902907.0	1577.0
6919	religion	19300	Antwerp, Belgium	26784.0	903693.0	1579.0
6920	religion	19300	Antwerp, Belgium	26784.0	903694.0	1580.0
6921	religion	19300	Antwerp, Belgium	26784.0	903695.0	1589.0
6922	religion	19300	Antwerp, Belgium	26784.0	903696.0	1591.0
6923	religion	19300	Antwerp, Belgium	26784.0	903697.0	1593.0
6924	religion	19300	Antwerp, Belgium	26784.0	903698.0	1599.0
6925	religion	19300	Antwerp, Belgium	26784.0	905136.0	1582.0
6926	religion	19300	Antwerp, Belgium	26784.0	906663.0	1579.0
6927	religion	19300	Antwerp, Belgium	26784.0	907293.0	1582.0
6928	religion	19300	Antwerp, Belgium	26784.0	907777.0	1596.0
6929	religion	19300	Antwerp, Belgium	26784.0	908098.0	1600.0
6930	religion	19300	Antwerp, Belgium	26784.0	909390.0	1577.0
6931	religion	19300	Antwerp, Belgium	26784.0		1552.0
6932	love and sex	4574	Amsterdam, The Netherlands	6129.0		1667.0
6933	love and sex	162922	Amsterdam, The Netherlands	50651.0		1713.0
6934	None	187010	Gouda, The Netherlands	67436.0		1708.0
6935	None	119348	Utrecht, The Netherlands	52767.0	921111.0	1725.0
6936	None	119348	Utrecht, The Netherlands	52767.0		1709.0
6937	children	111714	Amsterdam, The Netherlands	41993.0		1748.0
6938	seasons and annual events	22396	Wesel, Germany	10975.0	906544.0	1567.0
6939	seasons and annual events	22396	Wesel, Germany	10975.0	906944.0	1567.0
6940	seasons and annual events	22396	Wesel, Germany	10975.0		1565.0
6941	None	182168	Amsterdam, The Netherlands	17971.0	917546.0	1746.0
6942	None	182168	Amsterdam, The Netherlands	17971.0		1737.0
6943	religion	9050	Utrecht, The Netherlands	1563.0	911654.0	1681.0
6944	religion	9050	Utrecht, The Netherlands	1563.0	923681.0	1695.0
6945	religion	9050	Utrecht, The Netherlands	1563.0	924166.0	1727.0
6946	religion	9050	Utrecht, The Netherlands	1563.0	929523.0	1679.0
6947	religion	9050	Utrecht, The Netherlands	1563.0		1676.0
6948	religion	14624	Antwerp, Belgium	4529.0	911241.0	1648.0
6949	religion	14624	Antwerp, Belgium	4529.0	915296.0	1646.0
6950	religion	14624	Antwerp, Belgium	4529.0	925049.0	1679.0
6951	religion	14624	Antwerp, Belgium	4529.0		1638.0
6952	None	117365	Delft, The Netherlands	755.0		1720.0
6953	religion	35832	Antwerp, Belgium	80004.0		1659.0
6954	None	118056	Leiden, The Netherlands	22070.0		1720.0
6955	religion	22382	Wesel, Germany	29161.0	906535.0	1567.0
6956	religion	22382	Wesel, Germany	29161.0	906933.0	1567.0
6957	religion	22382	Wesel, Germany	29161.0		1565.0
6958	love and sex	111700	Dordrecht, The Netherlands	26959.0		1750.0
6959	religion	9044	Utrecht, The Netherlands	43323.0	913272.0	1681.0
6960	religion	9044	Utrecht, The Netherlands	43323.0	923675.0	1695.0
6961	religion	9044	Utrecht, The Netherlands	43323.0	924160.0	1727.0
6962	religion	9044	Utrecht, The Netherlands	43323.0	929517.0	1679.0
6963	religion	9044	Utrecht, The Netherlands	43323.0		1676.0
6964	religion	35826	Antwerp, Belgium	59262.0		1659.0
6965	religion	117371	Delft, The Netherlands	56159.0		1720.0
6966	None	118042	Leiden, The Netherlands	57841.0		1720.0
6967	None	189029	Enkhuizen, The Netherlands	50006.0		1609.0
6968	None	191666	Amsterdam, The Netherlands	18012.0		1746.0
6969	emotions	2111	Brussels, Belgium	24249.0	911360.0	1681.0
6970	emotions	2111	Brussels, Belgium	24249.0	916826.0	1680.0
6971	emotions	2111	Brussels, Belgium	24249.0	925643.0	1686.0
6972	emotions	2111	Brussels, Belgium	24249.0		1674.0
6973	religion	114678	Antwerp, Belgium	22210.0		1645.0
6974	love and sex	20595	Antwerp, Belgium	16686.0		1628.0
6975	religion	11990	Amsterdam, The Netherlands	23746.0	922434.0	1649.0
6976	religion	11990	Amsterdam, The Netherlands	23746.0		1648.0
6977	love and sex	4560	Amsterdam, The Netherlands	20593.0	912280.0	1703.0
6978	love and sex	4560	Amsterdam, The Netherlands	20593.0		1667.0
6979	religion	19314	Antwerp, Belgium	32327.0	900592.0	1556.0
6980	religion	19314	Antwerp, Belgium	32327.0		1552.0
6981	None	187004	Gouda, The Netherlands	67431.0		1708.0
6982	love and sex	115566	None	32794.0	920829.0	1708.0
6983	love and sex	115566	None	32794.0		1694.0
6984	love and sex	3569	Amsterdam, The Netherlands	354.0		1613.0
6985	None	163396	Haarlem, The Netherlands	6608.0		1614.0
6986	None	4206	Amsterdam, The Netherlands	46642.0		1649.0
6987	cycle of life	19472	Amsterdam, The Netherlands	18952.0		1642.0
6988	religion	10330	Amsterdam, The Netherlands	15770.0		1645.0
6989	love and sex	118724	Amsterdam, The Netherlands	52488.0	914560.0	1708.0
6990	love and sex	118724	Amsterdam, The Netherlands	52488.0		1730.0
6991	love and sex	72	Amsterdam, The Netherlands	2465.0		1643.0
6992	religion	14156	Leiden, The Netherlands	13217.0		1599.0
6993	religion	9722	Haarlem, The Netherlands	23625.0	912568.0	1640.0
6994	religion	9722	Haarlem, The Netherlands	23625.0		1627.0
6995	None	158300	None	22350.0		1700.0
6996	love and sex	115228	Amsterdam, The Netherlands	23505.0		1679.0
6997	love and sex	3541	Amsterdam, The Netherlands	55443.0		1613.0
6998	narratives	2887	Leiden, The Netherlands	47397.0		1590.0
6999	None	104325	Delft, The Netherlands	56269.0		1656.0
7000	love and sex	26872	None	38200.0		1568.0
7001	love and sex	10318	Amsterdam, The Netherlands	7947.0		1645.0
7002	None	189767	Dordrecht, The Netherlands	45917.0		1750.0
7003	None	100143	Delft, The Netherlands	51659.0		1656.0
7004	religion	32807	Antwerp, Belgium	34575.0	916090.0	1671.0
7005	religion	32807	Antwerp, Belgium	34575.0		1645.0
7006	None	156305	Amsterdam, The Netherlands	15864.0	922088.0	1657.0
7007	None	156305	Amsterdam, The Netherlands	15864.0	922272.0	1636.0
7008	None	156305	Amsterdam, The Netherlands	15864.0		1624.0
7009	formal genres	111728	Dordrecht, The Netherlands	1190.0		1750.0
7010	None	182154	Amsterdam, The Netherlands	30806.0	917541.0	1746.0
7011	None	182154	Amsterdam, The Netherlands	30806.0		1737.0
7012	None	1430	Amsterdam, The Netherlands	42856.0		1613.0
7013	None	189001	Enkhuizen, The Netherlands	16610.0		1609.0
7014	love and sex	4548	Amsterdam, The Netherlands	44027.0	927964.0	1703.0
7015	love and sex	4548	Amsterdam, The Netherlands	44027.0		1667.0
7016	religion	114888	Antwerp, Belgium	38842.0		1645.0
7017	None	180743	Utrecht, The Netherlands	64889.0	925824.0	1720.0
7018	None	180743	Utrecht, The Netherlands	64889.0		1688.0
7019	None	11760	None	57523.0		1648.0
7020	love and sex	8	Amsterdam, The Netherlands	3750.0		1643.0
7021	religion	3227	Haarlem, The Netherlands	4421.0		1645.0
7022	None	103338	Delft, The Netherlands	14746.0		1656.0
7023	religion	19328	Antwerp, Belgium	36597.0	900083.0	1566.0
7024	religion	19328	Antwerp, Belgium	36597.0	900606.0	1556.0
7025	religion	19328	Antwerp, Belgium	36597.0	902521.0	1569.0
7026	religion	19328	Antwerp, Belgium	36597.0	902817.0	1577.0
7027	religion	19328	Antwerp, Belgium	36597.0	904277.0	1579.0
7028	religion	19328	Antwerp, Belgium	36597.0	904278.0	1580.0
7029	religion	19328	Antwerp, Belgium	36597.0	904279.0	1589.0
7030	religion	19328	Antwerp, Belgium	36597.0	904280.0	1591.0
7031	religion	19328	Antwerp, Belgium	36597.0	904281.0	1593.0
7032	religion	19328	Antwerp, Belgium	36597.0	904282.0	1599.0
7033	religion	19328	Antwerp, Belgium	36597.0	905190.0	1582.0
7034	religion	19328	Antwerp, Belgium	36597.0	906719.0	1579.0
7035	religion	19328	Antwerp, Belgium	36597.0	907354.0	1582.0
7036	religion	19328	Antwerp, Belgium	36597.0	907835.0	1596.0
7037	religion	19328	Antwerp, Belgium	36597.0	908157.0	1600.0
7038	religion	19328	Antwerp, Belgium	36597.0	909443.0	1577.0
7039	religion	19328	Antwerp, Belgium	36597.0		1552.0
7040	religion	11774	None	15906.0		1648.0
7041	religion	3233	Haarlem, The Netherlands	10633.0		1645.0
7042	religion	9078	Utrecht, The Netherlands	49946.0	914074.0	1681.0
7043	religion	9078	Utrecht, The Netherlands	49946.0	914075.0	1743.0
7044	religion	9078	Utrecht, The Netherlands	49946.0	923713.0	1695.0
7045	religion	9078	Utrecht, The Netherlands	49946.0	924198.0	1727.0
7046	religion	9078	Utrecht, The Netherlands	49946.0	929555.0	1679.0
7047	religion	9078	Utrecht, The Netherlands	49946.0		1676.0
7048	amusement	1424	Amsterdam, The Netherlands	34190.0		1613.0
7049	religion	13163	Antwerp, Belgium	40905.0		1663.0
7050	None	100157	Delft, The Netherlands	16868.0		1656.0
7051	None	185149	De Rijp, The Netherlands	12422.0	918866.0	1657.0
7052	None	185149	De Rijp, The Netherlands	12422.0		1631.0
7053	None	159022	Amsterdam, The Netherlands	5935.0		1633.0
7054	None	106526	Delft, The Netherlands	25047.0		1656.0
7055	love and sex	3555	Amsterdam, The Netherlands	46074.0		1613.0
7056	love and sex	2893	Leiden, The Netherlands	12551.0		1590.0
7057	None	189773	Amsterdam, The Netherlands	69269.0		1633.0
7058	religion	20740	Antwerp, Belgium	3317.0	928039.0	1655.0
7059	religion	20740	Antwerp, Belgium	3317.0	928326.0	1728.0
7060	religion	20740	Antwerp, Belgium	3317.0		1664.0
7061	None	165254	Hoorn, The Netherlands	9931.0		1661.0
7062	religion	26331	Middelburg, The Netherlands	35933.0		1591.0
7063	formal genres	20998	Amsterdam, The Netherlands	29367.0		1663.0
7064	None	157580	Enkhuizen, The Netherlands	12288.0	919163.0	1672.0
7065	None	157580	Enkhuizen, The Netherlands	12288.0		1666.0
7066	religion	22157	Wesel, Germany	8421.0	906446.0	1567.0
7067	religion	22157	Wesel, Germany	8421.0	907090.0	1567.0
7068	religion	22157	Wesel, Germany	8421.0		1565.0
7069	None	156846	Leuven, Belgium	18935.0		1628.0
7070	formal genres	25638	Haarlem, The Netherlands	15196.0		1598.0
7071	None	12094	Antwerp, Belgium	35094.0	912861.0	1614.0
7072	None	12094	Antwerp, Belgium	35094.0	928127.0	1609.0
7073	None	12094	Antwerp, Belgium	35094.0		1617.0
7074	None	118297	Leiden, The Netherlands	15592.0		1720.0
7075	None	184900	None	3008.0		1664.0
7076	religion	14383	Antwerp, Belgium	17518.0	911521.0	1646.0
7077	religion	14383	Antwerp, Belgium	17518.0	924807.0	1679.0
7078	religion	14383	Antwerp, Belgium	17518.0		1638.0
7079	religion	34053	Antwerp, Belgium	7969.0		1654.0
7080	religion	176228	Deventer, The Netherlands	63527.0		1640.0
7081	religion	8831	Utrecht, The Netherlands	7716.0	912115.0	1647.0
7082	religion	8831	Utrecht, The Netherlands	7716.0		1625.0
7083	religion	150589	Amsterdam, The Netherlands	21572.0	917310.0	1694.0
7084	religion	150589	Amsterdam, The Netherlands	21572.0		1630.0
7085	None	192804	Steenwijk, The Netherlands	64790.0		1718.0
7086	narratives	36644	Antwerp, Belgium	12195.0		1631.0
7087	religion	21338	None	15888.0	901661.0	1592.0
7088	religion	21338	None	15888.0	911008.0	1632.0
7089	religion	21338	None	15888.0		1591.0
7090	religion	26457	Haarlem, The Netherlands	30606.0		1599.0
7091	love and sex	20026	Amsterdam, The Netherlands	44300.0	928214.0	1654.0
7092	love and sex	20026	Amsterdam, The Netherlands	44300.0		1655.0
7093	narratives	36650	Antwerp, Belgium	16766.0		1631.0
7094	love and sex	20032	Amsterdam, The Netherlands	52245.0	928217.0	1654.0
7095	love and sex	20032	Amsterdam, The Netherlands	52245.0		1655.0
7096	None	162249	Amsterdam, The Netherlands	46766.0		1638.0
7097	religion	14397	Antwerp, Belgium	38525.0	913396.0	1646.0
7098	religion	14397	Antwerp, Belgium	38525.0	924823.0	1679.0
7099	religion	14397	Antwerp, Belgium	38525.0		1638.0
7100	love and sex	130269	Amsterdam, The Netherlands	53300.0	914693.0	1720.0
7101	love and sex	130269	Amsterdam, The Netherlands	53300.0	919957.0	1745.0
7102	love and sex	130269	Amsterdam, The Netherlands	53300.0	920052.0	1711.0
7103	love and sex	130269	Amsterdam, The Netherlands	53300.0		1710.0
7104	religion	34047	Antwerp, Belgium	12914.0		1654.0
7105	religion	8825	Utrecht, The Netherlands	17773.0	911763.0	1647.0
7106	religion	8825	Utrecht, The Netherlands	17773.0		1625.0
7107	religion	22143	Wesel, Germany	14124.0	906432.0	1567.0
7108	religion	22143	Wesel, Germany	14124.0	907076.0	1567.0
7109	religion	22143	Wesel, Germany	14124.0		1565.0
7110	None	12080	Antwerp, Belgium	4368.0	910634.0	1614.0
7111	None	12080	Antwerp, Belgium	4368.0	928114.0	1609.0
7112	None	12080	Antwerp, Belgium	4368.0		1617.0
7113	None	118283	Leiden, The Netherlands	39067.0		1720.0
7114	religion	20754	Antwerp, Belgium	40760.0	912917.0	1655.0
7115	religion	20754	Antwerp, Belgium	40760.0	928336.0	1728.0
7116	religion	20754	Antwerp, Belgium	40760.0		1664.0
7117	love and sex	10697	Amsterdam, The Netherlands	49119.0		1591.0
7118	formal genres	4979	Haarlem, The Netherlands	22218.0		1637.0
7119	religion	26325	Franeker	27386.0	904002.0	1593.0
7120	religion	26325	Franeker	27386.0	904045.0	1596.0
7121	religion	26325	Franeker	27386.0	904092.0	1599.0
7122	religion	26325	Franeker	27386.0	904136.0	1599.0
7123	religion	26325	Franeker	27386.0	904203.0	1599.0
7124	religion	26325	Franeker	27386.0	907586.0	1596.0
7125	religion	26325	Franeker	27386.0	907629.0	1600.0
7126	religion	26325	Franeker	27386.0		1591.0
7127	religion	11589	Amsterdam, The Netherlands	28210.0	912126.0	1630.0
7128	religion	11589	Amsterdam, The Netherlands	28210.0	915335.0	1648.0
7129	religion	11589	Amsterdam, The Netherlands	28210.0		1640.0
7130	emotions	7280	Haarlem, The Netherlands	55975.0		1630.0
7131	love and sex	1829	Amsterdam, The Netherlands	53400.0		1615.0
7132	formal genres	25604	Haarlem, The Netherlands	4991.0		1598.0
7133	amusement	116286	None	244.0		1678.0
7134	None	193298	Amsterdam, The Netherlands	57769.0		1700.0
7135	amusement	117198	Amsterdam, The Netherlands	54210.0		1717.0
7136	None	158857	Haarlem, The Netherlands	20541.0		1614.0
7137	None	192186	Amsterdam, The Netherlands	70179.0	929368.0	1696.0
7138	None	192186	Amsterdam, The Netherlands	70179.0		1686.0
7139	politics and history	23275	Amsterdam, The Netherlands	18814.0		1600.0
7140	religion	115957	Utrecht, The Netherlands	53129.0		1649.0
7141	love and sex	164176	Amsterdam, The Netherlands	55043.0		1713.0
7142	religion	21462	Emden, Germany	23227.0	900780.0	1563.0
7143	religion	21462	Emden, Germany	23227.0	901113.0	1580.0
7144	religion	21462	Emden, Germany	23227.0	901114.0	1595.0
7145	religion	21462	Emden, Germany	23227.0		1558.0
7146	love and sex	10867	Amsterdam, The Netherlands	11009.0		1605.0
7147	religion	21304	Emden, Germany	5290.0	900698.0	1563.0
7148	religion	21304	Emden, Germany	5290.0	900949.0	1580.0
7149	religion	21304	Emden, Germany	5290.0	900950.0	1595.0
7150	religion	21304	Emden, Germany	5290.0		1558.0
7151	narratives	36678	Antwerp, Belgium	27563.0		1631.0
7152	religion	3780	Rotterdam, The Netherlands	1865.0		1582.0
7153	politics and history	27775	Dordrecht, The Netherlands	23547.0	926365.0	1616.0
7154	politics and history	27775	Dordrecht, The Netherlands	23547.0		1578.0
7155	emotions	19843	Amsterdam, The Netherlands	52755.0		1645.0
7156	None	186695	Amsterdam, The Netherlands	67206.0		1674.0
7157	None	162261	Hoorn, The Netherlands	41499.0		1663.0
7158	love and sex	40936	Enkhuizen, The Netherlands	61965.0		1682.0
7159	politics and history	23513	Gent, Belgium	5455.0		1579.0
7160	religion	33700	Antwerp, Belgium	17110.0		1654.0
7161	emotions	6820	Emmerik, Germany	4631.0	922509.0	1722.0
7162	emotions	6820	Emmerik, Germany	4631.0		1637.0
7163	amusement	35371	Brugge, Belgium	80528.0		1710.0
7164	None	160476	None	36824.0		1700.0
7165	religion	8819	Utrecht, The Netherlands	15587.0	911257.0	1647.0
7166	religion	8819	Utrecht, The Netherlands	15587.0		1625.0
7167	None	184096	Amsterdam, The Netherlands	5179.0	924003.0	1736.0
7168	None	184096	Amsterdam, The Netherlands	5179.0		1714.0
7169	seasons and annual events	6834	Emmerik, Germany	19461.0	911508.0	1643.0
7170	seasons and annual events	6834	Emmerik, Germany	19461.0	922523.0	1722.0
7171	seasons and annual events	6834	Emmerik, Germany	19461.0		1637.0
7172	None	151867	Amsterdam, The Netherlands	39146.0		1682.0
7173	None	160462	Amsterdam, The Netherlands	8853.0		1669.0
7174	religion	21310	Emden, Germany	5652.0	900704.0	1563.0
7175	religion	21310	Emden, Germany	5652.0	900971.0	1580.0
7176	religion	21310	Emden, Germany	5652.0	900972.0	1595.0
7177	religion	21310	Emden, Germany	5652.0		1558.0
7178	religion	3794	Rotterdam, The Netherlands	48093.0		1582.0
7179	None	186681	Amsterdam, The Netherlands	67192.0		1674.0
7180	religion	19857	Amsterdam, The Netherlands	56824.0		1645.0
7181	love and sex	40922	Enkhuizen, The Netherlands	61951.0		1682.0
7182	None	162275	Amsterdam, The Netherlands	46001.0		1633.0
7183	emotions	38641	Antwerp, Belgium	25961.0		1663.0
7184	religion	20768	Antwerp, Belgium	46312.0	910457.0	1655.0
7185	religion	20768	Antwerp, Belgium	46312.0	928344.0	1728.0
7186	religion	20768	Antwerp, Belgium	46312.0		1664.0
7187	religion	115943	Alkmaar, The Netherlands	22833.0	920359.0	1692.0
7188	religion	115943	Alkmaar, The Netherlands	22833.0		1681.0
7189	religion	26319	Franeker	29182.0	903999.0	1593.0
7190	religion	26319	Franeker	29182.0	904042.0	1596.0
7191	religion	26319	Franeker	29182.0	904089.0	1599.0
7192	religion	26319	Franeker	29182.0	904133.0	1599.0
7193	religion	26319	Franeker	29182.0	904200.0	1599.0
7194	religion	26319	Franeker	29182.0	907583.0	1596.0
7195	religion	26319	Franeker	29182.0	907626.0	1600.0
7196	religion	26319	Franeker	29182.0		1591.0
7197	religion	21476	Emden, Germany	26784.0	900792.0	1563.0
