	incnormid	recordid	bronid	w_g	herdrukid	jaar_begin	dominant_topic	perc_contribution
0	4.0	118999	1001206	wereldlijk		1745.0	45	0.6360004907113191
1	7.0	111832	1001390	wereldlijk		1745.0	23	0.35660694233239193
2	7.0	136573	1001829	wereldlijk		1746.0	23	0.35660694233239193
3	13.0	19499	1000978	wereldlijk		1677.0	34	0.5385152112665793
4	53.0	20031	1001550	wereldlijk	928216.0	1654.0	43	0.964480111359834
5	53.0	20031	1001025	wereldlijk		1655.0	43	0.964480111359834
6	71.0	6245	1000738	wereldlijk		1659.0	43	0.9803276676077376
7	72.0	32562	1011033	wereldlijk		1667.0	29	0.2964428059767941
8	73.0	136601	1001829	wereldlijk		1746.0	29	0.3382551007265481
9	74.0	103064	1000696	wereldlijk		1656.0	29	0.4895756842102258
10	91.0	14847	1000113	geestelijk	906277.0	1566.0	6	0.3894576467393082
11	91.0	26828	1000109	geestelijk	906027.0	1561.0	6	0.3894576467393082
12	91.0	26828	1000111	geestelijk	906093.0	1561.0	6	0.3894576467393082
13	91.0	190196	1000112	geestelijk		1561.0	6	0.3894576467393082
14	91.0	14847	1000114	geestelijk		1566.0	6	0.3894576467393082
15	91.0	26828	1000446	geestelijk		1559.0	6	0.3894576467393082
16	109.0	116966	1001202	geestelijk		1709.0	36	0.19071122018974387
17	112.0	111775	1001390	wereldlijk		1745.0	38	0.3866614923695275
18	112.0	147330	1001829	wereldlijk		1746.0	38	0.3866614923695275
19	130.0	22279	1000137	geestelijk		1565.0	6	0.4864444811109827
20	130.0	22279	1000176	geestelijk	907157.0	1567.0	6	0.4864444811109827
21	130.0	22279	1000243	geestelijk	906513.0	1567.0	6	0.4864444811109827
22	138.0	6242	1000738	wereldlijk		1659.0	23	0.3283912278014353
23	138.0	186344	1001140	wereldlijk		1725.0	23	0.3283912278014353
24	141.0	116406	1001338	geestelijk	920504.0	1692.0	28	0.4247700721004958
25	141.0	118227	1001323	geestelijk		1732.0	28	0.4247700721004958
26	141.0	147332	1001304	geestelijk	910281.0	1736.0	28	0.4247700721004958
27	141.0	148207	1001307	geestelijk		1700.0	28	0.4247700721004958
28	141.0	116406	1016154	geestelijk		1681.0	28	0.4247700721004958
29	141.0	147332	1000977	geestelijk		1732.0	28	0.4247700721004958
30	142.0	150595	1010500	geestelijk		1630.0	33	0.5439236254772386
31	142.0	150595	1001282	geestelijk	917315.0	1694.0	33	0.5439236254772386
32	143.0	34059	1011050	geestelijk		1660.0	0	0.4063450626547837
33	144.0	4681	1000716	geestelijk		1631.0	22	0.7016045513092771
34	155.0	20104	1010003	wereldlijk	911101.0	1654.0	47	0.3979399702985257
35	155.0	20104	1001026	wereldlijk		1654.0	47	0.3979399702985257
36	162.0	6810	1016380	geestelijk	922497.0	1722.0	5	0.2767435858594177
37	162.0	6810	1000746	geestelijk		1637.0	5	0.2767435858594177
38	164.0	111878	1001159	wereldlijk		1710.0	30	0.4153155745650727
39	164.0	147333	1004274	wereldlijk		1700.0	30	0.4153155745650727
40	164.0	185903	1004274	wereldlijk		1700.0	30	0.4153155745650727
41	172.0	34038	1011046	geestelijk		1654.0	40	0.3858994467659455
42	174.0	20440	1002001	geestelijk	910477.0	1694.0	18	0.3932305000841163
43	174.0	20440	1001035	geestelijk	921636.0	1655.0	18	0.3932305000841163
44	174.0	20440	1010227	geestelijk	929506.0	1700.0	18	0.3932305000841163
45	174.0	20440	1016932	geestelijk		1649.0	18	0.3932305000841163
46	178.0	8040	1000773	geestelijk		1644.0	31	0.2926697912780524
47	183.0	5021	1000728	geestelijk		1637.0	19	0.3739135078989816
48	188.0	8922	1004295	geestelijk	911880.0	1647.0	6	0.3746758447109113
49	188.0	8922	1000812	geestelijk		1625.0	6	0.3746758447109113
50	192.0	3575	1000692	wereldlijk		1613.0	21	0.3151975910371452
51	194.0	5029	1000728	geestelijk		1637.0	40	0.310020020602846
52	201.0	115816	1016154	geestelijk		1681.0	28	0.4441297509304264
53	201.0	115816	1001338	geestelijk	920352.0	1692.0	28	0.4441297509304264
54	201.0	147338	1001676	geestelijk		1664.0	28	0.4441297509304264
55	206.0	22996	1000208	geestelijk	901517.0	1598.0	0	0.3872736892971584
56	206.0	147450	1001607	geestelijk		1625.0	0	0.3872736892971584
57	206.0	147452	1001827	geestelijk		1650.0	0	0.3872736892971584
58	206.0	147453	1001900	geestelijk		1679.0	0	0.3872736892971584
59	206.0	22996	1000207	geestelijk		1593.0	0	0.3872736892971584
60	213.0	147456	1001707	wereldlijk		1633.0	23	0.5403923647313921
61	215.0	130684	1016158	wereldlijk		1711.0	38	0.5744285994171984
62	215.0	189649	1016143	wereldlijk		1750.0	38	0.5744285994171984
63	215.0	130684	1001386	wereldlijk	926959.0	1745.0	38	0.5744285994171984
64	215.0	130684	1001443	wereldlijk	911132.0	1750.0	38	0.5744285994171984
65	218.0	8186	1000775	wereldlijk		1678.0	39	0.44045792301438813
66	220.0	102915	1000696	wereldlijk		1656.0	24	0.23389725180271784
67	222.0	32535	1011033	wereldlijk		1667.0	39	0.2907889138736328
68	223.0	147533	1001882			1641.0	21	0.4725878056972288
69	225.0	184881	1001544	geestelijk	918403.0	1657.0	18	0.3257868619870753
70	225.0	184881	1016946	geestelijk	918432.0	1642.0	18	0.3257868619870753
71	225.0	184881	1001676	geestelijk	918463.0	1664.0	18	0.3257868619870753
72	225.0	184881	1016155	geestelijk		1639.0	18	0.3257868619870753
73	229.0	147541	1017294	geestelijk		1636.0	31	0.3939667679024573
74	229.0	147542	1001900	geestelijk		1679.0	31	0.3939667679024573
75	229.0	147539	1001827	geestelijk		1650.0	31	0.3939667679024573
76	229.0	147541	1001890	geestelijk	922132.0	1657.0	31	0.3939667679024573
77	231.0	32841	1010998	geestelijk	916110.0	1671.0	1	0.2585054675392505
78	231.0	34739	1015344	geestelijk	925715.0	1701.0	1	0.2585054675392505
79	231.0	191536	1010250	geestelijk		1736.0	1	0.2585054675392505
80	231.0	32841	1001567	geestelijk		1645.0	1	0.2585054675392505
81	231.0	34739	1011324	geestelijk		1684.0	1	0.2585054675392505
82	238.0	33686	1011046	geestelijk		1654.0	40	0.5843536270393456
83	240.0	20385	1001034	wereldlijk		1647.0	10	0.4185631371452781
84	240.0	114044	1001171	wereldlijk		1649.0	10	0.4185631371452781
85	240.0	10364	1000837	wereldlijk		1645.0	10	0.4185631371452781
86	242.0	33531	1011034	geestelijk		1614.0	15	0.3242076100940974
87	243.0	147554	1001829	wereldlijk		1746.0	3	0.2963011621495408
88	244.0	115471	1001167	wereldlijk		1678.0	3	0.3402401050444872
89	244.0	115509	1001153	wereldlijk		1682.0	3	0.3402401050444872
90	244.0	116286	1001162	wereldlijk		1678.0	3	0.3402401050444872
91	244.0	147555	1001642	wereldlijk		1681.0	3	0.3402401050444872
92	245.0	147556	1001829	wereldlijk		1746.0	3	0.31853932553518083
93	249.0	192830	1001887	wereldlijk		1721.0	30	0.5111886996877245
94	249.0	147561	1001829	wereldlijk		1746.0	30	0.5111886996877245
95	253.0	185691	1016347	geestelijk		1655.0	31	0.5324989346635921
96	253.0	185691	1016205	geestelijk	928865.0	1664.0	31	0.5324989346635921
97	253.0	9352	1007775	geestelijk		1600.0	31	0.5324989346635921
98	255.0	147562	1001829	wereldlijk		1746.0	32	0.4937502575044362
99	255.0	175842	1015648	wereldlijk		1663.0	32	0.4937502575044362
100	257.0	24408	1000406	geestelijk		1590.0	9	0.5411387739310021
101	257.0	3941	1000185	geestelijk	900298.0	1576.0	9	0.5411387739310021
102	257.0	7152	1000178	geestelijk		1577.0	9	0.5411387739310021
103	257.0	197158	1001856	geestelijk		1617.0	9	0.5411387739310021
104	258.0	28610	1006719	geestelijk		1580.0	36	0.16989787194896994
105	259.0	165276	1010901	wereldlijk		1695.0	11	0.6681439518426848
106	259.0	147563	1016224	wereldlijk		1730.0	11	0.6681439518426848
107	259.0	122675	1016405	wereldlijk		1684.0	11	0.6681439518426848
108	259.0	192258	1017307	wereldlijk		1675.0	11	0.6681439518426848
109	259.0	165276	1001831	wereldlijk	916126.0	1703.0	11	0.6681439518426848
110	259.0	151174	1001829	wereldlijk		1746.0	11	0.6681439518426848
111	259.0	122675	1001862	wereldlijk	929281.0	1717.0	11	0.6681439518426848
112	259.0	115731	1001164	wereldlijk		1694.0	11	0.6681439518426848
113	259.0	167812	1001413	wereldlijk		1680.0	11	0.6681439518426848
114	261.0	115755	1001164	wereldlijk		1694.0	25	0.2810338744986717
115	261.0	147569	1001829	wereldlijk		1746.0	25	0.2810338744986717
116	261.0	166902	1004274	wereldlijk		1700.0	25	0.2810338744986717
117	261.0	147565	1016224	wereldlijk en geestelijk		1730.0	25	0.2810338744986717
118	262.0	19188	1001531	geestelijk	909270.0	1577.0	31	0.9518590563268836
119	262.0	21285	1000082	geestelijk	900679.0	1563.0	31	0.9518590563268836
120	262.0	21285	1000427	geestelijk	900905.0	1580.0	31	0.9518590563268836
121	262.0	28544	1006709	geestelijk		1585.0	31	0.9518590563268836
122	262.0	21285	1000131	geestelijk	900906.0	1595.0	31	0.9518590563268836
123	262.0	118228	1001323	geestelijk		1732.0	31	0.9518590563268836
124	262.0	19188	1000092	geestelijk	902942.0	1589.0	31	0.9518590563268836
125	262.0	176625	1016078	wereldlijk		1683.0	31	0.9518590563268836
126	262.0	188992	1016327	geestelijk		1609.0	31	0.9518590563268836
127	262.0	5095	1000371	geestelijk		1591.0	31	0.9518590563268836
128	262.0	19188	1000077	geestelijk		1552.0	31	0.9518590563268836
129	262.0	21285	1000079	geestelijk		1558.0	31	0.9518590563268836
130	262.0	19188	1000451	geestelijk	907968.0	1600.0	31	0.9518590563268836
131	262.0	148208	1001307	geestelijk		1700.0	31	0.9518590563268836
132	262.0	19188	1000094	geestelijk	907647.0	1596.0	31	0.9518590563268836
133	262.0	19188	1000090	geestelijk	902941.0	1580.0	31	0.9518590563268836
134	262.0	19188	1000089	geestelijk	906303.0	1579.0	31	0.9518590563268836
135	262.0	19188	1000091	geestelijk	905013.0	1582.0	31	0.9518590563268836
136	262.0	19188	1000096	geestelijk	902945.0	1599.0	31	0.9518590563268836
137	262.0	19188	1000093	geestelijk	902944.0	1593.0	31	0.9518590563268836
138	262.0	19188	1000557	geestelijk	902943.0	1591.0	31	0.9518590563268836
139	262.0	19188	1000344	geestelijk	907173.0	1582.0	31	0.9518590563268836
140	262.0	19188	1000088	geestelijk	902940.0	1579.0	31	0.9518590563268836
141	262.0	19188	1000087	geestelijk	902683.0	1577.0	31	0.9518590563268836
142	262.0	19188	1000084	geestelijk	902346.0	1569.0	31	0.9518590563268836
143	262.0	19188	1000083	geestelijk	900209.0	1566.0	31	0.9518590563268836
144	262.0	19188	1000078	geestelijk	900001.0	1556.0	31	0.9518590563268836
145	262.0	8037	1000773	geestelijk		1644.0	31	0.9518590563268836
146	262.0	5095	1001302	geestelijk	911864.0	1632.0	31	0.9518590563268836
147	262.0	5095	1000215	geestelijk	901637.0	1592.0	31	0.9518590563268836
148	263.0	23679	1000222	geestelijk		1597.0	31	0.6488872244522177
149	263.0	21611	1000128	geestelijk		1562.0	31	0.6488872244522177
150	263.0	8039	1000773	geestelijk		1644.0	31	0.6488872244522177
151	263.0	21611	1000129	geestelijk	901985.0	1583.0	31	0.6488872244522177
152	265.0	118230	1001323	geestelijk		1732.0	18	0.5555681210881296
153	265.0	147586	1001890	geestelijk	922074.0	1657.0	18	0.5555681210881296
154	265.0	147586	1017294	geestelijk	922258.0	1636.0	18	0.5555681210881296
155	265.0	148209	1001307	geestelijk		1700.0	18	0.5555681210881296
156	265.0	147586	1016189	geestelijk		1624.0	18	0.5555681210881296
157	266.0	185419	1001737	geestelijk	918951.0	1657.0	19	0.23744411257168704
158	266.0	185419	1016183	geestelijk		1631.0	19	0.23744411257168704
159	267.0	27766	1000558	wereldlijk		1578.0	32	0.4781609060112028
160	267.0	27766	1016877	wereldlijk	926603.0	1683.0	32	0.4781609060112028
161	267.0	27766	1017015	wereldlijk	926352.0	1616.0	32	0.4781609060112028
162	267.0	27766	1008570	wereldlijk	926446.0	1601.0	32	0.4781609060112028
163	269.0	147588	1004249			1663.0	24	0.2452576041106997
164	272.0	192958	1017318	wereldlijk		1744.0	30	0.4819276679777994
165	272.0	147590	1004274	wereldlijk		1700.0	30	0.4819276679777994
166	272.0	147593	1001829	wereldlijk		1746.0	30	0.4819276679777994
167	272.0	182174	1016294	wereldlijk	917550.0	1746.0	30	0.4819276679777994
168	272.0	182174	1016495	wereldlijk		1737.0	30	0.4819276679777994
169	277.0	22983	1000207	geestelijk		1593.0	13	0.2280134705323521
170	277.0	192762	1001607	geestelijk		1625.0	13	0.2280134705323521
171	277.0	147600	1010006	geestelijk		1604.0	13	0.2280134705323521
172	277.0	22983	1000208	geestelijk	901504.0	1598.0	13	0.2280134705323521
173	281.0	21591	1000197	geestelijk	908994.0	1596.0	9	0.4622121498321275
174	281.0	21591	1000196	geestelijk		1582.0	9	0.4622121498321275
175	284.0	33520	1011034	geestelijk		1614.0	15	0.3910224407097264
176	285.0	19200	1000078	geestelijk	900480.0	1556.0	9	0.7067472286703991
177	285.0	21295	1000082	geestelijk	900689.0	1563.0	9	0.7067472286703991
178	285.0	21295	1000427	geestelijk	900923.0	1580.0	9	0.7067472286703991
179	285.0	21295	1000131	geestelijk	900924.0	1595.0	9	0.7067472286703991
180	285.0	19200	1000077	geestelijk		1552.0	9	0.7067472286703991
181	285.0	21295	1000079	geestelijk		1558.0	9	0.7067472286703991
182	292.0	27830	1000020	wereldlijk en geestelijk		1581.0	9	0.8574840311544851
183	292.0	147606	1015944	wereldlijk		1568.0	9	0.8574840311544851
184	292.0	30304	1006734	wereldlijk		1564.0	9	0.8574840311544851
185	292.0	27830	1017713	wereldlijk en geestelijk	929098.0	1620.0	9	0.8574840311544851
186	292.0	27830	1015659	wereldlijk en geestelijk	929057.0	1614.0	9	0.8574840311544851
187	292.0	27830	1016976	wereldlijk en geestelijk	926852.0	1624.0	9	0.8574840311544851
188	292.0	27830	1017711	wereldlijk en geestelijk	928622.0	1610.0	9	0.8574840311544851
189	292.0	27830	1008570	wereldlijk en geestelijk	926458.0	1601.0	9	0.8574840311544851
190	292.0	27830	1017165	wereldlijk en geestelijk	926336.0	1603.0	9	0.8574840311544851
191	292.0	27830	1000461	wereldlijk en geestelijk	908728.0	1598.0	9	0.8574840311544851
192	292.0	27830	1000254	wereldlijk en geestelijk	908665.0	1592.0	9	0.8574840311544851
193	292.0	27830	1000021	wereldlijk en geestelijk	908616.0	1588.0	9	0.8574840311544851
194	292.0	27830	1017704	wereldlijk en geestelijk	926499.0	1616.0	9	0.8574840311544851
195	293.0	147625	1001829	wereldlijk		1746.0	11	0.5090601115081861
196	293.0	176335	1016024	wereldlijk		1719.0	11	0.5090601115081861
197	296.0	32846	1011034	geestelijk		1614.0	15	0.27148127822297635
198	298.0	12111	1001876	geestelijk	911873.0	1614.0	1	0.4448478385225396
199	298.0	12111	1004985	geestelijk	928142.0	1609.0	1	0.4448478385225396
200	298.0	22186	1001061	geestelijk		1605.0	1	0.4448478385225396
201	298.0	146785	1004631	geestelijk		1619.0	1	0.4448478385225396
202	298.0	151073	1001622	geestelijk		1628.0	1	0.4448478385225396
203	298.0	197287	1001856	geestelijk		1617.0	1	0.4448478385225396
204	298.0	12111	1000877	geestelijk		1617.0	1	0.4448478385225396
205	299.0	197034	1015663	wereldlijk		1725.0	32	0.3466751418081749
206	299.0	151076	1001801	wereldlijk		1675.0	32	0.3466751418081749
207	299.0	175851	1015648	wereldlijk		1663.0	32	0.3466751418081749
208	299.0	151077	1001829	wereldlijk en geestelijk		1746.0	32	0.3466751418081749
209	299.0	151076	1001825	wereldlijk	922605.0	1725.0	32	0.3466751418081749
210	299.0	151075	1004274	wereldlijk		1700.0	32	0.3466751418081749
211	299.0	23781	1015695	wereldlijk		1629.0	32	0.3466751418081749
212	301.0	151074	1004274	wereldlijk		1700.0	30	0.37142577809512906
213	302.0	3763	1000198	geestelijk		1582.0	31	0.5124088332694886
214	304.0	21286	1000079	geestelijk		1558.0	9	0.7594154672092003
215	304.0	19189	1000077	geestelijk		1552.0	9	0.7594154672092003
216	304.0	21286	1000131	geestelijk	900908.0	1595.0	9	0.7594154672092003
217	304.0	21286	1000427	geestelijk	900907.0	1580.0	9	0.7594154672092003
218	304.0	21286	1000082	geestelijk	900680.0	1563.0	9	0.7594154672092003
219	304.0	19189	1001531	geestelijk	909271.0	1577.0	9	0.7594154672092003
220	304.0	19189	1000451	geestelijk	907969.0	1600.0	9	0.7594154672092003
221	304.0	19189	1000094	geestelijk	907648.0	1596.0	9	0.7594154672092003
222	304.0	19189	1000089	geestelijk	906304.0	1579.0	9	0.7594154672092003
223	304.0	19189	1000091	geestelijk	905014.0	1582.0	9	0.7594154672092003
224	304.0	19189	1000344	geestelijk	907174.0	1582.0	9	0.7594154672092003
225	304.0	19189	1000093	geestelijk	902950.0	1593.0	9	0.7594154672092003
226	304.0	19189	1000096	geestelijk	902951.0	1599.0	9	0.7594154672092003
227	304.0	19189	1000083	geestelijk	900210.0	1566.0	9	0.7594154672092003
228	304.0	19189	1000084	geestelijk	902347.0	1569.0	9	0.7594154672092003
229	304.0	19189	1000087	geestelijk	902684.0	1577.0	9	0.7594154672092003
230	304.0	19189	1000078	geestelijk	900002.0	1556.0	9	0.7594154672092003
231	304.0	19189	1000090	geestelijk	902947.0	1580.0	9	0.7594154672092003
232	304.0	19189	1000092	geestelijk	902948.0	1589.0	9	0.7594154672092003
233	304.0	19189	1000557	geestelijk	902949.0	1591.0	9	0.7594154672092003
234	304.0	19189	1000088	geestelijk	902946.0	1579.0	9	0.7594154672092003
235	305.0	19196	1000089	geestelijk	906309.0	1579.0	9	0.5974167629589258
236	305.0	19196	1000077	geestelijk		1552.0	9	0.5974167629589258
237	305.0	21291	1000131	geestelijk	900918.0	1595.0	9	0.5974167629589258
238	305.0	21291	1000427	geestelijk	900917.0	1580.0	9	0.5974167629589258
239	305.0	21291	1000082	geestelijk	900685.0	1563.0	9	0.5974167629589258
240	305.0	19196	1001531	geestelijk	909276.0	1577.0	9	0.5974167629589258
241	305.0	19196	1000451	geestelijk	907974.0	1600.0	9	0.5974167629589258
242	305.0	19196	1000094	geestelijk	907653.0	1596.0	9	0.5974167629589258
243	305.0	19196	1000344	geestelijk	907179.0	1582.0	9	0.5974167629589258
244	305.0	19196	1000091	geestelijk	905019.0	1582.0	9	0.5974167629589258
245	305.0	21291	1000079	geestelijk		1558.0	9	0.5974167629589258
246	305.0	19196	1000093	geestelijk	902980.0	1593.0	9	0.5974167629589258
247	305.0	19196	1000557	geestelijk	902979.0	1591.0	9	0.5974167629589258
248	305.0	19196	1000092	geestelijk	902978.0	1589.0	9	0.5974167629589258
249	305.0	19196	1000090	geestelijk	902977.0	1580.0	9	0.5974167629589258
250	305.0	19196	1000088	geestelijk	902976.0	1579.0	9	0.5974167629589258
251	305.0	19196	1000087	geestelijk	902689.0	1577.0	9	0.5974167629589258
252	305.0	19196	1000084	geestelijk	902352.0	1569.0	9	0.5974167629589258
253	305.0	19196	1000095	geestelijk	901920.0	1559.0	9	0.5974167629589258
254	305.0	19196	1000078	geestelijk	900476.0	1556.0	9	0.5974167629589258
255	305.0	19196	1000083	geestelijk	900006.0	1566.0	9	0.5974167629589258
256	305.0	19196	1000096	geestelijk	902981.0	1599.0	9	0.5974167629589258
257	308.0	151168	1004274	wereldlijk		1700.0	30	0.4382443815070984
258	309.0	27048	1001514	wereldlijk		1576.0	9	0.3411527198498848
259	309.0	27048	1017713	wereldlijk	929086.0	1620.0	9	0.3411527198498848
260	309.0	27048	1016976	wereldlijk	926840.0	1624.0	9	0.3411527198498848
261	309.0	27048	1017704	wereldlijk	926487.0	1616.0	9	0.3411527198498848
262	309.0	27048	1008570	wereldlijk	926397.0	1601.0	9	0.3411527198498848
263	309.0	27048	1000558	wereldlijk	908348.0	1578.0	9	0.3411527198498848
264	309.0	27048	1016877	wereldlijk	926551.0	1683.0	9	0.3411527198498848
265	312.0	27106	1000558	wereldlijk	908393.0	1578.0	32	0.4522381090793528
266	312.0	27106	1017015	wereldlijk	926342.0	1616.0	32	0.4522381090793528
267	312.0	27106	1008570	wereldlijk	926440.0	1601.0	32	0.4522381090793528
268	312.0	27106	1001514	wereldlijk		1576.0	32	0.4522381090793528
269	316.0	11229	1008411	geestelijk	905846.0	1599.0	9	0.3461922091993067
270	316.0	11229	1000117	geestelijk		1563.0	9	0.3461922091993067
271	316.0	21999	1000128	geestelijk		1562.0	9	0.3461922091993067
272	316.0	21999	1000129	geestelijk	902303.0	1583.0	9	0.3461922091993067
273	316.0	11229	1000119	geestelijk	906916.0	1567.0	9	0.3461922091993067
274	316.0	11229	1008408	geestelijk	905845.0	1590.0	9	0.3461922091993067
275	316.0	11229	1000118	geestelijk	905452.0	1566.0	9	0.3461922091993067
276	316.0	11229	1008409	geestelijk	905456.0	1592.0	9	0.3461922091993067
277	316.0	11229	1008407	geestelijk	905455.0	1580.0	9	0.3461922091993067
278	316.0	11229	1001471	geestelijk	905454.0	1578.0	9	0.3461922091993067
279	316.0	11229	1008406	geestelijk	905453.0	1578.0	9	0.3461922091993067
280	316.0	11229	1008405	geestelijk	905348.0	1570.0	9	0.3461922091993067
281	316.0	11229	1008410	geestelijk	905457.0	1595.0	9	0.3461922091993067
282	318.0	32848	1011034	geestelijk		1614.0	9	0.3297326762559947
283	319.0	3762	1000198	geestelijk		1582.0	31	0.4726485641764207
284	320.0	19190	1000344	geestelijk	907175.0	1582.0	31	0.4701374331427224
285	320.0	19190	1000094	geestelijk	907649.0	1596.0	31	0.4701374331427224
286	320.0	19190	1000451	geestelijk	907970.0	1600.0	31	0.4701374331427224
287	320.0	19190	1001531	geestelijk	909272.0	1577.0	31	0.4701374331427224
288	320.0	19190	1000077	geestelijk		1552.0	31	0.4701374331427224
289	320.0	21263	1001302	geestelijk	911870.0	1632.0	31	0.4701374331427224
290	320.0	24073	1000131	geestelijk	900925.0	1595.0	31	0.4701374331427224
291	320.0	21263	1000371	geestelijk		1591.0	31	0.4701374331427224
292	320.0	24073	1000427	geestelijk		1580.0	31	0.4701374331427224
293	320.0	21263	1000215	geestelijk	901638.0	1592.0	31	0.4701374331427224
294	320.0	19190	1000089	geestelijk	906305.0	1579.0	31	0.4701374331427224
295	320.0	19190	1000093	geestelijk	902956.0	1593.0	31	0.4701374331427224
296	320.0	19190	1000096	geestelijk	902957.0	1599.0	31	0.4701374331427224
297	320.0	19190	1000557	geestelijk	902955.0	1591.0	31	0.4701374331427224
298	320.0	19190	1000092	geestelijk	902954.0	1589.0	31	0.4701374331427224
299	320.0	19190	1000090	geestelijk	902953.0	1580.0	31	0.4701374331427224
300	320.0	19190	1000088	geestelijk	902952.0	1579.0	31	0.4701374331427224
301	320.0	19190	1000087	geestelijk	902685.0	1577.0	31	0.4701374331427224
302	320.0	19190	1000084	geestelijk	902348.0	1569.0	31	0.4701374331427224
303	320.0	19190	1000095	geestelijk	901916.0	1559.0	31	0.4701374331427224
304	320.0	19190	1000083	geestelijk	900211.0	1566.0	31	0.4701374331427224
305	320.0	19190	1000078	geestelijk	900003.0	1556.0	31	0.4701374331427224
306	320.0	19190	1000091	geestelijk	905015.0	1582.0	31	0.4701374331427224
307	321.0	20505	1016932	geestelijk		1649.0	25	0.3120830502225081
308	321.0	20505	1001036	geestelijk	921611.0	1655.0	25	0.3120830502225081
309	322.0	6710	1000744	geestelijk		1620.0	49	0.17402110990272085
310	323.0	22149	1000243	geestelijk	906438.0	1567.0	6	0.6419713902263688
311	323.0	22149	1000176	geestelijk	907082.0	1567.0	6	0.6419713902263688
312	323.0	22149	1000137	geestelijk		1565.0	6	0.6419713902263688
313	324.0	114136	1001934	geestelijk		1608.0	21	0.4968107266914434
314	324.0	33715	1010972	geestelijk		1660.0	21	0.4968107266914434
315	324.0	29958	1006991	geestelijk		1576.0	21	0.4968107266914434
316	324.0	29778	1007047	geestelijk		1583.0	21	0.4968107266914434
317	324.0	27998	1007036	geestelijk		1592.0	21	0.4968107266914434
318	324.0	6135	1010177	geestelijk		1632.0	21	0.4968107266914434
319	324.0	27138	1006993	geestelijk		1580.0	21	0.4968107266914434
320	324.0	10916	1000853	geestelijk		1605.0	21	0.4968107266914434
321	324.0	10620	1000026	geestelijk		1591.0	21	0.4968107266914434
322	324.0	6135	1016865	geestelijk	925282.0	1683.0	21	0.4968107266914434
323	324.0	6135	1016756	geestelijk	924773.0	1722.0	21	0.4968107266914434
324	324.0	6135	1000733	geestelijk	918524.0	1634.0	21	0.4968107266914434
325	324.0	89	1000025	geestelijk		1589.0	21	0.4968107266914434
326	324.0	23946	1000200	geestelijk		1678.0	21	0.4968107266914434
327	339.0	21226	1010240		911875.0	1651.0	27	0.3079764727197548
328	339.0	21226	1001050			1646.0	27	0.3079764727197548
329	342.0	14538	1000957	geestelijk		1638.0	1	0.34198457401395554
330	342.0	197241	1001856	geestelijk		1617.0	1	0.34198457401395554
331	342.0	22164	1001061	geestelijk		1605.0	1	0.34198457401395554
332	342.0	14538	1001855	geestelijk	911876.0	1646.0	1	0.34198457401395554
333	342.0	14538	1016140	geestelijk	924966.0	1679.0	1	0.34198457401395554
334	343.0	8856	1004295	geestelijk	911877.0	1647.0	15	0.3766732881336192
335	343.0	8856	1000812	geestelijk		1625.0	15	0.3766732881336192
336	348.0	151177	1001829	wereldlijk		1746.0	30	0.4634807355183881
337	348.0	196180	1019501	wereldlijk		1750.0	30	0.4634807355183881
338	351.0	21592	1000197	geestelijk	908995.0	1596.0	9	0.40367067857699057
339	351.0	21592	1000196	geestelijk		1582.0	9	0.40367067857699057
340	354.0	3569	1000692	wereldlijk		1613.0	21	0.22065786631523734
341	355.0	183985	1000666	wereldlijk en geestelijk		1633.0	36	0.22829268896911664
342	355.0	3033	1000665	wereldlijk en geestelijk		1712.0	36	0.22829268896911664
343	356.0	19197	1000078	geestelijk	900477.0	1556.0	9	0.7811287363566107
344	356.0	21292	1000082	geestelijk	900686.0	1563.0	9	0.7811287363566107
345	356.0	21292	1000427	geestelijk	900919.0	1580.0	9	0.7811287363566107
346	356.0	21292	1000131	geestelijk	900920.0	1595.0	9	0.7811287363566107
347	356.0	21706	1000129	geestelijk	902141.0	1583.0	9	0.7811287363566107
348	356.0	19197	1000077	geestelijk		1552.0	9	0.7811287363566107
349	356.0	21292	1000079	geestelijk		1558.0	9	0.7811287363566107
350	356.0	21706	1000128	geestelijk		1562.0	9	0.7811287363566107
351	361.0	8859	1004295	geestelijk	911879.0	1647.0	6	0.4554765500410705
352	361.0	8859	1000812	geestelijk		1625.0	6	0.4554765500410705
353	362.0	19192	1000344	geestelijk	907176.0	1582.0	9	0.5086802242130067
354	362.0	19192	1000094	geestelijk	907650.0	1596.0	9	0.5086802242130067
355	362.0	19192	1000451	geestelijk	907971.0	1600.0	9	0.5086802242130067
356	362.0	19192	1001531	geestelijk	909273.0	1577.0	9	0.5086802242130067
357	362.0	21288	1000079	geestelijk		1558.0	9	0.5086802242130067
358	362.0	21288	1000427	geestelijk	900909.0	1580.0	9	0.5086802242130067
359	362.0	21288	1000131	geestelijk	900910.0	1595.0	9	0.5086802242130067
360	362.0	19192	1000077	geestelijk		1552.0	9	0.5086802242130067
361	362.0	19192	1000089	geestelijk	906306.0	1579.0	9	0.5086802242130067
362	362.0	21288	1000082	geestelijk	900682.0	1563.0	9	0.5086802242130067
363	362.0	19192	1000091	geestelijk	905016.0	1582.0	9	0.5086802242130067
364	362.0	19192	1000096	geestelijk	902963.0	1599.0	9	0.5086802242130067
365	362.0	19192	1000093	geestelijk	902962.0	1593.0	9	0.5086802242130067
366	362.0	19192	1000083	geestelijk	900213.0	1566.0	9	0.5086802242130067
