id	top1	top2	top3
22125	topic 6	topic 36	topic 9
1867	topic 14	topic 10	topic 24
156834	topic 25	topic 32	topic 7
21404	topic 9	topic 21	topic 13
112086	topic 28	topic 0	topic 19
36178	topic 4	topic 49	topic 8
115931	topic 47	topic 39	topic 48
27075	topic 32	topic 9	topic 18
176514	topic 14	topic 19	topic 1
147911	topic 14	topic 38	topic 12
160376	topic 7	topic 27	topic 19
25662	topic 0	topic 49	topic 13
184782	topic 19	topic 48	topic 4
6846	topic 1	topic 48	topic 0
116586	topic 28	topic 27	topic 38
32478	topic 4	topic 37	topic 19
34009	topic 2	topic 10	topic 48
130227	topic 47	topic 3	topic 30
12970	topic 24	topic 19	topic 26
117698	topic 42	topic 28	topic 36
38633	topic 4	topic 39	topic 46
21362	topic 31	topic 9	topic 46
40788	topic 45	topic 11	topic 33
164676	topic 30	topic 3	topic 29
20068	topic 17	topic 5	topic 18
38627	topic 14	topic 29	topic 37
104196	topic 47	topic 3	topic 36
21376	topic 31	topic 9	topic 10
164662	topic 37	topic 14	topic 47
6852	topic 0	topic 42	topic 1
35303	topic 5	topic 46	topic 42
176266	topic 14	topic 19	topic 27
12964	topic 34	topic 23	topic 28
23561	topic 0	topic 6	topic 5
147905	topic 14	topic 27	topic 21
22119	topic 6	topic 49	topic 37
3094	topic 11	topic 24	topic 34
164104	topic 30	topic 39	topic 38
21410	topic 9	topic 31	topic 5
115925	topic 47	topic 39	topic 24
186181	topic 32	topic 3	topic 19
27061	topic 32	topic 3	topic 9
10626	topic 2	topic 19	topic 3
2361	topic 9	topic 48	topic 19
191416	topic 49	topic 3	topic 7
187274	topic 49	topic 6	topic 17
11538	topic 18	topic 42	topic 27
36187	topic 4	topic 10	topic 15
4710	topic 22	topic 16	topic 15
157525	topic 34	topic 24	topic 11
12031	topic 1	topic 9	topic 13
9552	topic 37	topic 36	topic 48
8894	topic 49	topic 15	topic 3
13449	topic 0	topic 36	topic 37
32487	topic 21	topic 2	topic 10
12757	topic 18	topic 15	topic 7
33941	topic 40	topic 24	topic 3
183774	topic 40	topic 19	topic 10
15038	topic 7	topic 18	topic 24
19602	topic 38	topic 18	topic 7
164689	topic 32	topic 19	topic 28
3719	topic 8	topic 0	topic 18
40777	topic 45	topic 36	topic 19
188621	topic 11	topic 30	topic 19
191370	topic 7	topic 36	topic 33
20083	topic 47	topic 24	topic 39
19616	topic 24	topic 38	topic 34
21389	topic 31	topic 9	topic 42
180269	topic 20	topic 30	topic 10
38800	topic 42	topic 48	topic 21
40763	topic 45	topic 16	topic 19
2413	topic 19	topic 21	topic 2
191364	topic 49	topic 27	topic 37
20097	topic 23	topic 41	topic 48
156149	topic 29	topic 38	topic 19
9546	topic 37	topic 48	topic 19
8880	topic 6	topic 16	topic 36
117673	topic 30	topic 14	topic 34
32493	topic 2	topic 19	topic 39
12743	topic 24	topic 18	topic 46
183760	topic 40	topic 19	topic 25
33955	topic 40	topic 3	topic 7
158164	topic 0	topic 36	topic 46
119138	topic 28	topic 36	topic 42
12025	topic 1	topic 10	topic 9
118226	topic 10	topic 18	topic 36
117115	topic 30	topic 3	topic 32
6113	topic 22	topic 31	topic 9
10632	topic 29	topic 24	topic 21
191402	topic 49	topic 19	topic 36
2375	topic 9	topic 48	topic 46
4704	topic 22	topic 15	topic 7
36193	topic 8	topic 36	topic 4
7225	topic 15	topic 19	topic 10
8116	topic 31	topic 49	topic 13
184741	topic 11	topic 3	topic 30
151168	topic 30	topic 3	topic 19
20901	topic 44	topic 10	topic 4
11504	topic 47	topic 19	topic 39
112045	topic 28	topic 10	topic 16
180241	topic 11	topic 30	topic 3
3725	topic 8	topic 49	topic 48
175960	topic 49	topic 36	topic 5
159252	topic 29	topic 30	topic 27
156161	topic 23	topic 3	topic 30
183990	topic 27	topic 36	topic 19
118568	topic 49	topic 36	topic 0
15004	topic 18	topic 10	topic 32
192651	topic 24	topic 5	topic 22
183984	topic 7	topic 36	topic 24
6891	topic 36	topic 0	topic 6
158158	topic 42	topic 36	topic 18
15010	topic 7	topic 49	topic 24
33969	topic 40	topic 0	topic 18
180255	topic 34	topic 30	topic 11
3731	topic 8	topic 37	topic 48
175974	topic 36	topic 49	topic 19
191358	topic 29	topic 36	topic 47
29931	topic 27	topic 36	topic 28
2349	topic 9	topic 42	topic 2
20915	topic 44	topic 42	topic 19
11510	topic 14	topic 10	topic 24
154004	topic 18	topic 3	topic 0
112051	topic 28	topic 18	topic 38
4738	topic 22	topic 27	topic 18
7231	topic 3	topic 2	topic 47
8102	topic 18	topic 31	topic 24
1898	topic 39	topic 10	topic 14
116960	topic 29	topic 34	topic 3
34237	topic 39	topic 47	topic 24
9793	topic 13	topic 15	topic 36
13850	topic 32	topic 19	topic 0
22455	topic 9	topic 6	topic 7
12596	topic 18	topic 21	topic 7
113818	topic 14	topic 21	topic 47
26633	topic 13	topic 15	topic 31
20242	topic 2	topic 21	topic 24
102915	topic 24	topic 38	topic 23
162039	topic 17	topic 39	topic 47
30051	topic 6	topic 37	topic 19
30737	topic 2	topic 10	topic 36
11921	topic 27	topic 18	topic 7
152844	topic 28	topic 36	topic 7
178707	topic 35	topic 49	topic 0
34551	topic 24	topic 48	topic 3
14681	topic 10	topic 15	topic 7
35897	topic 5	topic 4	topic 31
111969	topic 47	topic 3	topic 10
178713	topic 35	topic 36	topic 7
34545	topic 46	topic 26	topic 16
35883	topic 4	topic 19	topic 27
129	topic 2	topic 9	topic 24
165024	topic 19	topic 18	topic 15
20530	topic 18	topic 27	topic 46
11935	topic 18	topic 16	topic 19
114805	topic 10	topic 36	topic 19
26627	topic 13	topic 9	topic 27
21148	topic 34	topic 12	topic 24
163333	topic 38	topic 19	topic 3
20256	topic 21	topic 14	topic 48
137762	topic 10	topic 39	topic 14
118781	topic 29	topic 11	topic 28
34223	topic 4	topic 10	topic 39
116974	topic 28	topic 42	topic 18
9787	topic 13	topic 16	topic 36
13844	topic 34	topic 24	topic 47
22441	topic 0	topic 9	topic 6
12582	topic 18	topic 15	topic 7
164474	topic 13	topic 12	topic 19
21160	topic 12	topic 47	topic 19
2822	topic 2	topic 21	topic 45
180080	topic 35	topic 42	topic 7
27511	topic 21	topic 31	topic 32
183589	topic 30	topic 25	topic 19
7782	topic 42	topic 18	topic 16
129574	topic 30	topic 10	topic 23
9977	topic 7	topic 46	topic 18
35673	topic 44	topic 37	topic 19
176716	topic 7	topic 24	topic 31
130743	topic 47	topic 30	topic 24
1495	topic 21	topic 2	topic 19
101	topic 2	topic 9	topic 16
20518	topic 18	topic 0	topic 7
19399	topic 9	topic 31	topic 21
164312	topic 19	topic 3	topic 22
2188	topic 38	topic 36	topic 24
11909	topic 18	topic 16	topic 27
174115	topic 16	topic 19	topic 18
14871	topic 23	topic 39	topic 24
184594	topic 48	topic 4	topic 49
111799	topic 34	topic 30	topic 47
185852	topic 0	topic 21	topic 42
35667	topic 44	topic 37	topic 46
130757	topic 38	topic 39	topic 18
34579	topic 24	topic 39	topic 48
176702	topic 0	topic 49	topic 37
115	topic 43	topic 2	topic 3
1481	topic 21	topic 19	topic 29
116948	topic 23	topic 38	topic 35
129560	topic 48	topic 19	topic 10
13878	topic 3	topic 11	topic 25
7796	topic 42	topic 18	topic 36
9963	topic 13	topic 5	topic 49
116790	topic 29	topic 11	topic 24
164460	topic 7	topic 42	topic 18
135149	topic 24	topic 29	topic 11
180094	topic 35	topic 15	topic 49
2836	topic 45	topic 2	topic 3
21174	topic 34	topic 39	topic 19
155656	topic 31	topic 18	topic 46
20281	topic 27	topic 19	topic 14
2605	topic 18	topic 16	topic 10
10342	topic 11	topic 29	topic 3
115272	topic 49	topic 0	topic 27
4274	topic 2	topic 39	topic 21
13893	topic 43	topic 19	topic 18
12555	topic 7	topic 18	topic 8
32685	topic 26	topic 29	topic 3
23950	topic 0	topic 1	topic 42
9988	topic 14	topic 38	topic 16
117465	topic 25	topic 29	topic 3
185107	topic 5	topic 48	topic 27
100119	topic 39	topic 47	topic 29
118756	topic 17	topic 10	topic 27
14124	topic 13	topic 46	topic 7
34592	topic 19	topic 29	topic 24
6305	topic 27	topic 39	topic 38
35854	topic 19	topic 16	topic 4
118030	topic 17	topic 36	topic 28
111772	topic 3	topic 30	topic 34
180719	topic 13	topic 15	topic 19
152887	topic 17	topic 5	topic 28
19366	topic 9	topic 48	topic 0
153541	topic 47	topic 11	topic 19
191614	topic 24	topic 34	topic 11
2163	topic 39	topic 38	topic 17
19372	topic 9	topic 31	topic 0
3269	topic 18	topic 19	topic 22
153555	topic 24	topic 29	topic 39
2177	topic 38	topic 39	topic 16
191600	topic 12	topic 20	topic 24
6311	topic 34	topic 30	topic 18
34586	topic 29	topic 25	topic 27
14656	topic 5	topic 10	topic 44
9022	topic 0	topic 6	topic 18
35840	topic 42	topic 7	topic 44
13139	topic 22	topic 49	topic 47
118024	topic 28	topic 24	topic 16
35698	topic 44	topic 46	topic 48
111766	topic 11	topic 14	topic 30
7769	topic 49	topic 0	topic 28
158366	topic 10	topic 4	topic 7
13887	topic 34	topic 24	topic 41
12541	topic 7	topic 18	topic 13
32691	topic 26	topic 39	topic 3
185113	topic 42	topic 49	topic 30
166288	topic 32	topic 29	topic 5
118742	topic 48	topic 18	topic 28
14	topic 38	topic 24	topic 14
14130	topic 12	topic 15	topic 13
9744	topic 13	topic 10	topic 3
32849	topic 9	topic 1	topic 15
155642	topic 29	topic 24	topic 49
20295	topic 21	topic 48	topic 2
113617	topic 14	topic 15	topic 21
30086	topic 6	topic 16	topic 7
2611	topic 27	topic 16	topic 0
10356	topic 47	topic 31	topic 3
114178	topic 47	topic 39	topic 10
115266	topic 36	topic 49	topic 3
11048	topic 16	topic 18	topic 31
4260	topic 2	topic 9	topic 16
19414	topic 7	topic 11	topic 24
12569	topic 49	topic 7	topic 19
7999	topic 8	topic 0	topic 36
156363	topic 30	topic 25	topic 11
32861	topic 40	topic 9	topic 0
14118	topic 21	topic 32	topic 9
114150	topic 47	topic 39	topic 19
189701	topic 18	topic 27	topic 35
11060	topic 18	topic 5	topic 19
3527	topic 21	topic 2	topic 39
4248	topic 2	topic 10	topic 46
165971	topic 21	topic 2	topic 19
180725	topic 13	topic 31	topic 48
3241	topic 28	topic 10	topic 27
186354	topic 14	topic 29	topic 11
191628	topic 38	topic 47	topic 30
189067	topic 31	topic 37	topic 9
6339	topic 48	topic 18	topic 1
13111	topic 24	topic 3	topic 40
35868	topic 48	topic 10	topic 4
116021	topic 28	topic 7	topic 36
106232	topic 12	topic 27	topic 37
156411	topic 21	topic 15	topic 17
167814	topic 22	topic 14	topic 3
192335	topic 28	topic 38	topic 17
118018	topic 28	topic 7	topic 49
1442	topic 2	topic 3	topic 5
13105	topic 1	topic 7	topic 22
116035	topic 28	topic 27	topic 0
180731	topic 13	topic 0	topic 2
3255	topic 27	topic 36	topic 28
186340	topic 30	topic 38	topic 27
3533	topic 21	topic 2	topic 14
19428	topic 7	topic 24	topic 16
100131	topic 38	topic 14	topic 47
9778	topic 13	topic 18	topic 19
156377	topic 32	topic 3	topic 49
28	topic 38	topic 30	topic 47
34343	topic 39	topic 4	topic 12
176138	topic 49	topic 36	topic 13
7812	topic 0	topic 18	topic 17
30125	topic 49	topic 6	topic 19
21028	topic 28	topic 33	topic 18
36554	topic 42	topic 3	topic 35
26747	topic 6	topic 36	topic 9
36232	topic 4	topic 1	topic 24
20450	topic 18	topic 10	topic 36
11855	topic 27	topic 18	topic 10
10593	topic 29	topic 24	topic 21
24636	topic 9	topic 6	topic 15
34425	topic 46	topic 4	topic 49
9181	topic 39	topic 2	topic 10
178673	topic 35	topic 36	topic 7
22247	topic 6	topic 15	topic 49
24622	topic 47	topic 2	topic 44
111809	topic 28	topic 49	topic 19
34431	topic 1	topic 46	topic 18
22253	topic 6	topic 49	topic 9
178667	topic 36	topic 35	topic 19
160028	topic 39	topic 47	topic 36
14939	topic 39	topic 21	topic 2
36226	topic 37	topic 13	topic 9
11841	topic 40	topic 18	topic 42
36540	topic 46	topic 10	topic 2
26753	topic 0	topic 9	topic 6
164528	topic 34	topic 24	topic 31
32726	topic 5	topic 10	topic 13
13930	topic 37	topic 13	topic 49
116800	topic 14	topic 28	topic 38
130179	topic 30	topic 34	topic 14
34357	topic 39	topic 4	topic 48
7806	topic 0	topic 3	topic 19
2956	topic 16	topic 33	topic 18
21014	topic 12	topic 38	topic 10
9803	topic 13	topic 15	topic 37
184392	topic 28	topic 27	topic 5
118805	topic 28	topic 48	topic 17
13918	topic 39	topic 2	topic 24
176104	topic 49	topic 15	topic 7
100092	topic 14	topic 24	topic 23
34419	topic 48	topic 5	topic 4
176662	topic 48	topic 18	topic 0
35707	topic 42	topic 19	topic 7
185932	topic 38	topic 23	topic 37
14911	topic 23	topic 47	topic 21
116196	topic 16	topic 28	topic 18
4499	topic 37	topic 13	topic 49
180692	topic 28	topic 36	topic 48
11869	topic 27	topic 46	topic 47
165178	topic 14	topic 21	topic 12
114781	topic 36	topic 31	topic 28
134451	topic 14	topic 39	topic 47
20478	topic 10	topic 48	topic 17
111835	topic 49	topic 28	topic 19
176676	topic 18	topic 46	topic 13
7184	topic 9	topic 43	topic 5
35713	topic 42	topic 44	topic 19
14905	topic 14	topic 31	topic 24
116182	topic 28	topic 19	topic 7
9817	topic 13	topic 7	topic 21
35075	topic 43	topic 19	topic 18
176110	topic 19	topic 36	topic 18
100086	topic 34	topic 38	topic 24
185098	topic 42	topic 48	topic 12
166303	topic 47	topic 39	topic 36
187857	topic 28	topic 48	topic 38
21000	topic 18	topic 10	topic 19
2942	topic 16	topic 33	topic 27
4300	topic 2	topic 48	topic 24
36597	topic 4	topic 18	topic 7
19574	topic 23	topic 38	topic 27
26784	topic 6	topic 8	topic 12
115306	topic 12	topic 23	topic 19
189649	topic 38	topic 39	topic 28
2771	topic 18	topic 7	topic 10
10236	topic 25	topic 3	topic 39
34380	topic 39	topic 4	topic 19
14050	topic 10	topic 7	topic 27
9624	topic 13	topic 46	topic 19
185073	topic 42	topic 31	topic 13
117511	topic 28	topic 16	topic 29
160941	topic 31	topic 46	topic 13
158206	topic 38	topic 24	topic 49
157135	topic 14	topic 38	topic 10
158560	topic 38	topic 7	topic 18
22284	topic 6	topic 36	topic 9
176845	topic 0	topic 48	topic 21
13059	topic 22	topic 40	topic 7
118144	topic 28	topic 19	topic 27
9142	topic 17	topic 24	topic 38
20493	topic 18	topic 10	topic 0
11896	topic 18	topic 7	topic 10
191760	topic 49	topic 0	topic 13
3309	topic 27	topic 6	topic 49
4466	topic 21	topic 9	topic 13
19212	topic 31	topic 9	topic 19
173929	topic 18	topic 19	topic 16
20487	topic 18	topic 46	topic 7
11882	topic 27	topic 49	topic 17
191774	topic 0	topic 19	topic 18
19206	topic 9	topic 15	topic 42
4472	topic 9	topic 16	topic 7
22290	topic 19	topic 9	topic 49
157647	topic 30	topic 32	topic 19
53469	topic 30	topic 29	topic 20
176851	topic 31	topic 13	topic 0
185701	topic 40	topic 13	topic 31
176689	topic 40	topic 17	topic 3
9156	topic 28	topic 17	topic 39
34394	topic 26	topic 19	topic 3
9630	topic 13	topic 46	topic 19
14044	topic 47	topic 10	topic 24
185067	topic 48	topic 13	topic 19
160955	topic 27	topic 17	topic 24
184379	topic 28	topic 19	topic 18
119528	topic 38	topic 23	topic 19
19560	topic 38	topic 11	topic 16
36583	topic 4	topic 1	topic 3
4314	topic 2	topic 19	topic 13
26790	topic 6	topic 19	topic 0
2765	topic 12	topic 10	topic 48
10222	topic 41	topic 34	topic 2
9618	topic 15	topic 13	topic 10
192533	topic 30	topic 11	topic 19
100051	topic 34	topic 24	topic 23
119500	topic 38	topic 39	topic 24
116633	topic 3	topic 25	topic 30
184351	topic 28	topic 48	topic 38
150666	topic 33	topic 49	topic 18
19548	topic 38	topic 16	topic 41
2995	topic 2	topic 9	topic 13
180137	topic 35	topic 16	topic 28
189675	topic 35	topic 28	topic 0
5022	topic 27	topic 18	topic 19
187880	topic 7	topic 15	topic 18
114742	topic 16	topic 0	topic 28
189113	topic 31	topic 1	topic 2
21969	topic 0	topic 6	topic 49
3335	topic 21	topic 18	topic 37
180651	topic 13	topic 10	topic 40
7153	topic 2	topic 9	topic 19
119266	topic 17	topic 28	topic 36
116155	topic 28	topic 36	topic 18
184437	topic 28	topic 36	topic 27
185729	topic 40	topic 19	topic 49
13065	topic 40	topic 24	topic 21
178698	topic 35	topic 36	topic 7
7147	topic 9	topic 31	topic 36
119272	topic 39	topic 30	topic 38
1536	topic 37	topic 49	topic 6
178840	topic 36	topic 28	topic 48
13071	topic 15	topic 40	topic 18
35908	topic 48	topic 10	topic 42
6259	topic 24	topic 39	topic 30
114756	topic 27	topic 16	topic 18
191748	topic 26	topic 19	topic 46
115448	topic 29	topic 24	topic 3
180645	topic 49	topic 13	topic 0
4328	topic 34	topic 23	topic 18
2981	topic 27	topic 18	topic 33
11100	topic 2	topic 21	topic 41
3447	topic 16	topic 3	topic 36
114030	topic 39	topic 24	topic 19
2759	topic 0	topic 42	topic 27
189661	topic 28	topic 39	topic 36
5036	topic 48	topic 18	topic 16
130186	topic 29	topic 30	topic 19
159130	topic 39	topic 48	topic 27
100045	topic 38	topic 36	topic 39
117539	topic 28	topic 16	topic 36
149323	topic 33	topic 16	topic 49
119514	topic 3	topic 29	topic 11
184345	topic 28	topic 36	topic 46
116627	topic 30	topic 39	topic 3
157492	topic 46	topic 21	topic 19
1907	topic 12	topic 18	topic 10
35539	topic 5	topic 13	topic 36
147859	topic 0	topic 42	topic 48
184812	topic 4	topic 42	topic 5
34627	topic 10	topic 19	topic 13
118385	topic 31	topic 46	topic 18
13298	topic 42	topic 47	topic 48
36030	topic 5	topic 3	topic 11
164058	topic 27	topic 46	topic 0
188796	topic 28	topic 36	topic 18
186963	topic 17	topic 38	topic 28
20134	topic 29	topic 34	topic 28
8923	topic 6	topic 0	topic 49
24352	topic 5	topic 9	topic 1
179009	topic 35	topic 49	topic 28
12838	topic 40	topic 3	topic 7
34141	topic 39	topic 4	topic 14
22723	topic 37	topic 13	topic 9
32530	topic 14	topic 19	topic 24
8937	topic 0	topic 31	topic 28
34155	topic 29	topic 7	topic 32
32524	topic 39	topic 14	topic 4
186977	topic 19	topic 38	topic 12
20120	topic 12	topic 29	topic 14
27129	topic 32	topic 26	topic 9
153838	topic 32	topic 30	topic 7
36024	topic 5	topic 42	topic 3
21558	topic 9	topic 21	topic 1
26237	topic 31	topic 9	topic 19
147695	topic 28	topic 38	topic 17
8089	topic 31	topic 46	topic 19
1913	topic 21	topic 39	topic 27
22051	topic 1	topic 9	topic 5
34633	topic 10	topic 14	topic 4
184806	topic 42	topic 4	topic 10
27101	topic 32	topic 19	topic 9
115845	topic 39	topic 14	topic 19
180490	topic 48	topic 1	topic 42
21570	topic 37	topic 9	topic 1
116394	topic 28	topic 37	topic 17
156968	topic 46	topic 27	topic 18
35505	topic 1	topic 48	topic 46
24408	topic 9	topic 42	topic 1
12804	topic 36	topic 18	topic 7
117934	topic 19	topic 11	topic 16
129602	topic 30	topic 11	topic 3
160564	topic 39	topic 38	topic 30
6932	topic 14	topic 24	topic 37
3692	topic 8	topic 49	topic 9
21216	topic 47	topic 10	topic 29
20108	topic 39	topic 10	topic 38
186787	topic 35	topic 19	topic 18
19951	topic 27	topic 11	topic 5
3686	topic 8	topic 15	topic 49
21202	topic 34	topic 24	topic 3
162367	topic 11	topic 34	topic 29
2598	topic 16	topic 27	topic 24
19945	topic 7	topic 27	topic 18
186793	topic 35	topic 49	topic 36
183833	topic 40	topic 44	topic 2
34169	topic 29	topic 21	topic 26
12810	topic 49	topic 18	topic 10
129616	topic 23	topic 47	topic 38
117920	topic 35	topic 24	topic 36
160570	topic 18	topic 48	topic 19
6926	topic 39	topic 38	topic 24
32518	topic 47	topic 37	topic 4
116380	topic 28	topic 12	topic 19
35511	topic 26	topic 3	topic 1
160216	topic 5	topic 18	topic 10
178459	topic 7	topic 25	topic 5
6098	topic 1	topic 0	topic 2
159497	topic 46	topic 31	topic 19
161108	topic 23	topic 39	topic 12
27115	topic 9	topic 24	topic 32
114597	topic 4	topic 49	topic 0
162401	topic 23	topic 14	topic 28
115851	topic 39	topic 38	topic 23
21564	topic 9	topic 15	topic 21
180484	topic 48	topic 17	topic 42
36018	topic 48	topic 19	topic 27
20849	topic 44	topic 1	topic 3
10752	topic 14	topic 24	topic 39
2215	topic 38	topic 23	topic 14
20691	topic 44	topic 18	topic 10
118346	topic 46	topic 18	topic 31
117075	topic 24	topic 10	topic 30
193375	topic 17	topic 18	topic 7
156997	topic 18	topic 10	topic 27
12145	topic 43	topic 42	topic 19
22086	topic 5	topic 9	topic 15
8738	topic 23	topic 42	topic 15
33835	topic 19	topic 1	topic 40
150458	topic 36	topic 33	topic 49
118420	topic 31	topic 18	topic 10
117713	topic 28	topic 19	topic 10
24391	topic 42	topic 9	topic 2
6715	topic 16	topic 49	topic 0
34182	topic 39	topic 4	topic 12
113575	topic 21	topic 14	topic 37
186778	topic 35	topic 36	topic 49
10034	topic 38	topic 10	topic 39
2573	topic 16	topic 24	topic 27
26586	topic 13	topic 15	topic 9
38960	topic 46	topic 27	topic 5
27840	topic 32	topic 21	topic 15
10020	topic 27	topic 36	topic 21
36959	topic 26	topic 7	topic 12
2567	topic 27	topic 19	topic 11
26592	topic 13	topic 46	topic 9
3679	topic 8	topic 49	topic 7
188741	topic 17	topic 18	topic 27
183614	topic 30	topic 39	topic 16
33821	topic 40	topic 46	topic 36
116419	topic 28	topic 18	topic 10
13529	topic 28	topic 18	topic 10
117707	topic 28	topic 42	topic 36
