	id	dominant_topic	perc_contribution
292	19213	24	0.6510486912273759
293	4467	24	0.35625243525768335
294	164298	48	0.5585467883120153
295	3308	26	0.2850795395623201
296	11897	22	0.5225948178155533
297	20492	21	0.2927359478259439
298	9143	30	0.5481841269676682
299	6270	49	0.38376797671922824
300	118145	0	0.737397544808926
301	35921	40	0.30511446094725214
302	13058	13	0.2534199257048823
303	176844	4	0.48006992728512393
304	22285	25	0.8591180893564231
305	116183	30	0.39553349903949986
306	35712	23	0.7182923799073221
307	7185	24	0.28807291146398994
308	176677	42	0.5193300499853616
309	166464	21	0.19765400816103415
310	114794	0	0.3411158500142441
311	162602	18	0.7438626135905513
312	2943	35	0.6084020394982279
313	21001	8	0.36328029591355454
314	187856	9	0.6203944220181492
315	185099	23	0.4064352341069618
316	100087	3	0.5652412631024449
317	176111	39	0.4463713465405894
318	35074	43	0.2295175467107016
319	118810	9	0.5333057586288361
320	184387	30	0.2961600159102035
321	9816	42	0.392733917333258
322	100093	32	0.44561673121971856
323	176105	39	0.2839535769319116
324	161479	42	0.241306410129862
325	13919	14	0.2630410208559161
326	184393	0	0.4136774242630072
327	9802	42	0.30589743082960086
328	155904	39	0.2982924674883581
329	21015	30	0.4393794806825446
330	2957	35	0.4861695676429405
331	113789	32	0.3302754819984907
332	114780	0	0.45297802083495176
333	165179	11	0.27185419912424497
334	11868	28	0.624936054531053
335	4498	24	0.3479971101610252
336	114958	40	0.45921394686884626
337	164267	18	0.5388302060872922
338	116197	30	0.40724639179520855
339	35706	23	0.5756983505639204
340	185933	0	0.7277599200612291
341	34418	7	0.3718939409105732
342	176663	42	0.3457579373544276
343	111820	44	0.4372250179907871
344	10586	29	0.33482715974038735
345	11840	28	0.32768881180883064
346	20445	21	0.5697731351052164
347	36227	26	0.3049423274105859
348	14938	14	0.2774381182503651
349	178666	44	0.6264522731179476
350	22252	25	0.6589863715510661
351	160029	13	0.33072238455665065
352	34430	1	0.5682739548087175
353	118192	39	0.2554430017130439
354	111808	49	0.49655035668899833
355	7807	21	0.40238886879538055
356	34356	38	0.40899962471207635
357	130178	49	0.7646936122182639
358	13931	19	0.1940734271789453
359	32727	7	0.285195670050634
360	153385	42	0.310547541613993
361	26752	24	0.4823743492283908
362	113979	40	0.6656727619947618
363	36541	7	0.300093469972257
364	30130	4	0.3451138539890883
365	26746	11	0.4597539306745795
366	21029	9	0.393523267473296
367	163252	48	0.47782693078731525
368	7813	21	0.3586308952335314
369	161445	21	0.3079689306371898
370	34342	12	0.32689509064709354
371	116815	18	0.31114410413974736
372	118838	30	0.48798037591634935
373	157691	18	0.2651611446568191
374	22246	25	0.6484437959667897
375	178672	44	0.7596052597829807
376	9180	3	0.4398572695848729
377	34424	1	0.6456649831852151
378	24637	24	0.45142085152858263
379	165145	46	0.34660198326060754
380	10592	29	0.545979470024427
381	11854	21	0.3369444851434798
382	20451	21	0.6088654027401335
383	36233	21	0.23708694730093083
384	26020	42	0.3355119484340354
385	173860	49	0.35946536495960046
386	189072	25	0.25122914046296907
387	114623	40	0.4640956709219878
388	186341	49	0.5130695200729647
389	3254	38	0.2912810175630141
390	180730	30	0.46994525460531866
391	116034	9	0.9319052393990351
392	119307	48	0.3800027485504845
393	13104	26	0.22335403644468682
394	118019	0	0.8347425814906619
395	29	49	0.27304933541786225
396	159045	38	0.35533314854530285
397	9779	26	0.565855288870256
398	100130	49	0.8713570324927365
399	116752	49	0.7530154238488356
400	19429	45	0.4756557230183256
401	3532	41	0.6001347800474832
402	4249	29	0.5186287710674722
403	3526	41	0.8663398349227861
404	11061	22	0.22427128686447526
405	189700	44	0.62440168552586
406	26815	42	0.4648485705488869
407	159051	18	0.9219765458920869
408	32860	36	0.5835826020769127
409	14119	36	0.3813577894781424
410	7998	11	0.7985896566325424
411	100124	0	0.4195879675983452
412	12568	39	0.4158991368392906
413	106233	49	0.46477115451521434
414	116020	9	0.9150389734319223
415	13110	26	0.22493711328402272
416	35869	40	0.2891551015917606
417	1457	26	0.2434131165816455
418	6338	10	0.287471046116959
419	130781	18	0.6321604042419158
420	191629	18	0.43947108017407716
421	3240	30	0.4171920798576538
422	115529	3	0.3479369292225931
423	180724	42	0.36446471025078736
424	35699	15	0.35848751336814877
425	158401	26	0.2657205380816009
426	35841	21	0.34355578399154907
427	13138	38	0.2327697228943793
428	9023	25	0.5152312162112511
429	14657	7	0.297779672438393
430	34587	26	0.3349509517900724
431	6310	48	0.3516392115397701
432	191601	49	0.3119330727410323
433	2176	8	0.45264048664648493
434	3268	30	0.3602999376760603
435	162951	23	0.23783745643466422
436	19373	24	0.7605568495032718
437	19415	45	0.3386280846948084
438	11049	47	0.30127932316009615
439	115267	39	0.36254008488340483
440	10357	3	0.36263772280533746
441	2610	21	0.39586545517756044
442	9745	26	0.3737774880201462
443	14131	39	0.31955381765285756
444	32848	36	0.544026898166376
445	15	3	0.5560552514923066
446	159079	42	0.35504481852065056
447	118743	21	0.35054246821107765
448	185112	27	0.34168894642930153
449	32690	40	0.2878091126405811
450	23945	36	0.37560867835910394
451	12540	33	0.38742161550968385
452	13886	48	0.31592240362429297
453	14125	42	0.32146295365573085
454	9751	4	0.313719907609145
455	100118	3	0.29410934130401156
456	118757	39	0.3280141036425092
457	117464	28	0.515895530242641
458	185106	18	0.28874757188813827
459	23951	4	0.4458813983746408
460	32684	13	0.3568853211899868
461	9989	4	0.3860200308719646
462	12554	33	0.5652927618192086
463	13892	21	0.3367338051675944
464	4275	29	0.5441221665289291
465	154549	49	0.5602877181952045
466	115273	31	0.7126914715473007
467	10343	12	0.47061565847681797
468	30093	25	0.45653254795584686
469	2604	22	0.47654353612718175
470	113602	41	0.6951498417692196
471	20280	3	0.2873672123064249
472	155131	31	0.434202167255208
473	186369	49	0.2666365977964747
474	2162	49	0.5155500900048808
475	191615	49	0.5724564790440598
476	153540	43	0.32833699783994613
477	162945	42	0.540243681191344
478	19367	24	0.6274773962771553
479	180718	26	0.39679756541882394
480	157726	3	0.41783742517993083
481	118031	0	0.6650622882994547
482	35855	40	0.30479868389514114
483	6304	49	0.4970985851653356
484	34593	43	0.3965158131903271
485	1480	13	0.3261440523135944
486	34578	12	0.37987042785673375
487	176703	4	0.9704963947306737
488	185853	7	0.4032533098618404
489	35666	15	0.38563401250722024
490	111798	30	0.5047787294340066
491	184595	40	0.4206372814175389
492	14870	49	0.32284898936489564
493	191826	4	0.6927838207728322
494	174114	0	0.6683577136944966
495	11908	22	0.696488084654573
496	2189	8	0.48633658946749625
497	21175	32	0.762116231347304
498	2837	34	0.43371713105367155
499	164461	21	0.6190389872115725
500	9962	7	0.3076098532788763
501	13879	13	0.4250856035091955
502	129561	43	0.6510434936318654
503	7797	21	0.24523839882589837
504	116785	9	0.3765061772481866
505	9976	32	0.30053318598040407
506	7783	45	0.3199001922142376
507	129575	14	0.30145451588719874
508	118970	43	0.48329882283777625
509	183588	18	0.4817508723977685
510	28623	16	0.4393748211816018
511	102928	43	0.3639625830573746
512	2823	6	0.30065553725564564
513	21161	21	0.5045917553996545
514	164475	22	0.2366860790566943
515	112285	49	0.86553034301172
516	20519	21	0.5875993628745323
517	162762	17	0.3820614625426875
518	100	29	0.48373888611728
519	1494	26	0.4381484695862758
520	176717	42	0.42605923341265206
521	35672	21	0.4484108149656214
522	185847	4	0.41688126268039044
523	25461	24	0.3997104368758299
524	162992	18	0.7253551437270489
525	114804	0	0.7057622691013326
526	11934	22	0.4680011816287674
527	20531	21	0.46990254786635915
528	128	29	0.8205973032419893
529	35882	40	0.4498356414433003
530	178712	44	0.8259701973687728
531	159904	23	0.699452046235241
532	121101	49	0.4096141562048277
533	12583	21	0.3531822436106806
534	157097	33	0.2524671948743542
535	13845	21	0.36836689483540386
536	9786	42	0.450937723828718
537	34222	29	0.30393545356465057
538	116975	30	0.46564180740312155
539	118780	49	0.48398429921048386
540	30044	25	0.6809457601736512
541	20257	29	0.7139300336601763
542	21149	21	0.2956350764291033
543	26626	26	0.31410238471405766
544	61579	49	0.30545313632385773
545	10380	32	0.6896146603191158
546	30050	25	0.5374327054889403
547	20243	29	0.4811879815834873
548	155694	42	0.4683124970692939
549	162038	26	0.41468741330109343
550	113819	41	0.5300311982797392
551	12597	33	0.23998692040102235
552	22454	24	0.783385765358546
553	157083	3	0.670333947026511
554	9792	26	0.29001850429790454
555	161531	18	0.66292908510394
556	34236	12	0.40388171548350166
557	35896	7	0.29123942813288484
558	14680	23	0.292652588115236
559	161257	1	0.3063086174037716
560	34550	38	0.42265944166319674
561	114810	0	0.4640846831694479
562	152845	30	0.4288717613235066
563	163440	18	0.8235659675476409
564	11920	22	0.4468450884291231
565	20525	21	0.34975826415988
566	189099	11	0.25724726141260285
567	191359	28	0.8076318950081137
568	175975	39	0.46198082173361044
569	3730	11	0.8622277525573749
570	180254	18	0.8116319548049078
571	15011	39	0.4486359783424779
572	178289	40	0.28146156286246926
573	33968	19	0.7666170501088824
574	6890	39	0.3522934775011564
575	116550	0	0.41959987094942097
576	183985	3	0.4266213344022308
577	192650	21	0.3409948777611791
578	182443	9	0.3088709782876056
579	156174	21	0.41961702549852015
580	117128	0	0.21403893781329783
581	13306	23	0.5951097327237377
582	8103	21	0.34645748180132946
583	1899	41	0.42667437404208847
584	7230	26	0.39712383908845833
585	4739	2	0.8382479209600379
586	112050	30	0.42329606000168
587	11511	3	0.5210713024236778
588	20914	15	0.7699601021325435
589	2348	27	0.4082701663895911
590	163871	10	0.3506400751119755
591	112044	30	0.45705499395213456
592	11505	14	0.3025275997759509
593	20900	15	0.9415764326317635
594	13312	14	0.3239293875100887
595	116222	30	0.35723405758055055
596	184740	49	0.6342813593382317
597	8117	7	0.6079986777417123
598	7224	48	0.4286442675962923
599	15005	25	0.40632710563512753
600	116544	0	0.4658374409035251
601	6884	1	0.3364219691254427
602	118569	44	0.38849143973318784
603	183991	21	0.361561962109201
604	149040	42	0.6142180037912285
605	175961	39	0.3920264189755033
606	3724	11	0.8212691894340712
607	157256	32	0.5853184980722014
608	33954	19	0.8155012734418614
609	12742	22	0.20214082229306135
610	32492	3	0.36246521222192934
611	185310	1	0.5946240722869521
612	8881	25	0.7660498762288619
613	9547	17	0.3371334927380455
614	155441	21	0.18788572161053213
615	20096	46	0.8401109517168737
616	191365	28	0.843984580714078
617	38801	22	0.2432256414292749
618	40762	34	0.9615730763741811
619	21388	42	0.47158971372702524
620	19617	49	0.29932359620331583
621	163695	41	0.5576340282544449
622	36192	40	0.41466098839276105
623	4705	2	0.9260284378550707
624	20928	15	0.4641436675803649
625	2374	27	0.5986766111628641
626	191403	28	0.7567347083921389
627	10633	41	0.3724501672328621
628	52400	18	0.2835196537076073
629	118227	39	0.40625199695141
630	12024	1	0.4333391316734737
631	157530	13	0.47532052589148877
632	6106	1	0.4225778262633269
633	117100	13	0.3766677666936346
634	118233	42	0.38924708244562384
635	7218	10	0.5029154265638288
636	158617	4	0.7142759139446335
637	160388	42	0.3692924705336066
638	112078	44	0.5342345116014571
639	4711	2	0.7014765137689513
640	36186	26	0.3776592361377564
641	115717	6	0.548794902225897
642	11539	28	0.4279249578432699
643	191417	28	0.6331071374811017
644	2360	27	0.49666230965527103
645	10627	29	0.9137709384673551
646	155333	21	0.3662387915317705
647	20082	32	0.4259437760298357
648	2406	29	0.5492375485339505
649	191371	28	0.84702956889383
650	165596	10	0.57307912256615
651	3718	11	0.9283088567600233
652	40776	34	0.9572286796863958
653	19603	20	0.36908572136958384
654	33940	19	0.7689188325348957
655	15039	39	0.2638329650852769
656	12756	21	0.4662878440970121
657	32486	40	0.5482592141752259
658	185304	19	0.3909501982438267
659	117666	18	0.6811148831399909
660	8895	25	0.475410774329831
661	9553	17	0.2757707683773988
662	192693	49	0.6157369150265035
663	23560	1	0.23102151611761376
664	12965	18	0.3185476780676925
665	176267	32	0.4950697956777764
666	160405	13	0.6486053813938408
667	35302	23	0.23160625013795486
668	116593	0	0.5022365477355335
669	6853	23	0.3794913838711526
670	21377	42	0.49830735181882474
671	20069	28	0.2973153806917252
672	38626	3	0.5725750104341488
673	27060	22	0.31907209360032357
674	115924	13	0.47049969411981046
675	10814	13	0.5042473859444719
676	21411	24	0.8666117669060182
677	3095	32	0.33487707644743037
678	22118	25	0.7006865359798712
679	184783	40	0.4622547138310469
680	25663	26	0.36652184130932974
681	147910	12	0.4872500152533337
682	176515	45	0.48015252122148205
683	27074	36	0.41892641461765273
684	115930	12	0.4175452111198626
685	36179	23	0.35740596348633047
686	21405	24	0.4081863287014002
687	3081	39	0.3909090219475195
688	40789	34	0.9846677603053106
689	21363	42	0.6523127917124757
690	38632	26	0.28659508950311935
691	188807	23	0.4294914487646681
692	192687	49	0.741763553190835
693	117699	0	0.7476597251389656
694	130226	18	0.4166806453528251
695	34008	40	0.24943056092574287
696	176273	32	0.6939437277798292
697	12971	49	0.4666486675764101
698	117841	39	0.3581654810149835
699	35316	43	0.6757832358226095
700	32479	40	0.3377096832721083
701	6847	4	0.35350524675325856
702	116587	9	0.4555289771182973
703	186802	44	0.5300912518540475
704	36637	40	0.6962756196811064
705	20055	3	0.323273279666783
706	118582	39	0.4493387640299515
707	8842	25	0.5839004463624826
708	12959	48	0.5788886186427397
709	34020	19	0.7154922239973567
710	117869	39	0.27109748108548637
711	12781	22	0.5400855594841146
712	1866	3	0.43571359687530486
713	22124	25	0.4776283302634426
714	161041	13	0.2522217748641852
715	14496	21	0.29971703709957676
716	20733	20	0.8326427982577408
717	115918	32	0.31692988346335377
718	36151	40	0.40480129467237586
719	29071	36	0.3640535268876814
720	27048	42	0.27504734363072714
721	20727	15	0.48782566643962677
722	21439	24	0.5861081286811493
723	36145	40	0.45527673945163494
724	26356	42	0.3824265522667683
725	22130	25	0.7136935793216271
726	1872	3	0.30967859204207016
727	176529	45	0.37922274211350004
728	14482	21	0.19543479012137469
729	8856	25	0.39990091520392984
730	118596	0	0.4306279604603518
731	34034	19	0.6375681671402026
732	23548	24	0.5976166735822138
733	151828	7	0.24125151872655023
734	33983	19	0.7219760982228974
735	157281	21	0.43585884499483074
736	12795	22	0.3964201693244778
737	36623	40	0.7412449563923944
738	186816	44	0.8317551703911525
739	155496	21	0.4556320547947881
740	164893	4	0.3574472065424407
741	154950	49	0.694113039934068
742	1873	26	0.34854803584275396
743	22131	25	0.6485887754184672
744	156820	23	0.33024300324914363
745	26357	27	0.23441490071400442
746	153780	18	0.6526492797297468
747	36144	40	0.2894821042652777
748	21438	24	0.5750817750732246
749	27049	24	0.4310429807650599
750	20040	32	0.5915917182649147
751	36622	40	0.9496825783700568
752	186817	44	0.7238622859510244
753	26431	6	0.36975125146780824
754	12794	21	0.400210230328558
755	33982	19	0.8875037378564529
756	23549	24	0.3114955367102366
757	34035	19	0.6982539431744674
758	8857	25	0.560435008232405
759	12780	22	0.33590661868217686
760	160438	14	0.3239293875100887
761	12958	48	0.42073711827660487
762	34021	19	0.6086219127870514
763	118583	21	0.43437856442426603
764	8843	25	0.4725581377368019
765	20054	43	0.38204299778301837
766	186803	44	0.8804042052321525
767	36636	40	0.7850725039686591
768	26425	24	0.5890065956084055
769	26343	25	0.6765501145422045
770	164138	18	0.8143555430519981
771	36150	40	0.4025985167356083
772	115919	32	0.47090284823166817
773	20732	15	0.4341894420194516
774	162549	18	0.7127015840045564
775	14497	1	0.23053980654194434
776	22125	25	0.5406366205079662
777	1867	3	0.4141617876315699
778	156834	46	0.23893456388468676
779	21404	24	0.7252450632625688
780	112086	30	0.5334388743174622
781	36178	26	0.4101632124074223
782	115931	12	0.4259099418417339
783	27075	24	0.3891541474898293
784	176514	45	0.37155160310580543
785	147911	32	0.7508852947778948
786	160376	28	0.21240351766912008
787	25662	4	0.6594177345344694
788	184782	40	0.3733249956142948
789	6846	4	0.36010476936996705
790	116586	0	0.47453535077373976
791	32478	40	0.3075097271303468
792	34009	29	0.29828854973989843
793	130227	18	0.4977391850428504
794	12970	13	0.4169697877390728
795	117698	0	0.4827192250955787
796	38633	40	0.4878253307479852
797	21362	42	0.3952933656672408
798	40788	34	0.9804137687047628
799	164676	18	0.8281683592601229
800	20068	9	0.23264450616264154
801	38627	41	0.6926306167930384
802	104196	32	0.3913722840167251
803	21376	42	0.6154338220867902
804	164662	38	0.3997910239493386
805	6852	4	0.507340865513753
806	35303	7	0.42746999324924734
807	176266	32	0.38896308566009274
808	12964	48	0.5670659289951842
809	23561	4	0.37669669063364414
810	147905	32	0.39970364295070787
811	22119	25	0.6618246137531609
812	3094	13	0.5820415067297432
813	164104	18	0.5856577126085545
814	21410	24	0.8124187388828576
815	115925	12	0.4343854656734473
816	186181	10	0.22620798855488944
817	27061	10	0.37564640207874683
818	10626	29	0.8154901966974565
819	2361	27	0.4026712136243937
820	191416	28	0.6885319439529582
821	187274	16	0.43851690633519785
822	11538	21	0.31021378899031243
823	36187	27	0.4276608384441387
824	4710	2	0.7464545645133999
825	157525	13	0.4847888954895225
826	12031	24	0.46915703547555343
827	9552	38	0.35539662185685433
828	8894	25	0.3102121502531194
829	13449	28	0.3599279548908714
830	32487	29	0.2994967578162944
831	12757	21	0.3141108029132151
832	33941	19	0.715371089469348
833	183774	19	0.2293343384072651
834	15038	39	0.45331971205167615
835	19602	8	0.4951235203676804
836	164689	10	0.3548468134939806
837	3719	11	0.7772923161416279
838	40777	34	0.9687723457448835
839	188621	18	0.5124712831380195
840	191370	28	0.6427329750678107
841	20083	12	0.43260316620632067
842	19616	8	0.29598752557805114
843	21389	24	0.4761756794873838
844	180269	31	0.4189384373660565
845	38800	27	0.3462345960103481
846	40763	34	0.978962415505334
847	2413	26	0.4179506820009277
848	191364	28	0.5676336737238853
849	20097	49	0.4073165285289743
850	156149	49	0.7190742720485159
851	9546	17	0.3540087832200718
852	8880	25	0.61194902903949
853	117673	18	0.5677748076757069
854	32493	29	0.38211057592633724
855	12743	21	0.467683696296711
856	183760	39	0.2878798859335956
857	33955	19	0.7462770558331123
858	158164	4	0.6327617477583066
859	119138	30	0.5189602865361747
860	12025	1	0.5333277886838574
861	118226	39	0.43506460250381496
862	117115	14	0.27117465626460163
863	6113	22	0.3882515888243206
864	10632	13	0.48420885659188
865	191402	28	0.6031492848495471
866	2375	27	0.31830982886380127
867	4704	2	0.8053423842360166
868	36193	26	0.3833036479189725
869	7225	26	0.17670181416062475
870	8116	42	0.41432736281767624
871	184741	18	0.6421002680973583
872	151168	18	0.796661176322189
873	20901	15	0.7390294329499375
874	11504	32	0.31082169938368176
875	112045	30	0.5263049965150532
