	incnormid	recordid	bronid	w_g	herdrukid	year	top1	top2	top3
1210	1372.0	155068	1001770	geestelijk		1661.0	topic 7	topic 42	topic 24
1211	1373.0	32756	1010998	geestelijk	916042.0	1671.0	topic 40	topic 1	topic 18
1212	1373.0	32756	1001567	geestelijk		1645.0	topic 40	topic 1	topic 18
1213	1374.0	14605	1000957	geestelijk		1638.0	topic 5	topic 1	topic 4
1214	1374.0	14605	1001855	geestelijk	929990.0	1646.0	topic 5	topic 1	topic 4
1215	1374.0	14605	1016140	geestelijk	925030.0	1679.0	topic 5	topic 1	topic 4
1216	1374.0	14605	1010071	geestelijk	910541.0	1648.0	topic 5	topic 1	topic 4
1217	1375.0	155069	1001649	geestelijk		1626.0	topic 18	topic 19	topic 13
1218	1376.0	119217	1001332	geestelijk	921074.0	1725.0	topic 28	topic 42	topic 27
1219	1376.0	119217	1016320	geestelijk		1709.0	topic 28	topic 42	topic 27
1220	1380.0	1905	1000623	wereldlijk		1615.0	topic 39	topic 21	topic 10
1221	1391.0	21232	1001050			1646.0	topic 47	topic 3	topic 37
1222	1393.0	193192	1016865	geestelijk		1683.0	topic 2	topic 19	topic 1
1223	1393.0	193263	1001855	geestelijk		1646.0	topic 2	topic 19	topic 1
1224	1393.0	193192	1016756	geestelijk	925204.0	1722.0	topic 2	topic 19	topic 1
1225	1393.0	193263	1016140	geestelijk	930012.0	1679.0	topic 2	topic 19	topic 1
1226	1395.0	35553	1011341	geestelijk	915515.0	1663.0	topic 4	topic 16	topic 19
1227	1395.0	35553	1011340	geestelijk		1644.0	topic 4	topic 16	topic 19
1228	1398.0	13369	1000923	wereldlijk		1678.0	topic 32	topic 21	topic 25
1229	1399.0	155093	1001829	wereldlijk		1746.0	topic 30	topic 11	topic 16
1230	1399.0	183632	1016145	wereldlijk		1739.0	topic 30	topic 11	topic 16
1231	1402.0	38645	1001745	wereldlijk		1663.0	topic 39	topic 14	topic 19
1232	1408.0	34457	1011232	wereldlijk		1653.0	topic 2	topic 39	topic 7
1233	1420.0	161944	1004274	wereldlijk		1700.0	topic 25	topic 24	topic 2
1234	1420.0	161942	1001616	wereldlijk		1720.0	topic 25	topic 24	topic 2
1235	1420.0	161942	1010429	wereldlijk	916273.0	1732.0	topic 25	topic 24	topic 2
1236	1420.0	117236	1001165	wereldlijk		1696.0	topic 25	topic 24	topic 2
1237	1420.0	156867	1001152	wereldlijk		1671.0	topic 25	topic 24	topic 2
1238	1420.0	111267	1001156	wereldlijk		1650.0	topic 25	topic 24	topic 2
1239	1420.0	161942	1010017	wereldlijk	916208.0	1740.0	topic 25	topic 24	topic 2
1240	1421.0	117784	1001391	wereldlijk		1741.0	topic 30	topic 11	topic 29
1241	1422.0	32485	1011033	wereldlijk		1667.0	topic 39	topic 16	topic 46
1242	1425.0	14958	1000965	wereldlijk		1622.0	topic 21	topic 27	topic 2
1243	1426.0	6345	1000739	wereldlijk	917649.0	1645.0	topic 21	topic 32	topic 37
1244	1426.0	7216	1001203	wereldlijk	916179.0	1716.0	topic 21	topic 32	topic 37
1245	1426.0	8758	1000805	wereldlijk		1643.0	topic 21	topic 32	topic 37
1246	1426.0	155106	1001829	wereldlijk		1746.0	topic 21	topic 32	topic 37
1247	1426.0	6345	1015983	wereldlijk		1618.0	topic 21	topic 32	topic 37
1248	1426.0	7216	1000761	wereldlijk		1630.0	topic 21	topic 32	topic 37
1249	1427.0	155105	1016224	wereldlijk		1730.0	topic 25	topic 2	topic 12
1250	1427.0	7217	1000761	wereldlijk		1630.0	topic 25	topic 2	topic 12
1251	1427.0	6319	1015983	wereldlijk		1618.0	topic 25	topic 2	topic 12
1252	1427.0	155104	1001829	wereldlijk		1746.0	topic 25	topic 2	topic 12
1253	1427.0	117295	1001160	wereldlijk		1718.0	topic 25	topic 2	topic 12
1254	1427.0	8752	1000805	wereldlijk		1643.0	topic 25	topic 2	topic 12
1255	1427.0	7217	1001203	wereldlijk	916180.0	1716.0	topic 25	topic 2	topic 12
1256	1427.0	6319	1000739	wereldlijk	917623.0	1645.0	topic 25	topic 2	topic 12
1257	1427.0	117295	1010060	wereldlijk	910557.0	1730.0	topic 25	topic 2	topic 12
1258	1429.0	23448	1006708	wereldlijk		1598.0	topic 41	topic 19	topic 18
1259	1429.0	26972	1006685	wereldlijk		1568.0	topic 41	topic 19	topic 18
1260	1429.0	27164	1006966	wereldlijk		1593.0	topic 41	topic 19	topic 18
1261	1429.0	27921	1006686	wereldlijk		1574.0	topic 41	topic 19	topic 18
1262	1429.0	28902	1007039	wereldlijk		1587.0	topic 41	topic 19	topic 18
1263	1430.0	27002	1006685	wereldlijk		1568.0	topic 41	topic 3	topic 7
1264	1434.0	34458	1011232	wereldlijk		1653.0	topic 39	topic 4	topic 32
1265	1435.0	114272	1001390	wereldlijk		1745.0	topic 39	topic 19	topic 30
1266	1435.0	155113	1001829	wereldlijk		1746.0	topic 39	topic 19	topic 30
1267	1440.0	32500	1011033	wereldlijk		1667.0	topic 2	topic 39	topic 30
1268	1441.0	155115	1001152	wereldlijk		1671.0	topic 24	topic 47	topic 30
1269	1442.0	177993	1000636	geestelijk	916771.0	1680.0	topic 4	topic 42	topic 27
1270	1442.0	177993	1016138	geestelijk	925588.0	1686.0	topic 4	topic 42	topic 27
1271	1442.0	177993	1015621	geestelijk		1674.0	topic 4	topic 42	topic 27
1272	1445.0	4283	1000702	wereldlijk		1602.0	topic 2	topic 10	topic 12
1273	1446.0	53470	1004531	wereldlijk		1701.0	topic 48	topic 30	topic 28
1274	1449.0	3097	1000669	wereldlijk		1643.0	topic 39	topic 25	topic 23
1275	1449.0	117220	1001165	wereldlijk		1696.0	topic 39	topic 25	topic 23
1276	1451.0	10957	1000853	wereldlijk		1605.0	topic 2	topic 3	topic 32
1277	1451.0	10708	1000026	wereldlijk		1591.0	topic 2	topic 3	topic 32
1278	1452.0	116659	1001147	wereldlijk		1732.0	topic 34	topic 30	topic 32
1279	1452.0	155122	1001829	wereldlijk		1746.0	topic 34	topic 30	topic 32
1280	1452.0	176320	1016024	wereldlijk		1719.0	topic 34	topic 30	topic 32
1281	1455.0	34657	1011232	wereldlijk		1653.0	topic 39	topic 4	topic 24
1282	1464.0	26666	1006683	wereldlijk		1651.0	topic 45	topic 2	topic 12
1283	1467.0	27185	1007038	wereldlijk		1598.0	topic 2	topic 46	topic 9
1284	1470.0	20135	1001026	wereldlijk		1654.0	topic 38	topic 19	topic 30
1285	1473.0	2822	1006702	wereldlijk		1590.0	topic 2	topic 21	topic 45
1286	1474.0	20960	1004636	geestelijk		1655.0	topic 44	topic 39	topic 46
1287	1474.0	20960	1004637	geestelijk	911308.0	1656.0	topic 44	topic 39	topic 46
1288	1479.0	115453	1001167	wereldlijk		1678.0	topic 18	topic 7	topic 19
1289	1479.0	156864	1010069	geestelijk	919178.0	1672.0	topic 18	topic 7	topic 19
1290	1479.0	156865	1001829	geestelijk		1746.0	topic 18	topic 7	topic 19
1291	1479.0	156864	1001632	geestelijk		1666.0	topic 18	topic 7	topic 19
1292	1481.0	74	1000604	wereldlijk		1643.0	topic 27	topic 47	topic 39
1293	1481.0	4348	1000703	wereldlijk		1645.0	topic 27	topic 47	topic 39
1294	1484.0	86	1000025	wereldlijk		1589.0	topic 2	topic 9	topic 19
1295	1484.0	10986	1000853	wereldlijk		1605.0	topic 2	topic 9	topic 19
1296	1489.0	192181	1001831	wereldlijk	922732.0	1703.0	topic 30	topic 10	topic 25
1297	1489.0	192181	1010901	wereldlijk		1695.0	topic 30	topic 10	topic 25
1298	1489.0	156868	1001829	wereldlijk		1746.0	topic 30	topic 10	topic 25
1299	1491.0	115690	1017316	wereldlijk	920860.0	1708.0	topic 30	topic 10	topic 39
1300	1491.0	116649	1001147	wereldlijk		1732.0	topic 30	topic 10	topic 39
1301	1491.0	156869	1004274	wereldlijk		1700.0	topic 30	topic 10	topic 39
1302	1491.0	156870	1001829	wereldlijk		1746.0	topic 30	topic 10	topic 39
1303	1491.0	115690	1001155	wereldlijk		1694.0	topic 30	topic 10	topic 39
1304	1492.0	115580	1001155	wereldlijk		1694.0	topic 29	topic 3	topic 30
1305	1492.0	115580	1017316	wereldlijk	920839.0	1708.0	topic 29	topic 3	topic 30
1306	1492.0	156871	1001829	wereldlijk		1746.0	topic 29	topic 3	topic 30
1307	1492.0	176371	1016024	wereldlijk		1719.0	topic 29	topic 3	topic 30
1308	1493.0	2557	1000653	wereldlijk		1622.0	topic 39	topic 10	topic 14
1309	1493.0	1898	1000623	wereldlijk		1615.0	topic 39	topic 10	topic 14
1310	1495.0	21278	1000082	geestelijk	900672.0	1563.0	topic 9	topic 2	topic 31
1311	1495.0	21278	1000427	geestelijk	900893.0	1580.0	topic 9	topic 2	topic 31
1312	1495.0	21278	1000131	geestelijk	900894.0	1595.0	topic 9	topic 2	topic 31
1313	1495.0	21278	1000079	geestelijk		1558.0	topic 9	topic 2	topic 31
1314	1497.0	116647	1001147	wereldlijk		1732.0	topic 2	topic 30	topic 37
1315	1497.0	156889	1001829	wereldlijk		1746.0	topic 2	topic 30	topic 37
1316	1502.0	3328	1000680	wereldlijk		1607.0	topic 21	topic 18	topic 19
1317	1502.0	165343	1006767	wereldlijk		1620.0	topic 21	topic 18	topic 19
1318	1504.0	188077	1017301	wereldlijk		1704.0	topic 30	topic 39	topic 46
1319	1504.0	156895	1004274	wereldlijk		1700.0	topic 30	topic 39	topic 46
1320	1504.0	117146	1001166	wereldlijk		1717.0	topic 30	topic 39	topic 46
1321	1504.0	188077	1001678	wereldlijk	928242.0	1733.0	topic 30	topic 39	topic 46
1322	1507.0	20957	1004637	geestelijk	911328.0	1656.0	topic 46	topic 44	topic 39
1323	1507.0	193200	1016756	geestelijk	925212.0	1722.0	topic 46	topic 44	topic 39
1324	1507.0	20957	1004636	geestelijk		1655.0	topic 46	topic 44	topic 39
1325	1507.0	193200	1016865	geestelijk		1683.0	topic 46	topic 44	topic 39
1326	1518.0	32779	1001567	geestelijk		1645.0	topic 44	topic 1	topic 0
1327	1518.0	14584	1000957	geestelijk		1638.0	topic 44	topic 1	topic 0
1328	1518.0	12017	1000877	geestelijk		1617.0	topic 44	topic 1	topic 0
1329	1518.0	197020	1001856	geestelijk		1617.0	topic 44	topic 1	topic 0
1330	1518.0	32779	1010998	geestelijk	916065.0	1671.0	topic 44	topic 1	topic 0
1331	1518.0	114489	1001666	geestelijk		1619.0	topic 44	topic 1	topic 0
1332	1518.0	14584	1016140	geestelijk	925013.0	1679.0	topic 44	topic 1	topic 0
1333	1518.0	14584	1001855	geestelijk	911331.0	1646.0	topic 44	topic 1	topic 0
1334	1518.0	12017	1004985	geestelijk	928064.0	1609.0	topic 44	topic 1	topic 0
1335	1518.0	12017	1001876	geestelijk	911332.0	1614.0	topic 44	topic 1	topic 0
1336	1518.0	23869	1007415	geestelijk		1576.0	topic 44	topic 1	topic 0
1337	1519.0	33656	1011046	geestelijk		1654.0	topic 40	topic 48	topic 44
1338	1520.0	156902	1001770	geestelijk		1661.0	topic 3	topic 17	topic 18
1339	1524.0	192632	1016082	geestelijk		1660.0	topic 42	topic 1	topic 18
1340	1524.0	6101	1010177	geestelijk		1632.0	topic 42	topic 1	topic 18
1341	1524.0	6101	1000733	geestelijk	918505.0	1634.0	topic 42	topic 1	topic 18
1342	1524.0	189405	1001622	geestelijk		1628.0	topic 42	topic 1	topic 18
1343	1524.0	14439	1000957	geestelijk		1638.0	topic 42	topic 1	topic 18
1344	1524.0	32622	1010972	geestelijk		1660.0	topic 42	topic 1	topic 18
1345	1524.0	6031	1000732	geestelijk		1628.0	topic 42	topic 1	topic 18
1346	1524.0	14439	1016140	geestelijk	924865.0	1679.0	topic 42	topic 1	topic 18
1347	1524.0	6650	1000741	geestelijk		1622.0	topic 42	topic 1	topic 18
1348	1524.0	6101	1016865	geestelijk	925287.0	1683.0	topic 42	topic 1	topic 18
1349	1524.0	6101	1016756	geestelijk	924778.0	1722.0	topic 42	topic 1	topic 18
1350	1524.0	14439	1001855	geestelijk	929894.0	1646.0	topic 42	topic 1	topic 18
1351	1528.0	20817	1001931	geestelijk	911333.0	1655.0	topic 44	topic 0	topic 22
1352	1528.0	20817	1001335	geestelijk	928387.0	1728.0	topic 44	topic 0	topic 22
1353	1528.0	20817	1001047	geestelijk		1664.0	topic 44	topic 0	topic 22
1354	1530.0	3536	1000692	wereldlijk		1613.0	topic 2	topic 19	topic 14
1355	1538.0	2154	1000642	wereldlijk		1663.0	topic 38	topic 44	topic 17
1356	1540.0	11988	1000876	geestelijk	922432.0	1649.0	topic 18	topic 16	topic 27
1357	1540.0	11988	1001751	geestelijk		1648.0	topic 18	topic 16	topic 27
1358	1543.0	112145	1001389	wereldlijk		1750.0	topic 10	topic 28	topic 38
1359	1543.0	156909	1001829	wereldlijk		1746.0	topic 10	topic 28	topic 38
1360	1544.0	10240	1000837	wereldlijk		1645.0	topic 25	topic 14	topic 15
1361	1544.0	114057	1001171	wereldlijk		1649.0	topic 25	topic 14	topic 15
1362	1548.0	20681	1001047	geestelijk		1664.0	topic 44	topic 19	topic 1
1363	1548.0	20681	1001335	geestelijk	928273.0	1728.0	topic 44	topic 19	topic 1
1364	1549.0	20676	1001335	geestelijk	928268.0	1728.0	topic 44	topic 3	topic 39
1365	1549.0	20676	1001047	geestelijk		1664.0	topic 44	topic 3	topic 39
1366	1549.0	20676	1001931	geestelijk	911336.0	1655.0	topic 44	topic 3	topic 39
1367	1554.0	7788	1000767	geestelijk		1615.0	topic 10	topic 42	topic 7
1368	1555.0	9121	1001298	geestelijk	913062.0	1743.0	topic 3	topic 17	topic 30
1369	1555.0	9121	1017679	geestelijk	923643.0	1681.0	topic 3	topic 17	topic 30
1370	1555.0	9121	1016357	geestelijk	923758.0	1695.0	topic 3	topic 17	topic 30
1371	1555.0	9121	1016131	geestelijk	924243.0	1727.0	topic 3	topic 17	topic 30
1372	1555.0	9121	1017670	geestelijk	929600.0	1679.0	topic 3	topic 17	topic 30
1373	1555.0	9121	1000814	geestelijk		1676.0	topic 3	topic 17	topic 30
1374	1558.0	9151	1000814	geestelijk		1676.0	topic 17	topic 36	topic 42
1375	1558.0	9151	1017670	geestelijk	929631.0	1679.0	topic 17	topic 36	topic 42
1376	1558.0	9151	1016131	geestelijk	924273.0	1727.0	topic 17	topic 36	topic 42
1377	1558.0	9151	1001298	geestelijk	910598.0	1743.0	topic 17	topic 36	topic 42
1378	1558.0	9151	1017679	geestelijk	910597.0	1681.0	topic 17	topic 36	topic 42
1379	1558.0	9151	1016357	geestelijk	923788.0	1695.0	topic 17	topic 36	topic 42
1380	1560.0	12784	1000890	geestelijk		1658.0	topic 18	topic 42	topic 36
1381	1560.0	193303	1010089	geestelijk		1700.0	topic 18	topic 42	topic 36
1382	1561.0	9043	1017670	geestelijk	929516.0	1679.0	topic 17	topic 36	topic 48
1383	1561.0	9043	1000814	geestelijk		1676.0	topic 17	topic 36	topic 48
1384	1561.0	9043	1016131	geestelijk	924159.0	1727.0	topic 17	topic 36	topic 48
1385	1561.0	9043	1016357	geestelijk	923674.0	1695.0	topic 17	topic 36	topic 48
1386	1561.0	9043	1001298	geestelijk	911683.0	1743.0	topic 17	topic 36	topic 48
1387	1561.0	9043	1017679	geestelijk	911682.0	1681.0	topic 17	topic 36	topic 48
1388	1563.0	9050	1017679	geestelijk	911654.0	1681.0	topic 28	topic 36	topic 17
1389	1563.0	9050	1016357	geestelijk	923681.0	1695.0	topic 28	topic 36	topic 17
1390	1563.0	9050	1016131	geestelijk	924166.0	1727.0	topic 28	topic 36	topic 17
1391	1563.0	9050	1017670	geestelijk	929523.0	1679.0	topic 28	topic 36	topic 17
1392	1563.0	9050	1000814	geestelijk		1676.0	topic 28	topic 36	topic 17
1393	1566.0	114211	1001366	geestelijk		1645.0	topic 10	topic 4	topic 42
1394	1571.0	34588	1011172	wereldlijk		1654.0	topic 29	topic 7	topic 32
1395	1572.0	12785	1000890	geestelijk		1658.0	topic 18	topic 36	topic 39
1396	1572.0	193304	1010089	geestelijk		1700.0	topic 18	topic 36	topic 39
1397	1574.0	164045	1001695	geestelijk		1676.0	topic 5	topic 3	topic 47
1398	1577.0	25584	1000435	geestelijk		1569.0	topic 15	topic 21	topic 49
1399	1577.0	156915	1001829	geestelijk		1746.0	topic 15	topic 21	topic 49
1400	1577.0	185684	1016205	geestelijk	928861.0	1664.0	topic 15	topic 21	topic 49
1401	1577.0	185684	1016347	geestelijk		1655.0	topic 15	topic 21	topic 49
1402	1578.0	9614	1000824	geestelijk		1627.0	topic 15	topic 19	topic 13
1403	1578.0	9614	1010012	geestelijk	911337.0	1640.0	topic 15	topic 19	topic 13
1404	1578.0	26472	1000220	geestelijk		1599.0	topic 15	topic 19	topic 13
1405	1581.0	116365	1001338	geestelijk	920468.0	1692.0	topic 28	topic 35	topic 19
1406	1581.0	116365	1016154	geestelijk		1681.0	topic 28	topic 35	topic 19
1407	1586.0	156930	1001708	wereldlijk		1633.0	topic 47	topic 34	topic 14
1408	1587.0	2575	1000653	wereldlijk		1622.0	topic 39	topic 14	topic 24
1409	1588.0	2039	1016462	wereldlijk		1668.0	topic 12	topic 38	topic 39
1410	1589.0	20391	1001034	wereldlijk		1647.0	topic 24	topic 16	topic 18
1411	1590.0	2588	1000653	wereldlijk		1622.0	topic 39	topic 21	topic 27
1412	1590.0	2268	1001563	wereldlijk		1610.0	topic 39	topic 21	topic 27
1413	1591.0	15023	1000968	wereldlijk		1626.0	topic 24	topic 32	topic 22
1414	1594.0	20052	1001550	wereldlijk	911351.0	1654.0	topic 41	topic 34	topic 10
1415	1594.0	20052	1001025	wereldlijk		1655.0	topic 41	topic 34	topic 10
1416	1597.0	1833	1000623	wereldlijk		1615.0	topic 47	topic 24	topic 1
1417	1597.0	20318	1004268	wereldlijk	911354.0	1616.0	topic 47	topic 24	topic 1
1418	1597.0	20318	1001030	wereldlijk		1612.0	topic 47	topic 24	topic 1
1419	1597.0	158513	1001643	wereldlijk		1650.0	topic 47	topic 24	topic 1
1420	1598.0	20693	1001047	geestelijk		1664.0	topic 44	topic 40	topic 19
1421	1598.0	193088	1017455	geestelijk		1741.0	topic 44	topic 40	topic 19
1422	1598.0	20693	1001335	geestelijk	928285.0	1728.0	topic 44	topic 40	topic 19
1423	1598.0	20693	1001931	geestelijk	911355.0	1655.0	topic 44	topic 40	topic 19
1424	1601.0	13201	1000919	geestelijk		1663.0	topic 46	topic 10	topic 4
1425	1604.0	3273	1000673	geestelijk	919036.0	1684.0	topic 28	topic 36	topic 7
1426	1604.0	3273	1015966	geestelijk		1677.0	topic 28	topic 36	topic 7
1427	1607.0	20370	1001034	wereldlijk		1647.0	topic 24	topic 37	topic 11
1428	1607.0	115883	1001369	wereldlijk		1649.0	topic 24	topic 37	topic 11
1429	1609.0	2529	1000653	wereldlijk		1622.0	topic 14	topic 23	topic 10
1430	1610.0	161832	1010017	wereldlijk	916249.0	1740.0	topic 27	topic 47	topic 39
1431	1610.0	155979	1001152	wereldlijk		1671.0	topic 27	topic 47	topic 39
1432	1610.0	155980	1001919	wereldlijk		1680.0	topic 27	topic 47	topic 39
1433	1610.0	161832	1010429	wereldlijk	916313.0	1732.0	topic 27	topic 47	topic 39
1434	1610.0	135810	1001203	wereldlijk	916174.0	1716.0	topic 27	topic 47	topic 39
1435	1610.0	117292	1001160	wereldlijk		1718.0	topic 27	topic 47	topic 39
1436	1610.0	130242	1016157	wereldlijk		1710.0	topic 27	topic 47	topic 39
1437	1610.0	135810	1001413	wereldlijk		1680.0	topic 27	topic 47	topic 39
1438	1610.0	192205	1001829	wereldlijk		1746.0	topic 27	topic 47	topic 39
1439	1610.0	130242	1016390	wereldlijk	920032.0	1711.0	topic 27	topic 47	topic 39
1440	1610.0	161832	1001616	wereldlijk		1720.0	topic 27	topic 47	topic 39
1441	1610.0	130242	1001380	wereldlijk	913634.0	1720.0	topic 27	topic 47	topic 39
1442	1610.0	3151	1000670	wereldlijk		1643.0	topic 27	topic 47	topic 39
1443	1610.0	8772	1000805	wereldlijk		1643.0	topic 27	topic 47	topic 39
1444	1610.0	10220	1000837	wereldlijk		1645.0	topic 27	topic 47	topic 39
1445	1610.0	14318	1000956	wereldlijk		1652.0	topic 27	topic 47	topic 39
1446	1610.0	130242	1001385	wereldlijk	919937.0	1745.0	topic 27	topic 47	topic 39
1447	1610.0	115416	1001167	wereldlijk		1678.0	topic 27	topic 47	topic 39
1448	1610.0	117292	1010060	wereldlijk	910898.0	1730.0	topic 27	topic 47	topic 39
1449	1610.0	117420	1001161	wereldlijk		1719.0	topic 27	topic 47	topic 39
1450	1610.0	114026	1001171	wereldlijk		1649.0	topic 27	topic 47	topic 39
1451	1611.0	4575	1000714	wereldlijk		1667.0	topic 39	topic 14	topic 27
1452	1612.0	19551	1000980	wereldlijk		1645.0	topic 38	topic 19	topic 14
1453	1617.0	51955	1003417	wereldlijk		1701.0	topic 30	topic 11	topic 3
1454	1620.0	156957	1001707	wereldlijk		1633.0	topic 39	topic 14	topic 12
1455	1623.0	20439	1001034	wereldlijk		1647.0	topic 24	topic 46	topic 27
1456	1625.0	3118	1000669	wereldlijk		1643.0	topic 47	topic 23	topic 39
1457	1625.0	156960	1001814	wereldlijk		1648.0	topic 47	topic 23	topic 39
1458	1626.0	137303	1001140	wereldlijk	919349.0	1725.0	topic 12	topic 23	topic 19
1459	1626.0	137303	1001139	wereldlijk		1702.0	topic 12	topic 23	topic 19
1460	1626.0	130716	1016743	wereldlijk	927023.0	1712.0	topic 12	topic 23	topic 19
1461	1626.0	130716	1016158	wereldlijk		1711.0	topic 12	topic 23	topic 19
1462	1626.0	130716	1001443	wereldlijk	910903.0	1750.0	topic 12	topic 23	topic 19
1463	1626.0	130716	1001386	wereldlijk	920187.0	1745.0	topic 12	topic 23	topic 19
1464	1626.0	11254	1000864	wereldlijk		1654.0	topic 12	topic 23	topic 19
1465	1627.0	156965	1001606	wereldlijk en geestelijk		1669.0	topic 17	topic 23	topic 35
1466	1642.0	4191	1000699	wereldlijk		1649.0	topic 22	topic 38	topic 19
1467	1642.0	156969	1004249	wereldlijk		1663.0	topic 22	topic 38	topic 19
1468	1648.0	2525	1000653	wereldlijk		1622.0	topic 27	topic 24	topic 19
1469	1648.0	2646	1000657	wereldlijk		1619.0	topic 27	topic 24	topic 19
1470	1648.0	7294	1000761	wereldlijk		1630.0	topic 27	topic 24	topic 19
1471	1648.0	28055	1004599	wereldlijk		1693.0	topic 27	topic 24	topic 19
1472	1648.0	30570	1005352	wereldlijk		1682.0	topic 27	topic 24	topic 19
1473	1648.0	136570	1001643	wereldlijk		1650.0	topic 27	topic 24	topic 19
1474	1652.0	104067	1000696	wereldlijk		1656.0	topic 25	topic 38	topic 23
1475	1653.0	21012	1001048			1663.0	topic 7	topic 13	topic 39
1476	1656.0	3883	1000185	geestelijk	900240.0	1576.0	topic 9	topic 1	topic 19
1477	1656.0	7195	1000178	geestelijk		1577.0	topic 9	topic 1	topic 19
1478	1656.0	23581	1000179	geestelijk	909132.0	1600.0	topic 9	topic 1	topic 19
1479	1656.0	23581	1000396	geestelijk	909234.0	1600.0	topic 9	topic 1	topic 19
1480	1656.0	23581	1000248	geestelijk		1572.0	topic 9	topic 1	topic 19
1481	1660.0	3248	1000673	geestelijk	919012.0	1684.0	topic 27	topic 28	topic 19
1482	1660.0	3248	1015966	geestelijk		1677.0	topic 27	topic 28	topic 19
1483	1663.0	32574	1011033	wereldlijk		1667.0	topic 26	topic 24	topic 19
1484	1664.0	34598	1011172	wereldlijk		1654.0	topic 3	topic 29	topic 19
1485	1667.0	136574	1001707	wereldlijk		1633.0	topic 27	topic 14	topic 23
1486	1668.0	9189	1000815	wereldlijk		1626.0	topic 34	topic 24	topic 11
1487	1669.0	34579	1011172	wereldlijk		1654.0	topic 24	topic 39	topic 48
1488	1675.0	116877	1001317	geestelijk		1716.0	topic 35	topic 17	topic 46
1489	1679.0	19459	1000974	wereldlijk		1642.0	topic 24	topic 11	topic 19
1490	1679.0	178448	1000973	wereldlijk		1637.0	topic 24	topic 11	topic 19
1491	1680.0	9621	1010012	geestelijk	910303.0	1640.0	topic 13	topic 31	topic 19
1492	1680.0	9621	1000824	geestelijk		1627.0	topic 13	topic 31	topic 19
1493	1682.0	136585	1001649	geestelijk		1626.0	topic 18	topic 13	topic 31
1494	1683.0	20958	1004636	geestelijk		1655.0	topic 18	topic 44	topic 39
1495	1685.0	117320	1001305	wereldlijk		1720.0	topic 28	topic 18	topic 36
1496	1686.0	22685	1000344	geestelijk	907183.0	1582.0	topic 31	topic 46	topic 21
1497	1686.0	22685	1000094	geestelijk	907657.0	1596.0	topic 31	topic 46	topic 21
1498	1686.0	22685	1000451	geestelijk	907978.0	1600.0	topic 31	topic 46	topic 21
1499	1686.0	24076	1000427	geestelijk		1580.0	topic 31	topic 46	topic 21
1500	1686.0	189106	1016327	geestelijk		1609.0	topic 31	topic 46	topic 21
1501	1686.0	22685	1000095	geestelijk		1559.0	topic 31	topic 46	topic 21
1502	1686.0	22685	1000089	geestelijk	906313.0	1579.0	topic 31	topic 46	topic 21
1503	1686.0	22685	1001531	geestelijk	909280.0	1577.0	topic 31	topic 46	topic 21
1504	1686.0	22685	1000091	geestelijk	905023.0	1582.0	topic 31	topic 46	topic 21
1505	1686.0	24076	1000131	geestelijk	900928.0	1595.0	topic 31	topic 46	topic 21
1506	1686.0	22685	1000093	geestelijk	903004.0	1593.0	topic 31	topic 46	topic 21
1507	1686.0	22685	1000096	geestelijk	903005.0	1599.0	topic 31	topic 46	topic 21
1508	1686.0	22685	1000084	geestelijk	902356.0	1569.0	topic 31	topic 46	topic 21
1509	1686.0	22685	1000087	geestelijk	902693.0	1577.0	topic 31	topic 46	topic 21
1510	1686.0	22685	1000083	geestelijk	902161.0	1566.0	topic 31	topic 46	topic 21
1511	1686.0	22685	1000090	geestelijk	903001.0	1580.0	topic 31	topic 46	topic 21
1512	1686.0	22685	1000092	geestelijk	903002.0	1589.0	topic 31	topic 46	topic 21
1513	1686.0	22685	1000557	geestelijk	903003.0	1591.0	topic 31	topic 46	topic 21
1514	1686.0	22685	1000088	geestelijk	903000.0	1579.0	topic 31	topic 46	topic 21
1515	1687.0	2076	1010076	geestelijk	910304.0	1681.0	topic 4	topic 31	topic 17
1516	1687.0	2076	1000636	geestelijk	916791.0	1680.0	topic 4	topic 31	topic 17
1517	1687.0	2076	1016138	geestelijk	925608.0	1686.0	topic 4	topic 31	topic 17
1518	1687.0	35512	1015504	geestelijk		1719.0	topic 4	topic 31	topic 17
1519	1687.0	2076	1015621	geestelijk		1674.0	topic 4	topic 31	topic 17
1520	1693.0	9933	1000217	geestelijk		1595.0	topic 13	topic 0	topic 48
1521	1693.0	189101	1016327	geestelijk		1609.0	topic 13	topic 0	topic 48
1522	1693.0	9623	1000824	geestelijk		1627.0	topic 13	topic 0	topic 48
1523	1693.0	9933	1010077	geestelijk	910306.0	1601.0	topic 13	topic 0	topic 48
1524	1693.0	8036	1000773	geestelijk		1644.0	topic 13	topic 0	topic 48
1525	1693.0	9933	1000218	geestelijk	905734.0	1598.0	topic 13	topic 0	topic 48
1526	1693.0	9623	1010012	geestelijk	910305.0	1640.0	topic 13	topic 0	topic 48
1527	1693.0	9933	1000339	geestelijk	905735.0	1598.0	topic 13	topic 0	topic 48
1528	1698.0	3178	1000671	geestelijk		1645.0	topic 27	topic 24	topic 19
1529	1699.0	136594	1004274	wereldlijk		1700.0	topic 25	topic 30	topic 7
1530	1699.0	136593	1017301	wereldlijk		1704.0	topic 25	topic 30	topic 7
1531	1700.0	130303	1017326	wereldlijk	925840.0	1710.0	topic 25	topic 30	topic 19
1532	1700.0	130303	1016157	wereldlijk		1710.0	topic 25	topic 30	topic 19
