	incnormid	recordid	bronid	w_g	herdrukid	year	top1	top2	top3
30455	42912.0	9082	1001298	geestelijk	913197.0	1743.0	topic 17	topic 12	topic 24
30456	42912.0	9082	1017679	geestelijk	923631.0	1681.0	topic 17	topic 12	topic 24
30457	42912.0	9082	1016357	geestelijk	923717.0	1695.0	topic 17	topic 12	topic 24
30458	42912.0	9082	1016131	geestelijk	924202.0	1727.0	topic 17	topic 12	topic 24
30459	42912.0	9082	1017670	geestelijk	929559.0	1679.0	topic 17	topic 12	topic 24
30460	42912.0	9082	1000814	geestelijk		1676.0	topic 17	topic 12	topic 24
30461	42914.0	117719	1001321	geestelijk		1720.0	topic 28	topic 16	topic 18
30462	42916.0	2193	1000642	wereldlijk		1663.0	topic 3	topic 23	topic 38
30463	42917.0	19625	1000980	wereldlijk		1645.0	topic 38	topic 14	topic 39
30464	42918.0	1906	1000623	wereldlijk		1615.0	topic 21	topic 37	topic 14
30465	42920.0	34259	1011356	wereldlijk	915769.0	1688.0	topic 26	topic 3	topic 16
30466	42920.0	34259	1011172	wereldlijk	915821.0	1654.0	topic 26	topic 3	topic 16
30467	42920.0	37156	1015514	wereldlijk		1661.0	topic 26	topic 3	topic 16
30468	42920.0	34259	1011053	wereldlijk		1650.0	topic 26	topic 3	topic 16
30469	42921.0	20398	1001034	wereldlijk		1647.0	topic 47	topic 3	topic 14
30470	42924.0	188654	1016097	wereldlijk		1708.0	topic 39	topic 47	topic 28
30471	42924.0	183607	1016145	wereldlijk		1739.0	topic 39	topic 47	topic 28
30472	42924.0	119713	1001703	wereldlijk		1720.0	topic 39	topic 47	topic 28
30473	42924.0	160977	1001630	wereldlijk		1710.0	topic 39	topic 47	topic 28
30474	42924.0	118074	1001151	wereldlijk		1731.0	topic 39	topic 47	topic 28
30475	42924.0	117215	1001150	wereldlijk		1718.0	topic 39	topic 47	topic 28
30476	42924.0	111641	1001159	wereldlijk		1710.0	topic 39	topic 47	topic 28
30477	42925.0	129419	1001438	wereldlijk		1731.0	topic 3	topic 14	topic 38
30478	42925.0	186048	1017564	wereldlijk	928814.0	1713.0	topic 3	topic 14	topic 38
30479	42925.0	186048	1016309	wereldlijk		1717.0	topic 3	topic 14	topic 38
30480	42929.0	34219	1011053	wereldlijk		1650.0	topic 37	topic 2	topic 3
30481	42929.0	34219	1011172	wereldlijk	915812.0	1654.0	topic 37	topic 2	topic 3
30482	42929.0	37161	1015514	wereldlijk		1661.0	topic 37	topic 2	topic 3
30483	42929.0	28613	1006719	wereldlijk		1580.0	topic 37	topic 2	topic 3
30484	42929.0	34219	1011356	wereldlijk	915729.0	1688.0	topic 37	topic 2	topic 3
30485	42930.0	129200	1001438	wereldlijk		1731.0	topic 3	topic 38	topic 11
30486	42930.0	167045	1017375	wereldlijk	927750.0	1721.0	topic 3	topic 38	topic 11
30487	42930.0	186024	1017564	wereldlijk	928765.0	1713.0	topic 3	topic 38	topic 11
30488	42930.0	167045	1015614	wereldlijk		1701.0	topic 3	topic 38	topic 11
30489	42930.0	186024	1016309	wereldlijk		1717.0	topic 3	topic 38	topic 11
30490	42932.0	1847	1000623	wereldlijk		1615.0	topic 21	topic 14	topic 7
30491	42933.0	34264	1011172	wereldlijk	915823.0	1654.0	topic 24	topic 26	topic 10
30492	42933.0	34264	1011356	wereldlijk	915774.0	1688.0	topic 24	topic 26	topic 10
30493	42933.0	34264	1011053	wereldlijk		1650.0	topic 24	topic 26	topic 10
30494	42934.0	14898	1000965	wereldlijk		1622.0	topic 24	topic 3	topic 2
30495	42936.0	20616	1001041	wereldlijk		1628.0	topic 14	topic 3	topic 4
30496	42936.0	112936	1000922	wereldlijk		1621.0	topic 14	topic 3	topic 4
30497	42938.0	20583	1001041			1628.0	topic 14	topic 3	topic 21
30498	42939.0	113602	1000922	wereldlijk		1621.0	topic 14	topic 21	topic 3
30499	42941.0	12957	1000915	wereldlijk		1655.0	topic 34	topic 11	topic 3
30500	42947.0	8538	1000799	wereldlijk		1644.0	topic 23	topic 47	topic 3
30501	42947.0	161002	1004586	wereldlijk		1640.0	topic 23	topic 47	topic 3
30502	42947.0	130586	1001440	wereldlijk		1731.0	topic 23	topic 47	topic 3
30503	42947.0	128810	1001437	wereldlijk		1730.0	topic 23	topic 47	topic 3
30504	42947.0	114464	1001390	wereldlijk		1745.0	topic 23	topic 47	topic 3
30505	42947.0	114115	1001171	wereldlijk		1649.0	topic 23	topic 47	topic 3
30506	42947.0	14306	1000956	wereldlijk		1652.0	topic 23	topic 47	topic 3
30507	42947.0	10122	1000836	wereldlijk		1637.0	topic 23	topic 47	topic 3
30508	42947.0	10280	1000837	wereldlijk		1645.0	topic 23	topic 47	topic 3
30509	42947.0	10122	1001788	wereldlijk	913202.0	1637.0	topic 23	topic 47	topic 3
30510	42947.0	8538	1001316	wereldlijk	913210.0	1681.0	topic 23	topic 47	topic 3
30511	42947.0	8403	1000797	wereldlijk		1640.0	topic 23	topic 47	topic 3
30512	42947.0	111967	1001156	wereldlijk		1650.0	topic 23	topic 47	topic 3
30513	42949.0	20584	1001041			1628.0	topic 14	topic 3	topic 1
30514	42951.0	13770	1000944	wereldlijk		1643.0	topic 47	topic 14	topic 3
30515	42953.0	112674	1001389	wereldlijk		1750.0	topic 38	topic 26	topic 19
30516	42954.0	1849	1000623	wereldlijk		1615.0	topic 14	topic 10	topic 3
30517	42958.0	20309	1004268	wereldlijk	913204.0	1616.0	topic 14	topic 21	topic 48
30518	42958.0	20309	1001030	wereldlijk		1612.0	topic 14	topic 21	topic 48
30519	42959.0	106512	1000696	wereldlijk		1656.0	topic 34	topic 3	topic 25
30520	42959.0	160987	1004274	wereldlijk		1700.0	topic 34	topic 3	topic 25
30521	42959.0	160985	1017301	wereldlijk		1704.0	topic 34	topic 3	topic 25
30522	42960.0	10750	1000846	wereldlijk		1627.0	topic 14	topic 3	topic 24
30523	42960.0	11465	1000872	wereldlijk		1627.0	topic 14	topic 3	topic 24
30524	42964.0	34648	1011173	wereldlijk		1641.0	topic 14	topic 4	topic 24
30525	42965.0	161014	1004248	wereldlijk		1663.0	topic 3	topic 14	topic 49
30526	42967.0	112885	1000922	wereldlijk		1621.0	topic 21	topic 14	topic 3
30527	42968.0	3540	1000692	wereldlijk		1613.0	topic 24	topic 19	topic 21
30528	42969.0	186017	1016309	wereldlijk		1717.0	topic 38	topic 23	topic 10
30529	42969.0	129221	1001438	wereldlijk		1731.0	topic 38	topic 23	topic 10
30530	42969.0	186017	1017564	wereldlijk	928764.0	1713.0	topic 38	topic 23	topic 10
30531	42970.0	9077	1017679	geestelijk	913206.0	1681.0	topic 27	topic 17	topic 30
30532	42970.0	9077	1016357	geestelijk	923712.0	1695.0	topic 27	topic 17	topic 30
30533	42970.0	9077	1016131	geestelijk	924197.0	1727.0	topic 27	topic 17	topic 30
30534	42970.0	9077	1017670	geestelijk	929554.0	1679.0	topic 27	topic 17	topic 30
30535	42970.0	9077	1000814	geestelijk		1676.0	topic 27	topic 17	topic 30
30536	42971.0	9072	1017670	geestelijk	929549.0	1679.0	topic 48	topic 17	topic 39
30537	42971.0	9072	1017679	geestelijk	913207.0	1681.0	topic 48	topic 17	topic 39
30538	42971.0	9072	1016357	geestelijk	923707.0	1695.0	topic 48	topic 17	topic 39
30539	42971.0	9072	1016131	geestelijk	924192.0	1727.0	topic 48	topic 17	topic 39
30540	42971.0	9072	1000814	geestelijk		1676.0	topic 48	topic 17	topic 39
30541	42972.0	100056	1000695	wereldlijk		1652.0	topic 7	topic 27	topic 48
30542	42975.0	9076	1017679	geestelijk	913208.0	1681.0	topic 17	topic 28	topic 39
30543	42975.0	9076	1016357	geestelijk	923711.0	1695.0	topic 17	topic 28	topic 39
30544	42975.0	9076	1016131	geestelijk	924196.0	1727.0	topic 17	topic 28	topic 39
30545	42975.0	9076	1017670	geestelijk	929553.0	1679.0	topic 17	topic 28	topic 39
30546	42975.0	9076	1000814	geestelijk		1676.0	topic 17	topic 28	topic 39
30547	42976.0	9156	1017679	geestelijk	923658.0	1681.0	topic 28	topic 17	topic 39
30548	42976.0	9156	1016357	geestelijk	923793.0	1695.0	topic 28	topic 17	topic 39
30549	42976.0	9156	1016131	geestelijk	924278.0	1727.0	topic 28	topic 17	topic 39
30550	42976.0	9156	1017670	geestelijk	929636.0	1679.0	topic 28	topic 17	topic 39
30551	42976.0	9156	1000814	geestelijk		1676.0	topic 28	topic 17	topic 39
30552	42979.0	161017	1001676	geestelijk	918483.0	1664.0	topic 24	topic 16	topic 23
30553	42979.0	161017	1001544	geestelijk		1657.0	topic 24	topic 16	topic 23
30554	42979.0	3196	1000671	geestelijk		1645.0	topic 24	topic 16	topic 23
30555	42980.0	11927	1000876	geestelijk	922375.0	1649.0	topic 18	topic 27	topic 49
30556	42980.0	11927	1001751	geestelijk		1648.0	topic 18	topic 27	topic 49
30557	42981.0	8202	1000775	wereldlijk		1678.0	topic 34	topic 24	topic 26
30558	42989.0	19369	1000091	geestelijk	905218.0	1582.0	topic 9	topic 31	topic 0
30559	42989.0	19369	1000077	geestelijk		1552.0	topic 9	topic 31	topic 0
30560	42989.0	189063	1016327	geestelijk		1609.0	topic 9	topic 31	topic 0
30561	42989.0	19369	1001531	geestelijk	909471.0	1577.0	topic 9	topic 31	topic 0
30562	42989.0	19369	1000451	geestelijk	908186.0	1600.0	topic 9	topic 31	topic 0
30563	42989.0	19369	1000094	geestelijk	907864.0	1596.0	topic 9	topic 31	topic 0
30564	42989.0	19369	1000344	geestelijk	907382.0	1582.0	topic 9	topic 31	topic 0
30565	42989.0	19369	1000089	geestelijk	906747.0	1579.0	topic 9	topic 31	topic 0
30566	42989.0	19369	1000096	geestelijk	904453.0	1599.0	topic 9	topic 31	topic 0
30567	42989.0	19369	1000083	geestelijk	900103.0	1566.0	topic 9	topic 31	topic 0
30568	42989.0	19369	1000557	geestelijk	904451.0	1591.0	topic 9	topic 31	topic 0
30569	42989.0	19369	1000078	geestelijk	900645.0	1556.0	topic 9	topic 31	topic 0
30570	42989.0	19369	1000095	geestelijk	902068.0	1559.0	topic 9	topic 31	topic 0
30571	42989.0	19369	1000084	geestelijk	902549.0	1569.0	topic 9	topic 31	topic 0
30572	42989.0	19369	1000093	geestelijk	904452.0	1593.0	topic 9	topic 31	topic 0
30573	42989.0	19369	1000088	geestelijk	904448.0	1579.0	topic 9	topic 31	topic 0
30574	42989.0	19369	1000090	geestelijk	904449.0	1580.0	topic 9	topic 31	topic 0
30575	42989.0	19369	1000092	geestelijk	904450.0	1589.0	topic 9	topic 31	topic 0
30576	42989.0	19369	1000087	geestelijk	902847.0	1577.0	topic 9	topic 31	topic 0
30577	42994.0	116631	1001147	wereldlijk		1732.0	topic 3	topic 26	topic 11
30578	42995.0	35396	1011337	wereldlijk		1710.0	topic 24	topic 26	topic 39
30579	42995.0	36979	1015612	wereldlijk	915641.0	1684.0	topic 24	topic 26	topic 39
30580	42995.0	36979	1001870	wereldlijk		1677.0	topic 24	topic 26	topic 39
30581	43004.0	33908	1011046	geestelijk		1654.0	topic 40	topic 24	topic 16
30582	43005.0	23222	1006757	geestelijk		1600.0	topic 18	topic 0	topic 9
30583	43011.0	13226	1000919	geestelijk		1663.0	topic 5	topic 42	topic 46
30584	43012.0	178436	1001858	geestelijk		1623.0	topic 1	topic 5	topic 0
30585	43012.0	22076	1001061	geestelijk		1605.0	topic 1	topic 5	topic 0
30586	43012.0	38677	1011362	geestelijk		1607.0	topic 1	topic 5	topic 0
30587	43015.0	13947	1000946	geestelijk		1670.0	topic 5	topic 31	topic 3
30588	43020.0	6077	1000733	geestelijk	913227.0	1634.0	topic 0	topic 5	topic 27
30589	43020.0	6077	1016756	geestelijk	924713.0	1722.0	topic 0	topic 5	topic 27
30590	43020.0	6077	1016865	geestelijk	925222.0	1683.0	topic 0	topic 5	topic 27
30591	43020.0	32453	1010972	geestelijk		1660.0	topic 0	topic 5	topic 27
30592	43020.0	6077	1010177	geestelijk		1632.0	topic 0	topic 5	topic 27
30593	43021.0	23566	1000179	geestelijk	909117.0	1600.0	topic 5	topic 3	topic 0
30594	43021.0	23566	1000396	geestelijk	909219.0	1600.0	topic 5	topic 3	topic 0
30595	43021.0	23566	1000248	geestelijk		1572.0	topic 5	topic 3	topic 0
30596	43023.0	114264	1001366	geestelijk		1645.0	topic 4	topic 5	topic 0
30597	43026.0	8947	1004295	geestelijk	913231.0	1647.0	topic 0	topic 15	topic 5
30598	43026.0	8947	1000812	geestelijk		1625.0	topic 0	topic 15	topic 5
30599	43041.0	151880	1001644	geestelijk		1682.0	topic 40	topic 18	topic 19
30600	43044.0	161062	1010570	wereldlijk		1702.0	topic 29	topic 46	topic 15
30601	43044.0	161063	1010571	wereldlijk		1740.0	topic 29	topic 46	topic 15
30602	43044.0	38874	1015354	wereldlijk		1723.0	topic 29	topic 46	topic 15
30603	43056.0	115830	1001200	wereldlijk	920621.0	1697.0	topic 27	topic 38	topic 30
30604	43056.0	115830	1016194	wereldlijk		1694.0	topic 27	topic 38	topic 30
30605	43059.0	3954	1000185	geestelijk	900308.0	1576.0	topic 5	topic 9	topic 15
30606	43059.0	7127	1000178	geestelijk		1577.0	topic 5	topic 9	topic 15
30607	43059.0	24337	1000406	geestelijk		1590.0	topic 5	topic 9	topic 15
30608	43073.0	13246	1000919	geestelijk		1663.0	topic 48	topic 0	topic 42
30609	43073.0	36040	1015503	geestelijk		1664.0	topic 48	topic 0	topic 42
30610	43074.0	33836	1011046	geestelijk		1654.0	topic 0	topic 40	topic 19
30611	43083.0	161149	1004588	geestelijk		1614.0	topic 13	topic 19	topic 46
30612	43084.0	11442	1000872	wereldlijk		1627.0	topic 23	topic 39	topic 14
30613	43090.0	161152	1016215	wereldlijk		1713.0	topic 38	topic 27	topic 10
30614	43098.0	24266	1000427	geestelijk		1580.0	topic 6	topic 0	topic 37
30615	43098.0	29738	1000141	geestelijk		1573.0	topic 6	topic 0	topic 37
30616	43098.0	24266	1000131	geestelijk	901424.0	1595.0	topic 6	topic 0	topic 37
30617	43101.0	4746	1000716	geestelijk		1631.0	topic 22	topic 10	topic 44
30618	43101.0	5766	1000731	geestelijk		1635.0	topic 22	topic 10	topic 44
30619	43103.0	3660	1016979	geestelijk	925920.0	1650.0	topic 8	topic 49	topic 48
30620	43103.0	3660	1000240	geestelijk		1566.0	topic 8	topic 49	topic 48
30621	43105.0	3659	1016979	geestelijk	925919.0	1650.0	topic 8	topic 36	topic 19
30622	43105.0	3659	1000240	geestelijk		1566.0	topic 8	topic 36	topic 19
30623	43107.0	4671	1000716	geestelijk		1631.0	topic 22	topic 42	topic 36
30624	43112.0	197394	1016842	geestelijk	929735.0	1676.0	topic 8	topic 36	topic 42
30625	43112.0	118835	1001324	geestelijk		1732.0	topic 8	topic 36	topic 42
30626	43112.0	3654	1000240	geestelijk		1566.0	topic 8	topic 36	topic 42
30627	43112.0	197394	1019780	geestelijk		1671.0	topic 8	topic 36	topic 42
30628	43112.0	197394	1019779	geestelijk	929731.0	1675.0	topic 8	topic 36	topic 42
30629	43112.0	3654	1016979	geestelijk	925914.0	1650.0	topic 8	topic 36	topic 42
30630	43112.0	118835	1001325	geestelijk	913283.0	1736.0	topic 8	topic 36	topic 42
30631	43112.0	23739	1000222	geestelijk		1597.0	topic 8	topic 36	topic 42
30632	43112.0	8005	1000773	geestelijk		1644.0	topic 8	topic 36	topic 42
30633	43112.0	189023	1016327	geestelijk		1609.0	topic 8	topic 36	topic 42
30634	43117.0	20492	1010227	geestelijk	913285.0	1700.0	topic 10	topic 18	topic 7
30635	43117.0	20492	1001036	geestelijk	921598.0	1655.0	topic 10	topic 18	topic 7
30636	43117.0	20492	1016932	geestelijk		1649.0	topic 10	topic 18	topic 7
30637	43118.0	161161	1010010	wereldlijk		1638.0	topic 39	topic 27	topic 10
30638	43121.0	12742	1017200	wereldlijk	919067.0	1706.0	topic 24	topic 39	topic 16
30639	43121.0	130533	1001440	wereldlijk		1731.0	topic 24	topic 39	topic 16
30640	43121.0	130618	1001440	wereldlijk en geestelijk		1731.0	topic 24	topic 39	topic 16
30641	43121.0	187586	1010541	wereldlijk		1698.0	topic 24	topic 39	topic 16
30642	43121.0	12742	1000889	wereldlijk		1661.0	topic 24	topic 39	topic 16
30643	43123.0	150661	1001282	geestelijk	917339.0	1694.0	topic 33	topic 7	topic 36
30644	43123.0	150661	1010500	geestelijk		1630.0	topic 33	topic 7	topic 36
30645	43124.0	150422	1001282	geestelijk	917259.0	1694.0	topic 33	topic 49	topic 7
30646	43124.0	150422	1010500	geestelijk		1630.0	topic 33	topic 49	topic 7
30647	43125.0	20454	1016932	geestelijk		1649.0	topic 27	topic 18	topic 10
30648	43125.0	20454	1001035	geestelijk	921650.0	1655.0	topic 27	topic 18	topic 10
30649	43125.0	20454	1010227	geestelijk	913291.0	1700.0	topic 27	topic 18	topic 10
30650	43131.0	13740	1000944	wereldlijk		1643.0	topic 27	topic 12	topic 47
30651	43131.0	115919	1001369	wereldlijk		1649.0	topic 27	topic 12	topic 47
30652	43133.0	129564	1016156	wereldlijk		1708.0	topic 39	topic 30	topic 24
30653	43133.0	161172	1004274	wereldlijk		1700.0	topic 39	topic 30	topic 24
30654	43133.0	129564	1001210	wereldlijk	919781.0	1720.0	topic 39	topic 30	topic 24
30655	43133.0	129564	1001212	wereldlijk	919600.0	1745.0	topic 39	topic 30	topic 24
30656	43133.0	129564	1016391	wereldlijk	919689.0	1712.0	topic 39	topic 30	topic 24
30657	43133.0	117660	1001391	wereldlijk		1741.0	topic 39	topic 30	topic 24
30658	43133.0	116621	1001147	wereldlijk		1732.0	topic 39	topic 30	topic 24
30659	43133.0	36074	1011287	wereldlijk		1685.0	topic 39	topic 30	topic 24
30660	43133.0	129564	1010192	wereldlijk	913295.0	1750.0	topic 39	topic 30	topic 24
30661	43138.0	161175	1001737	geestelijk		1657.0	topic 5	topic 24	topic 13
30662	43139.0	4129	1000698	geestelijk		1650.0	topic 42	topic 28	topic 7
30663	43153.0	26161	1000129	geestelijk		1583.0	topic 31	topic 15	topic 9
30664	43153.0	21392	1000215	geestelijk	901713.0	1592.0	topic 31	topic 15	topic 9
30665	43153.0	21392	1001302	geestelijk	913321.0	1632.0	topic 31	topic 15	topic 9
30666	43153.0	21392	1000371	geestelijk		1591.0	topic 31	topic 15	topic 9
30667	43155.0	149321	1010500	geestelijk		1630.0	topic 33	topic 36	topic 27
30668	43155.0	149321	1001282	geestelijk	917218.0	1694.0	topic 33	topic 36	topic 27
30669	43158.0	13747	1000944	wereldlijk		1643.0	topic 14	topic 12	topic 27
30670	43158.0	115923	1001369	wereldlijk		1649.0	topic 14	topic 12	topic 27
30671	43160.0	9810	1010012	geestelijk	913325.0	1640.0	topic 31	topic 13	topic 21
30672	43160.0	9810	1000824	geestelijk		1627.0	topic 31	topic 13	topic 21
30673	43162.0	36536	1011065	geestelijk		1734.0	topic 37	topic 12	topic 31
30674	43167.0	27049	1016877	wereldlijk en geestelijk	926552.0	1683.0	topic 9	topic 7	topic 31
30675	43167.0	27049	1001514	wereldlijk en geestelijk		1576.0	topic 9	topic 7	topic 31
30676	43167.0	27049	1017713	wereldlijk en geestelijk	929087.0	1620.0	topic 9	topic 7	topic 31
30677	43167.0	27049	1016976	wereldlijk en geestelijk	926841.0	1624.0	topic 9	topic 7	topic 31
30678	43167.0	27049	1008570	wereldlijk en geestelijk	926398.0	1601.0	topic 9	topic 7	topic 31
30679	43167.0	27049	1000558	wereldlijk en geestelijk	908349.0	1578.0	topic 9	topic 7	topic 31
30680	43167.0	23257	1006757	geestelijk		1600.0	topic 9	topic 7	topic 31
30681	43167.0	27049	1017704	wereldlijk en geestelijk	926488.0	1616.0	topic 9	topic 7	topic 31
30682	43168.0	166057	1006767	geestelijk		1620.0	topic 0	topic 21	topic 18
30683	43171.0	19374	1000077	geestelijk		1552.0	topic 9	topic 5	topic 42
30684	43171.0	19374	1000078	geestelijk	900650.0	1556.0	topic 9	topic 5	topic 42
30685	43174.0	19352	1000451	geestelijk	908220.0	1600.0	topic 9	topic 13	topic 47
30686	43174.0	19352	1000344	geestelijk	907416.0	1582.0	topic 9	topic 13	topic 47
30687	43174.0	19352	1000094	geestelijk	907898.0	1596.0	topic 9	topic 13	topic 47
30688	43174.0	19352	1001531	geestelijk	909504.0	1577.0	topic 9	topic 13	topic 47
30689	43174.0	19352	1000084	geestelijk	902583.0	1569.0	topic 9	topic 13	topic 47
30690	43174.0	19352	1000077	geestelijk		1552.0	topic 9	topic 13	topic 47
30691	43174.0	21530	1000079	geestelijk		1558.0	topic 9	topic 13	topic 47
30692	43174.0	19352	1000089	geestelijk	906781.0	1579.0	topic 9	topic 13	topic 47
30693	43174.0	21530	1000082	geestelijk	900845.0	1563.0	topic 9	topic 13	topic 47
30694	43174.0	19352	1000091	geestelijk	905252.0	1582.0	topic 9	topic 13	topic 47
30695	43174.0	19352	1000083	geestelijk	900110.0	1566.0	topic 9	topic 13	topic 47
30696	43174.0	19352	1000093	geestelijk	904656.0	1593.0	topic 9	topic 13	topic 47
30697	43174.0	19352	1000078	geestelijk	900630.0	1556.0	topic 9	topic 13	topic 47
30698	43174.0	19352	1000087	geestelijk	902869.0	1577.0	topic 9	topic 13	topic 47
30699	43174.0	19352	1000088	geestelijk	904652.0	1579.0	topic 9	topic 13	topic 47
30700	43174.0	19352	1000096	geestelijk	904657.0	1599.0	topic 9	topic 13	topic 47
30701	43174.0	19352	1000092	geestelijk	904654.0	1589.0	topic 9	topic 13	topic 47
30702	43174.0	19352	1000557	geestelijk	904655.0	1591.0	topic 9	topic 13	topic 47
30703	43174.0	19352	1000090	geestelijk	904653.0	1580.0	topic 9	topic 13	topic 47
30704	43176.0	19349	1000077	geestelijk		1552.0	topic 9	topic 31	topic 36
30705	43176.0	188978	1016327	geestelijk		1609.0	topic 9	topic 31	topic 36
30706	43176.0	149010	1001307	geestelijk		1700.0	topic 9	topic 31	topic 36
30707	43176.0	118425	1001323	geestelijk		1732.0	topic 9	topic 31	topic 36
30708	43176.0	29481	1006706	geestelijk		1584.0	topic 9	topic 31	topic 36
30709	43176.0	21528	1000131	geestelijk	901268.0	1595.0	topic 9	topic 31	topic 36
30710	43176.0	21528	1000427	geestelijk	901267.0	1580.0	topic 9	topic 31	topic 36
30711	43176.0	21528	1000082	geestelijk	900843.0	1563.0	topic 9	topic 31	topic 36
30712	43176.0	19349	1001531	geestelijk	909467.0	1577.0	topic 9	topic 31	topic 36
30713	43176.0	19349	1000451	geestelijk	908182.0	1600.0	topic 9	topic 31	topic 36
30714	43176.0	19349	1000094	geestelijk	907860.0	1596.0	topic 9	topic 31	topic 36
30715	43176.0	19349	1000344	geestelijk	907378.0	1582.0	topic 9	topic 31	topic 36
30716	43176.0	19349	1000089	geestelijk	906743.0	1579.0	topic 9	topic 31	topic 36
30717	43176.0	19349	1000096	geestelijk	904429.0	1599.0	topic 9	topic 31	topic 36
30718	43176.0	19349	1000093	geestelijk	904428.0	1593.0	topic 9	topic 31	topic 36
30719	43176.0	21528	1000079	geestelijk		1558.0	topic 9	topic 31	topic 36
30720	43176.0	19349	1000092	geestelijk	904426.0	1589.0	topic 9	topic 31	topic 36
30721	43176.0	19349	1000090	geestelijk	904425.0	1580.0	topic 9	topic 31	topic 36
30722	43176.0	19349	1000088	geestelijk	904424.0	1579.0	topic 9	topic 31	topic 36
30723	43176.0	19349	1000087	geestelijk	902843.0	1577.0	topic 9	topic 31	topic 36
30724	43176.0	19349	1000084	geestelijk	902545.0	1569.0	topic 9	topic 31	topic 36
30725	43176.0	19349	1000095	geestelijk	902064.0	1559.0	topic 9	topic 31	topic 36
30726	43176.0	19349	1000078	geestelijk	900627.0	1556.0	topic 9	topic 31	topic 36
30727	43176.0	19349	1000083	geestelijk	900099.0	1566.0	topic 9	topic 31	topic 36
30728	43176.0	8109	1000773	geestelijk		1644.0	topic 9	topic 31	topic 36
30729	43176.0	7180	1000178	geestelijk		1577.0	topic 9	topic 31	topic 36
30730	43176.0	19349	1000091	geestelijk	905214.0	1582.0	topic 9	topic 31	topic 36
30731	43176.0	19349	1000557	geestelijk	904427.0	1591.0	topic 9	topic 31	topic 36
30732	43178.0	22701	1000209	geestelijk		1576.0	topic 49	topic 5	topic 31
30733	43178.0	22701	1000210	geestelijk	900035.0	1600.0	topic 49	topic 5	topic 31
30734	43183.0	161239	1016167	geestelijk		1740.0	topic 5	topic 36	topic 47
30735	43186.0	19370	1000078	geestelijk	900646.0	1556.0	topic 9	topic 48	topic 5
30736	43186.0	19370	1000077	geestelijk		1552.0	topic 9	topic 48	topic 5
30737	43188.0	22461	1000243	geestelijk	906594.0	1567.0	topic 9	topic 0	topic 16
30738	43188.0	22461	1000176	geestelijk	907002.0	1567.0	topic 9	topic 0	topic 16
30739	43188.0	22461	1000137	geestelijk		1565.0	topic 9	topic 0	topic 16
30740	43191.0	116989	1001328	geestelijk	917119.0	1713.0	topic 28	topic 37	topic 18
30741	43191.0	116989	1016196	geestelijk		1669.0	topic 28	topic 37	topic 18
30742	43192.0	117634	1001391	wereldlijk		1741.0	topic 30	topic 39	topic 24
30743	43192.0	161259	1004274	wereldlijk		1700.0	topic 30	topic 39	topic 24
30744	43192.0	195723	1019501	wereldlijk		1750.0	topic 30	topic 39	topic 24
30745	43194.0	13988	1000946	geestelijk		1670.0	topic 36	topic 0	topic 22
30746	43194.0	116652	1001328	geestelijk	917097.0	1713.0	topic 36	topic 0	topic 22
30747	43194.0	178837	1010088	geestelijk		1740.0	topic 36	topic 0	topic 22
30748	43194.0	116652	1016196	geestelijk		1669.0	topic 36	topic 0	topic 22
30749	43195.0	14530	1000957	geestelijk		1638.0	topic 18	topic 13	topic 32
30750	43195.0	14530	1001855	geestelijk	929945.0	1646.0	topic 18	topic 13	topic 32
30751	43195.0	14530	1010071	geestelijk	913330.0	1648.0	topic 18	topic 13	topic 32
30752	43195.0	14530	1016140	geestelijk	924958.0	1679.0	topic 18	topic 13	topic 32
30753	43198.0	19377	1001531	geestelijk	909507.0	1577.0	topic 9	topic 48	topic 31
30754	43198.0	19377	1000451	geestelijk	908223.0	1600.0	topic 9	topic 48	topic 31
30755	43198.0	19377	1000094	geestelijk	907901.0	1596.0	topic 9	topic 48	topic 31
30756	43198.0	19377	1000344	geestelijk	907419.0	1582.0	topic 9	topic 48	topic 31
30757	43198.0	19377	1000089	geestelijk	906784.0	1579.0	topic 9	topic 48	topic 31
30758	43198.0	19377	1000091	geestelijk	905255.0	1582.0	topic 9	topic 48	topic 31
30759	43198.0	19377	1000096	geestelijk	904675.0	1599.0	topic 9	topic 48	topic 31
30760	43198.0	19377	1000093	geestelijk	904674.0	1593.0	topic 9	topic 48	topic 31
30761	43198.0	19377	1000557	geestelijk	904673.0	1591.0	topic 9	topic 48	topic 31
30762	43198.0	19377	1000090	geestelijk	904671.0	1580.0	topic 9	topic 48	topic 31
30763	43198.0	19377	1000088	geestelijk	904670.0	1579.0	topic 9	topic 48	topic 31
30764	43198.0	19377	1000087	geestelijk	902872.0	1577.0	topic 9	topic 48	topic 31
30765	43198.0	19377	1000084	geestelijk	902586.0	1569.0	topic 9	topic 48	topic 31
30766	43198.0	19377	1000078	geestelijk	900653.0	1556.0	topic 9	topic 48	topic 31
30767	43198.0	19377	1000083	geestelijk	900113.0	1566.0	topic 9	topic 48	topic 31
30768	43198.0	19377	1000092	geestelijk	904672.0	1589.0	topic 9	topic 48	topic 31
30769	43198.0	19377	1000077	geestelijk		1552.0	topic 9	topic 48	topic 31
30770	43200.0	27628	1000516	wereldlijk		1561.0	topic 21	topic 9	topic 19
30771	43200.0	26537	1000250	wereldlijk		1562.0	topic 21	topic 9	topic 19
30772	43203.0	3314	1000680	geestelijk		1607.0	topic 21	topic 18	topic 5
