	id	dominant_topic	perc_contribution
0	186989	38	0.3181474647535723
1	3644	8	0.6334025262588132
2	38949	26	0.7743256602144046
3	114233	4	0.46324232637908747
4	19987	43	0.9789929097543935
5	186751	35	0.4226793365545083
6	36964	48	0.3191748655178731
7	38791	18	0.3091743912005191
8	118409	0	0.6461155371005688
9	100246	30	0.30118768034557203
10	116424	28	0.4172606511337564
11	150471	33	0.40328436059922035
12	8711	11	0.24077522237195895
13	8077	18	0.3188332905230745
14	119071	24	0.4834740742564001
15	116342	28	0.26932020182658695
16	13272	42	0.5216891690888371
17	115893	39	0.33737680644343315
18	114555	7	0.4706409685457979
19	186037	38	0.3119154964733785
20	189304	39	0.3874407075033991
21	11465	3	0.323725825764658
22	3122	32	0.641697117212052
23	20860	44	0.5641239327945252
24	112124	38	0.40517540158702126
25	115887	39	0.5451841286178711
26	186023	24	0.3141890898932061
27	114541	47	0.5574439252225164
28	2228	19	0.23898239516956557
29	11471	47	0.6007678226114811
30	20874	44	0.4801585419765816
31	3136	25	0.26966305656323253
32	4659	22	0.6999523998356333
33	180452	24	0.43969017725490406
34	111439	48	0.5268674820277606
35	8063	13	0.4796159001283626
36	193348	40	0.39956185335166605
37	184634	42	0.27767665325564267
38	116356	28	0.4412264430006796
39	158987	40	0.3243288348835745
40	13266	42	0.3528222262428607
41	156014	30	0.2694171546358398
42	6728	46	0.2739957789941489
43	100252	38	0.37262270947719284
44	13500	44	0.3440391870825959
45	161860	38	0.6350910107961408
46	150465	18	0.2786721559132199
47	8705	23	0.3416455130661642
48	3650	8	0.40160657312741976
49	36970	4	0.270404473206863
50	186745	35	0.5344529627159921
51	19993	11	0.3537120622273171
52	10009	38	0.4107128904598655
53	114227	4	0.42022381672700243
54	38785	48	0.2402109773235068
55	34197	47	0.3545652635942719
56	117706	16	0.35815337495473987
57	13528	10	0.2516955285624225
58	116418	28	0.4808148724449286
59	33820	40	0.6275726491632907
60	157322	39	0.5396024820609236
61	3678	8	0.544585987381214
62	188740	17	0.45093099964486144
63	26593	13	0.39372231199167446
64	2566	10	0.275108221551423
65	10021	47	0.37122675044828385
66	36958	4	0.38760415027338213
67	155535	17	0.4077414187106859
68	20684	44	0.7551966715875028
69	2200	38	0.45797263253767717
70	10747	3	0.3417100950463774
71	114569	27	0.6159761464561927
72	4671	22	0.3909189714355751
73	22093	16	0.379851955668815
74	12150	45	0.9816730451851549
75	118353	49	0.6472864459387122
76	6066	0	0.4390376091893628
77	22087	1	0.4296518445073901
78	157450	34	0.4662580488515358
79	184608	10	0.3687845512491153
80	119059	11	0.5834578179256836
81	14535	1	0.858406326172713
82	20690	44	0.686515316260129
83	2214	38	0.47584523551276814
84	191563	35	0.2904470723251948
85	10753	47	0.2547228966234448
86	20848	44	0.3977268511151087
87	115663	28	0.5459577312434382
88	187301	36	0.42859392743287766
89	4665	22	0.44401262246054274
90	163093	19	0.3296264845256974
91	38961	5	0.21603995442816204
92	26587	37	0.2711591454484064
93	186779	35	0.4136849967037856
94	10035	3	0.29095074844732094
95	155521	18	0.28660540646226973
96	34183	39	0.4960272168388753
97	6714	4	0.2226166009346618
98	117712	28	0.5146271418956904
99	149108	36	0.46965355113031754
100	150459	33	0.5148957883318002
101	148216	31	0.42008641559615767
102	33834	40	0.4864837031513142
103	32519	39	0.4536545738253439
104	6927	14	0.29202306141928813
105	117921	28	0.4339351349473861
106	129617	47	0.41309764745138994
107	34168	29	0.36942300709544196
108	12811	46	0.2298537137776934
109	186792	35	0.5253476146269164
110	19944	49	0.18874860435738006
111	2599	27	0.2207343306700816
112	21203	29	0.5962051247124873
113	163078	30	0.5614736318616642
114	3687	8	0.7529864529957305
115	36019	27	0.23646136969274978
116	10960	20	0.3593033503559183
117	180485	46	0.5092481916388873
118	21565	9	0.588236318558191
119	115850	23	0.21616033556606834
120	162400	39	0.4660389371072581
121	27114	15	0.40912215568554555
122	191588	15	0.33867736717322244
123	161109	30	0.39166955813299725
124	6099	0	0.687691653202726
125	178458	1	0.31086398256501385
126	35510	1	0.4587009911670724
127	25703	31	0.3525975209388149
128	116381	28	0.38839417517459457
129	24409	2	0.4114512436035818
130	158944	34	0.3961573419160824
131	159482	46	0.5482760702056593
132	35504	46	0.43006626370979834
133	156969	22	0.293664950416582
134	116395	23	0.2684318833849719
135	164065	24	0.3100693803551225
136	31762	5	0.3980171373701081
137	10974	21	0.5822314992129275
138	21571	9	0.5707654760178069
139	180491	28	0.22190401895079512
140	115844	38	0.7240420687127334
141	114582	3	0.3080883652613466
142	27100	32	0.5915739996308539
143	19950	11	0.2689687704223385
144	186786	35	0.4585941375825117
145	27666	2	0.6428597532070869
146	20109	47	0.5591984020083455
147	188973	0	0.5202177263540154
148	21217	18	0.4810382953237343
149	3693	8	0.7644060275722887
150	129603	41	0.8157798736449495
151	117935	16	0.599504026818854
152	179034	36	0.35386296547149787
153	12805	16	0.49164518445108496
154	176307	3	0.3724462139469712
155	19978	43	0.945550669409845
156	20121	34	0.3312001286673047
157	186976	27	0.2655679572326523
158	32525	39	0.3175066764416629
159	192903	38	0.18585827362635207
160	34154	29	0.6059301895902882
161	8936	6	0.261979598178168
162	118390	19	0.3123634208592724
163	34632	10	0.3290622800773699
164	8088	31	0.592737781457468
165	22050	9	0.42960961397673086
166	1912	48	0.28181367351483216
167	21559	9	0.6767489474129125
168	36025	5	0.3935037676963253
169	27128	9	0.38380794387467143
170	10784	1	0.5448916918741539
171	162428	19	0.2881890631891229
172	115878	24	0.4365546862955139
173	158978	46	0.4329125388857636
174	13299	48	0.5389346486474784
175	184813	4	0.3331116211417721
176	34626	14	0.17374067461119674
177	147858	0	0.5452957193255508
178	1906	21	0.26421529135286537
179	157493	30	0.596096141842978
180	147680	28	0.5838595738987067
181	32531	27	0.32576111486330483
182	160559	39	0.547872328850737
183	12839	40	0.4766760729145201
184	34140	14	0.38305290968261724
185	179008	35	0.5219487003618186
186	24353	0	0.338493913550818
187	8922	6	0.37467584471091125
188	20135	38	0.26095031219765674
189	186962	38	0.2740083228161549
190	191991	31	0.3838590990291322
191	180644	17	0.2714395896898822
192	190457	2	0.287911753872834
193	115449	0	0.42650978955783436
194	189106	31	0.4292628855232802
195	114757	16	0.23089404960981758
196	173914	18	0.46680337048411913
197	13070	40	0.24728228041891911
198	35909	7	0.2273122766320529
199	1537	6	0.34358829498857124
200	184422	28	0.598373158639185
201	119273	28	0.3775990443479819
202	7146	40	0.6316935752567719
203	178699	35	0.40129861715243365
204	184344	28	0.5306940674777441
205	116626	3	0.3171433053808297
206	119515	34	0.4888134443144522
207	149322	33	0.4145383729348267
208	117538	16	0.5636083006299276
209	192526	11	0.3559234490093676
210	130187	38	0.3569848031581511
211	156202	24	0.45466661717305035
212	5037	48	0.36611942714284773
213	26975	41	0.9579027467797164
214	2758	49	0.3158329805766952
215	189660	28	0.7831571357946812
216	114031	10	0.4004451758592643
217	3446	18	0.4548804659308182
218	2980	16	0.399925482232609
219	180122	35	0.35228989805386657
220	4329	41	0.32402805589145156
221	187881	7	0.41226668580943654
222	5023	46	0.37566337695885654
223	187659	0	0.37535429866418746
224	2994	2	0.563362498535447
225	19549	38	0.267092499992641
226	150667	33	0.4296737213706506
227	184350	28	0.5991103598000077
228	119501	38	0.461130679865222
229	192532	27	0.2469700345817618
230	100050	23	0.2537686016352443
231	130193	39	0.3959266665625925
232	9619	13	0.5220653150010839
233	156570	30	0.6201955512323095
234	185728	3	0.24165117044321363
235	13064	18	0.1862264720707796
236	1523	2	0.4357075440901349
237	184436	28	0.40282138364076014
238	7152	9	0.5411387739310021
239	180650	13	0.610055568648446
240	3334	21	0.5728333568321197
241	190443	47	0.38375696754538463
242	21968	49	0.3109799084738892
243	114743	18	0.2195967851942232
244	173900	18	0.2582655231660996
245	9157	49	0.3447003516153361
246	6264	39	0.7171881195526061
247	176688	18	0.6505839042692046
248	117262	29	0.38914981083934225
249	185700	19	0.5969199665732505
250	35935	46	0.4481387743110246
251	147455	39	0.42352707271007445
252	176850	18	0.38508089283295505
253	53468	30	0.4061118997702131
254	22291	49	0.25668298362429215
255	4473	9	0.2476102969413092
256	19207	9	0.669887142024124
257	180678	19	0.2182492553925458
258	191775	0	0.9606061470834037
259	11883	12	0.954132531063113
260	20486	27	0.26323855940494195
261	10223	29	0.7068615394806994
262	2764	36	0.3215609464266239
263	4315	2	0.2748897091025944
264	36582	26	0.7871973026873518
